#C03LData001.txt#
#Device is a Leader
#Data contains time in (mus) acceleration acc[xyz] in (LSB/g), rotation rates gyro[xyz](deg/s),flux densities mag[xyz] in (muT)#
#first row contains Date, factor acc[xyz],factor gyro[xyz], factor mag[xyz], sync signal (micro s),SensorId#
#,2048,16.40,6.66,28440908,2#
28499269,61,71,2103,-13,9,15,133,-120,84,1
28501772,70,67,2119,-15,8,16,133,-120,84,1
28504263,63,83,2100,-17,7,18,133,-120,86,1
28506755,82,76,2097,-13,4,15,133,-120,86,1
28509249,53,79,2103,-13,5,18,133,-120,86,1
28511738,64,81,2101,-14,6,16,133,-120,86,1
28514231,62,78,2105,-9,5,17,136,-109,74,1
28516722,67,76,2093,-16,5,15,136,-109,74,1
28519215,54,64,2139,-13,6,15,136,-109,74,1
28521707,72,67,2133,-10,8,14,136,-109,74,1
28524201,64,72,2125,-15,5,16,147,-117,70,1
28526696,79,74,2096,-11,6,15,147,-117,70,1
28529188,64,66,2128,-14,5,16,147,-117,70,1
28531680,83,62,2120,-15,4,15,147,-117,70,1
28534175,76,68,2120,-12,4,17,131,-118,67,1
28536669,64,76,2130,-15,6,17,131,-118,67,1
28539161,54,69,2133,-13,7,16,131,-118,67,1
28541651,61,74,2128,-13,5,16,131,-118,67,1
28544146,69,76,2102,-16,6,13,142,-127,73,1
28546638,77,69,2130,-14,8,14,142,-127,73,1
28549132,71,69,2122,-16,7,17,142,-127,73,1
28551624,70,61,2130,-14,6,18,142,-127,73,1
28554120,73,72,2137,-12,4,15,137,-117,70,1
28556611,68,63,2102,-14,5,16,137,-117,70,1
28559105,78,87,2117,-12,7,17,137,-117,70,1
28561598,78,58,2123,-14,6,14,137,-117,70,1
28564094,75,66,2135,-14,6,14,141,-121,85,1
28566584,56,69,2094,-15,4,17,141,-121,85,1
28569078,75,76,2099,-16,4,15,141,-121,85,1
28571568,58,63,2122,-13,6,14,141,-121,85,1
28574062,69,81,2104,-16,6,17,140,-122,80,1
28576556,82,74,2134,-14,5,17,140,-122,80,1
28579049,53,68,2094,-14,4,15,140,-122,80,1
28581541,70,64,2133,-14,4,15,140,-122,80,1
28584035,73,55,2121,-13,5,17,136,-121,76,1
28586528,58,64,2117,-14,7,20,136,-121,76,1
28589023,60,79,2128,-14,8,16,136,-121,76,1
28591515,69,71,2129,-13,4,16,136,-121,76,1
28594011,55,70,2119,-14,5,15,130,-124,70,1
28596502,74,71,2133,-13,9,15,130,-124,70,1
28598997,77,70,2098,-13,5,16,130,-124,70,1
28601487,57,67,2102,-16,4,15,130,-124,70,1
28603982,71,81,2108,-10,5,13,140,-122,75,1
28606474,80,78,2115,-13,6,15,140,-122,75,1
28608968,59,72,2129,-16,4,17,140,-122,75,1
28611461,75,62,2110,-14,6,14,140,-122,75,1
28613955,69,62,2115,-14,5,16,127,-126,72,1
28616448,65,69,2119,-12,7,15,127,-126,72,1
