Time,East,North,z,v
4037630294,79407.55895562346,242003.2123242952,2312.319,0.1503362896974646
4037732817,79407.56621817006,242003.23466132488,2312.288,0.12015822901491183
4037831917,79407.55094645437,242003.24557563756,2312.306,0.10121758740456127
4037933278,79407.55835825337,242003.25679484662,2312.303,0.06004997918400972
4038032387,79407.55820896362,242003.26791259367,2312.285,0.052649786324352736
4038133722,79407.58059386427,242003.2904529106,2312.237,0.06824954212300623
4038232842,79407.58044456308,242003.3015706325,2312.222,0.06998571282769077
4038333783,79407.58815503596,242003.2905545421,2312.23,0.08203048213926334
4038432908,79407.56517275712,242003.3124847617,2312.264,0.048363209157374985
4038534024,79407.5650233806,242003.32360233273,2312.269,0.06475337829024831
4038631287,79407.56487403791,242003.33471996896,2312.265,0.07947326594522211
4038734045,79407.51209509786,242003.32289073803,2312.34,0.08252878285786117
4038831352,79407.51194566106,242003.33400818426,2312.361,0.08383913167489272
4038930898,79407.50408570653,242003.3561416287,2312.386,0.09583840566286565
4039031829,79407.48125286923,242003.36695441045,2312.398,0.12193030796319676
4039133130,79407.48110340214,242003.37807179615,2312.427,0.12126417442921879
4039231604,79407.45827059857,242003.38888464402,2312.43,0.1377715500384604
4039332992,79407.46568231432,242003.40010368451,2312.449,0.10323759005323595
4039432133,79407.4959267653,242003.4005097393,2312.483,0.06195159400693416
4039533053,79407.52617128851,242003.40091594215,2312.498,0.07763375554486592
4039632145,79407.56397704686,242003.40142390504,2312.489,0.11819898476721365
4039733848,79407.57909940409,242003.40162720066,2312.471,0.1313620949893842
4039832907,79407.57939782145,242003.37939138338,2312.55,0.13357020625873123
4039933795,79407.61690476992,242003.40213436913,2312.566,0.1456124994634733
4040032222,79407.64685082597,242003.42477629054,2312.515,0.14676511847165866
4040132014,79407.66908652711,242003.45843453798,2312.425,0.14589722409970657
4040230685,79407.72927717322,242003.48148279637,2312.371,0.22496666419716502
4040333041,79407.73698756286,242003.4704665402,2312.401,0.18513238506539043
4040433587,79407.75937227358,242003.49300647806,2312.403,0.16051479682571324
4040531359,79407.73639008931,242003.51493688673,2312.412,0.08728688332160796
4040631828,79407.71355716883,242003.52574949618,2312.446,0.08925245094673871
4040731668,79407.69102276396,242003.5143264886,2312.533,0.08523496934944014
4040832140,79407.6914704983,242003.48097298015,2312.623,0.041
4040931255,79407.7062941704,242003.50341154914,2312.597,0.042591078878093706
4041031724,79407.74395051316,242003.51503701042,2312.603,0.08368392916205597
4041132201,79407.76648471363,242003.52645960636,2312.57,0.08333066662399864
4041232677,79407.7737472937,242003.5487967059,2312.53,0.08875809822207774
4041331826,79407.75847562678,242003.55971111543,2312.535,0.04925444142409901
4041432322,79407.7655888034,242003.59316573292,2312.507,0.08229216244576394
4041530340,79407.79613192446,242003.57133648265,2312.553,0.08542833253669417
4041632642,79407.79568406891,242003.60468974803,2312.495,0.082
4041733663,79407.8032453117,242003.60479152575,2312.469,0.06862215385719105
4041832353,79407.8105077138,242003.62712826766,2312.476,0.07303423854604085
4041932815,79407.83319109472,242003.6274328977,2312.49,0.07612489737267301
4042031446,79407.8331910227,242003.6274327524,2312.509,0.06371028174478591
4042132545,79407.8180686054,242003.6272293348,2312.543,0.04855924216871593
4042230539,79407.81050748352,242003.62712780293,2312.537,0.05429548784199291
4042334659,79407.83289232904,242003.64966801368,2312.503,0.061781874364573955
4042431457,79407.84801461424,242003.64987116307,2312.504,0.0671863081289633
4042532803,79407.84816378001,242003.63875316735,2312.555,0.0656505902486794
4042631429,79407.85542637049,242003.6610902883,2312.512,0.07150524456289901
4042733774,79407.83274282755,242003.6607853314,2312.541,0.05375872022286244
4042830596,79407.84060252206,242003.63865135796,2312.585,0.04876474136094643
4042934712,79407.83319053212,242003.6274317596,2312.639,0.059413803110051795
4043032498,79407.85602332394,242003.61661889032,2312.639,0.06524568951279464
4043132959,79407.85587393958,242003.62773644552,2312.646,0.05743692192309752
4043231596,79407.84846201325,242003.61651697475,2312.683,0.03921734310225516
4043333893,79407.87870659566,242003.61692330055,2312.682,0.0927523584605804
4043432667,79407.86358433694,242003.6167202033,2312.674,0.05303772242470447
4043533126,79407.84831269305,242003.62763466034,2312.673,0.06931810730249348
4043631802,79407.87099605128,242003.6279392438,2312.693,0.035860842154082216
4043733456,79407.88611837094,242003.62814246584,2312.685,0.034263683398023624
4043832292,79407.886267646,242003.61702469084,2312.707,0.033763886032268264
4043934610,79407.90109135806,242003.63946334552,2312.67,0.05189412298131649
4044033258,79407.92392402963,242003.62865023222,2312.702,0.04402272140611028
4044131895,79407.94645815759,242003.64007268474,2312.688,0.05000999900019995
4044232627,79407.96143120904,242003.65139369573,2312.656,0.05342284155677233
4044334928,79407.98426397481,242003.64058077242,2312.663,0.06483054835492293
4044433593,79408.01465785116,242003.62986936048,2312.679,0.10178899744078433
4044533484,79408.01480701742,242003.61875136662,2312.73,0.05659505278732409
4044632477,79408.01450829627,242003.64098657295,2312.731,0.05805170109479997
4044734781,79408.02221884867,242003.6299706446,2312.718,0.03781534080237808
4044833409,79408.02992929514,242003.61895450018,2312.733,0.037603191353926334
4044935725,79408.04490226704,242003.630275351,2312.722,0.03860051813123757
4045032913,79408.08255870691,242003.64190101065,2312.702,0.06252199612936235
4045135205,79408.10494363433,242003.66444139183,2312.646,0.08748714191239762
4045233199,79408.15046002658,242003.65393359866,2312.602,0.13837268516582313
4045335505,79408.15817045081,242003.6429174086,2312.623,0.10584894897919393
4045432802,79408.173441929,242003.6320026191,2312.668,0.0948314293892062
4045533259,79408.17329259265,242003.64312027115,2312.662,0.061131006862311696
4045633730,79408.19612533624,242003.63230730314,2312.675,0.06362389488234747
4045734207,79408.2038357603,242003.62129111495,2312.696,0.042825226210727714
4045833341,79408.20353712566,242003.64352649823,2312.674,0.0525071423713003
4045933811,79408.21895785692,242003.6214938853,2312.747,0.052287665849605494
4046033675,79408.2495011041,242003.59966488928,2312.76,0.08691375035056306
4046132302,79408.28715761186,242003.61129068676,2312.722,0.11146748404803977
4046233344,79408.28730700497,242003.60017314926,2312.713,0.07874642849044013
4046333857,79408.29516676177,242003.57803929877,2312.741,0.08388682852510279
4046432512,79408.33282323899,242003.58966503572,2312.711,0.12980369794424193
4046534363,79408.3104383085,242003.5671246471,2312.768,0.05600892785976179
4046631736,79408.31799937019,242003.56722605694,2312.79,0.05397221507405454
4046729722,79408.3107366906,242003.54488875065,2312.857,0.047801673610868484
4046833855,79408.32600821453,242003.5339740524,2312.89,0.04301162633521314
4046934340,79408.34098111489,242003.54529476073,2312.898,0.038405728739343045
4047033604,79408.34884073993,242003.52316064294,2312.961,0.05240229002629561
4047134085,79408.34884068315,242003.52316052746,2312.976,0.03349626844888845
4047232764,79408.34157810583,242003.50082342792,2313.016,0.015524174696260024
4047335075,79408.35670029695,242003.50102639012,2313.042,0.027513632984395207
4047432874,79408.35684959232,242003.48990865238,2313.059,0.024515301344262524
4047534568,79408.3264554804,242003.50061958935,2313.105,0.11454693361238441
4047631365,79408.34172702332,242003.48970492743,2313.133,0.07339618518697004
4047735511,79408.3343150414,242003.47848534118,2313.185,0.06248999919987198
4047834175,79408.34202536795,242003.46746895649,2313.232,0.07069653456853454
4047934773,79408.34217468553,242003.4563512653,2313.243,0.07841555968046138
4048031601,79408.3343149016,242003.47848505992,2313.222,0.12950289572052048
4048133943,79408.34958635033,242003.46757020894,2313.275,0.06895650803223725
4048233803,79408.36485788228,242003.4566555228,2313.306,0.07234638899074369
4048334377,79408.39510252172,242003.45706196595,2313.29,0.06392182725798755
4048433019,79408.43275900357,242003.46868771035,2313.259,0.02596150997149434
4048535343,79408.425346928,242003.45746793598,2313.336,0.04115823125451336
4048634021,79408.43290800045,242003.45756937005,2313.355,0.03278719262151
4048734597,79408.49339712904,242003.45838195086,2313.363,0.11009541316512692
4048833239,79408.50881783153,242003.43634927925,2313.444,0.10955363982999379
4048933702,79408.52423866703,242003.41431687213,2313.49,0.11568059474259286
4049033616,79408.53936080572,242003.41451972816,2313.53,0.09089004345911603
4049134191,79408.54692194294,242003.4146212926,2313.532,0.062136945531623945
4049234687,79408.55463216816,242003.4036046993,2313.606,0.06552098900352467
4049333354,79408.57731541031,242003.40390905086,2313.657,0.08424369412602939
4049433853,79408.60741064111,242003.41543300264,2313.654,0.08534635317340747
4049534485,79408.61482242293,242003.42665218376,2313.655,0.04459820624195552
4049633119,79408.63039260631,242003.39350214787,2313.704,0.08337865434270332
4049734793,79408.6453653856,242003.40482261032,2313.744,0.05166236541235796
4049833433,79408.6603383797,242003.41614350956,2313.727,0.03580502757993632
4049935948,79408.6905828766,242003.41654966213,2313.749,0.05112729212465687
4050034598,79408.68317097797,242003.40533024725,2313.779,0.07095068710026704
4050133241,79408.72112593734,242003.394720288,2313.812,0.06824954212300621
4050233719,79408.71356464944,242003.394618419,2313.85,0.04047221268969613
4050334412,79408.74380923642,242003.39502475504,2313.848,0.04091454509095757
4050433070,79408.74380912712,242003.39502453431,2313.877,0.047391982444291145
4050532932,79408.76634315285,242003.4064467838,2313.89,0.04315089802078284
4050631590,79408.79658770985,242003.4068530593,2313.896,0.03196873472629156
4050734126,79408.81170993154,242003.40705608297,2313.914,0.028653097563788803
4050834650,79408.80414869972,242003.4069543276,2313.937,0.04980963762164908
4050935134,79408.80399930937,242003.41807187442,2313.945,0.0743706931526122
4051033768,79408.82683197208,242003.40725874063,2313.98,0.034496376621320685
4051136379,79408.83454216759,242003.3962420877,2314.062,0.06178996682310162
4051236265,79408.83454213002,242003.3962420132,2314.072,0.06376519426771943
4051334910,79408.83484073309,242003.374006561,2314.103,0.0656048778674269
4051435446,79408.86478672439,242003.39664836694,2314.068,0.038379682124790974
4051536254,79408.88020762509,242003.37461609207,2314.097,0.019519221295943138
4051634899,79408.88035692874,242003.36349836737,2314.112,0.06335613624582863
