#microcontroller time [micro seconds],iTow[ms],utc[year:month:day:hour:minute:second],fixType[0-5],longitude[deg],latitude[deg],height[mm],velN[mm/s],velE[mm/s],velD[mm/s],gSpeed[mm/s],headMot[deg1e-5],pDop[],numSV[],ttff[ms],ambientTemp[C],objectTemp[C],gpsFlag[],check if syncFlag switched [bool],micros of switching time [us]#,timestamp,height[m],date[ms]
3998025162,201100800,2022:2:22:7:51:22,3,11.3832753,47.3120013,2303848,-55,16,10,57,7939634,168,11,924201735,11.01,3.59,1,-1,0,2022-02-22 07:51:22.800,2303.848,2022:2:22:7:51:22:800
3998126064,201100900,2022:2:22:7:51:22,3,11.3832753,47.3120015,2303827,37,12,10,39,7939634,168,11,924201735,11.01,3.59,1,-1,0,2022-02-22 07:51:22.900,2303.827,2022:2:22:7:51:22:900
3998226380,201101000,2022:2:22:7:51:23,3,11.3832754,47.3120015,2303808,22,75,13,78,7939634,168,11,924267271,11.01,3.79,1,-1,0,2022-02-22 07:51:23.000,2303.808,2022:2:22:7:51:23:0
3998327338,201101100,2022:2:22:7:51:23,3,11.3832753,47.3120011,2303801,-93,122,20,154,7939634,168,11,924267271,11.01,3.79,1,-1,0,2022-02-22 07:51:23.100,2303.801,2022:2:22:7:51:23:100
3998425324,201101200,2022:2:22:7:51:23,3,11.3832749,47.3120011,2303829,-16,45,12,48,7939634,168,11,924267271,11.01,3.79,1,-1,0,2022-02-22 07:51:23.200,2303.829,2022:2:22:7:51:23:200
3998526144,201101300,2022:2:22:7:51:23,3,11.3832746,47.3120011,2303854,16,8,7,18,7939634,168,11,924267271,11.01,3.79,1,-1,0,2022-02-22 07:51:23.300,2303.854,2022:2:22:7:51:23:300
3998623287,201101400,2022:2:22:7:51:23,3,11.3832746,47.312001,2303887,27,71,4,76,7939634,168,11,924267271,11.01,3.79,1,-1,0,2022-02-22 07:51:23.400,2303.887,2022:2:22:7:51:23:400
3998727812,201101500,2022:2:22:7:51:23,3,11.3832743,47.3120008,2303922,-12,52,-4,54,7939634,168,11,924267271,11.01,3.79,0,-1,0,2022-02-22 07:51:23.500,2303.922,2022:2:22:7:51:23:500
3998825991,201101600,2022:2:22:7:51:23,3,11.383274,47.3120009,2303884,31,24,7,40,7939634,168,11,924267271,11.01,3.79,0,-1,0,2022-02-22 07:51:23.600,2303.884,2022:2:22:7:51:23:600
3998926169,201101700,2022:2:22:7:51:23,3,11.3832733,47.3120007,2303921,26,-34,3,42,7939634,168,11,924267271,10.93,3.53,0,-1,0,2022-02-22 07:51:23.700,2303.921,2022:2:22:7:51:23:700
3999025164,201101800,2022:2:22:7:51:23,3,11.3832729,47.3120005,2304000,-14,-25,-13,29,7939634,168,11,924267271,10.93,3.53,0,-1,0,2022-02-22 07:51:23.800,2304.0,2022:2:22:7:51:23:800
3999127857,201101900,2022:2:22:7:51:23,3,11.3832725,47.3120005,2303994,26,-58,-14,63,7939634,168,11,924267271,10.93,3.53,0,-1,0,2022-02-22 07:51:23.900,2303.994,2022:2:22:7:51:23:900
3999225080,201102000,2022:2:22:7:51:24,3,11.3832721,47.3120003,2303993,-22,-66,-13,70,7939634,168,11,924332807,10.93,3.53,0,-1,0,2022-02-22 07:51:24.000,2303.993,2022:2:22:7:51:24:0
3999327881,201102100,2022:2:22:7:51:24,3,11.3832721,47.3120004,2304018,56,-50,-23,75,7939634,168,11,924332807,10.93,3.53,0,-1,0,2022-02-22 07:51:24.100,2304.018,2022:2:22:7:51:24:100
3999426914,201102200,2022:2:22:7:51:24,3,11.3832719,47.3120001,2304040,-32,-4,-26,33,7939634,168,11,924332807,10.93,3.53,0,-1,0,2022-02-22 07:51:24.200,2304.04,2022:2:22:7:51:24:200
3999525933,201102300,2022:2:22:7:51:24,3,11.3832719,47.3119999,2304042,-50,32,-27,60,7939634,225,9,924332807,10.93,3.53,0,-1,0,2022-02-22 07:51:24.300,2304.042,2022:2:22:7:51:24:300
3999624931,201102400,2022:2:22:7:51:24,3,11.3832717,47.312,2304030,19,-8,-27,20,7939634,168,11,924332807,10.93,3.53,0,-1,0,2022-02-22 07:51:24.400,2304.03,2022:2:22:7:51:24:400
3999727223,201102500,2022:2:22:7:51:24,3,11.3832714,47.3119998,2304044,-2,-2,-28,3,7939634,168,11,924332807,10.95,3.75,1,-1,0,2022-02-22 07:51:24.500,2304.044,2022:2:22:7:51:24:500
3999824479,201102600,2022:2:22:7:51:24,3,11.3832711,47.3119998,2304056,23,-13,-30,26,7939634,168,11,924332807,10.95,3.75,1,-1,0,2022-02-22 07:51:24.600,2304.056,2022:2:22:7:51:24:600
3999925395,201102700,2022:2:22:7:51:24,3,11.3832708,47.3120001,2304052,133,-78,-36,154,7939634,168,11,924332807,10.95,3.75,1,-1,0,2022-02-22 07:51:24.700,2304.052,2022:2:22:7:51:24:700
4000026338,201102800,2022:2:22:7:51:24,3,11.3832709,47.3120005,2304063,243,-57,-45,250,7939634,168,11,924332807,10.95,3.75,1,-1,0,2022-02-22 07:51:24.800,2304.063,2022:2:22:7:51:24:800
4000127439,201102900,2022:2:22:7:51:24,3,11.3832708,47.3120003,2304034,112,8,-37,113,7939634,168,11,924332807,10.95,3.75,1,-1,0,2022-02-22 07:51:24.900,2304.034,2022:2:22:7:51:24:900
4000226518,201103000,2022:2:22:7:51:25,3,11.3832707,47.3119999,2304028,-36,77,-30,85,7939634,168,11,924398343,10.95,3.75,1,-1,0,2022-02-22 07:51:25.000,2304.028,2022:2:22:7:51:25:0
4000327446,201103100,2022:2:22:7:51:25,3,11.3832707,47.3119999,2303962,-46,125,-13,133,7939634,168,11,924398343,10.95,3.75,1,-1,0,2022-02-22 07:51:25.100,2303.962,2022:2:22:7:51:25:100
4000425915,201103200,2022:2:22:7:51:25,3,11.3832709,47.3120003,2303896,56,86,-8,102,7939634,168,11,924398343,11.03,3.55,1,-1,0,2022-02-22 07:51:25.200,2303.896,2022:2:22:7:51:25:200
4000526991,201103300,2022:2:22:7:51:25,3,11.3832706,47.3120001,2303922,28,49,-15,56,7939634,168,11,924398343,11.03,3.55,1,-1,0,2022-02-22 07:51:25.300,2303.922,2022:2:22:7:51:25:300
4000626081,201103400,2022:2:22:7:51:25,3,11.3832702,47.3120001,2303980,52,55,-26,76,7939634,168,11,924398343,11.03,3.55,1,-1,0,2022-02-22 07:51:25.400,2303.98,2022:2:22:7:51:25:400
4000726998,201103500,2022:2:22:7:51:25,3,11.3832696,47.3120001,2304063,110,17,-44,111,7939634,168,11,924398343,11.03,3.55,0,-1,0,2022-02-22 07:51:25.500,2304.063,2022:2:22:7:51:25:500
4000826077,201103600,2022:2:22:7:51:25,3,11.3832693,47.3120001,2304060,65,67,-38,93,7939634,168,11,924398343,11.03,3.55,0,-1,0,2022-02-22 07:51:25.600,2304.06,2022:2:22:7:51:25:600
4000927078,201103700,2022:2:22:7:51:25,3,11.3832694,47.3120003,2303980,90,91,-22,128,7939634,168,11,924398343,11.03,3.55,0,-1,0,2022-02-22 07:51:25.700,2303.98,2022:2:22:7:51:25:700
4001024297,201103800,2022:2:22:7:51:25,3,11.3832693,47.3120002,2303880,4,80,-2,80,7939634,168,11,924398343,11.03,3.55,0,-1,0,2022-02-22 07:51:25.800,2303.88,2022:2:22:7:51:25:800
4001126966,201103900,2022:2:22:7:51:25,3,11.3832688,47.3120003,2303845,31,27,4,41,7939634,168,11,924398343,11.03,3.55,0,-1,0,2022-02-22 07:51:25.900,2303.845,2022:2:22:7:51:25:900
4001223521,201104000,2022:2:22:7:51:26,3,11.3832685,47.3120006,2303782,100,-23,14,103,7939634,168,11,924463879,11.01,3.53,0,-1,0,2022-02-22 07:51:26.000,2303.782,2022:2:22:7:51:26:0
4001326401,201104100,2022:2:22:7:51:26,3,11.3832683,47.3120005,2303767,29,-11,16,31,7939634,168,11,924463879,11.01,3.53,0,-1,0,2022-02-22 07:51:26.100,2303.767,2022:2:22:7:51:26:100
4001425397,201104200,2022:2:22:7:51:26,3,11.3832684,47.3120003,2303743,-55,72,20,90,7939634,168,11,924463879,11.01,3.53,0,-1,0,2022-02-22 07:51:26.200,2303.743,2022:2:22:7:51:26:200
4001526295,201104300,2022:2:22:7:51:26,3,11.3832689,47.3120008,2303670,83,108,28,136,7939634,168,11,924463879,11.01,3.53,0,-1,0,2022-02-22 07:51:26.300,2303.67,2022:2:22:7:51:26:300
4001625389,201104400,2022:2:22:7:51:26,3,11.3832684,47.3120007,2303634,-9,64,36,65,7939634,168,11,924463879,11.01,3.53,0,-1,0,2022-02-22 07:51:26.400,2303.634,2022:2:22:7:51:26:400
4001728427,201104500,2022:2:22:7:51:26,3,11.383268,47.3120007,2303633,1,35,36,35,7939634,168,11,924463879,11.01,3.53,1,-1,0,2022-02-22 07:51:26.500,2303.633,2022:2:22:7:51:26:500
4001825665,201104600,2022:2:22:7:51:26,3,11.3832675,47.3120007,2303697,54,-8,22,54,7939634,168,11,924463879,11.01,3.53,1,-1,0,2022-02-22 07:51:26.600,2303.697,2022:2:22:7:51:26:600
4001927808,201104700,2022:2:22:7:51:26,3,11.3832667,47.3120007,2303724,76,-53,20,93,7939634,168,11,924463879,11.03,4.07,1,-1,0,2022-02-22 07:51:26.700,2303.724,2022:2:22:7:51:26:700
4002028722,201104800,2022:2:22:7:51:26,3,11.3832666,47.3120008,2303664,22,-69,24,73,7939634,168,11,924463879,11.03,4.07,1,-1,0,2022-02-22 07:51:26.800,2303.664,2022:2:22:7:51:26:800
4002126221,201104900,2022:2:22:7:51:26,3,11.3832667,47.3120008,2303626,-13,-32,28,35,7939634,168,11,924463879,11.03,4.07,1,-1,0,2022-02-22 07:51:26.900,2303.626,2022:2:22:7:51:26:900
4002228891,201105000,2022:2:22:7:51:27,3,11.3832668,47.3120008,2303593,-24,24,31,34,7939634,168,11,924529415,11.03,4.07,1,-1,0,2022-02-22 07:51:27.000,2303.593,2022:2:22:7:51:27:0
4002326045,201105100,2022:2:22:7:51:27,3,11.3832668,47.312001,2303489,14,-52,40,54,7939634,168,11,924529415,11.03,4.07,1,-1,0,2022-02-22 07:51:27.100,2303.489,2022:2:22:7:51:27:100
4002426870,201105200,2022:2:22:7:51:27,3,11.3832666,47.312001,2303416,-13,-112,47,113,7939634,201,10,924529415,11.03,4.07,1,-1,0,2022-02-22 07:51:27.200,2303.416,2022:2:22:7:51:27:200
4002524437,201105300,2022:2:22:7:51:27,3,11.3832663,47.312001,2303326,-57,-126,60,138,7939634,168,11,924529415,11.03,4.07,1,-1,0,2022-02-22 07:51:27.300,2303.326,2022:2:22:7:51:27:300
4002628948,201105400,2022:2:22:7:51:27,3,11.383267,47.3120011,2303259,-53,-19,63,57,7939634,168,11,924529415,11.03,4.07,1,-1,0,2022-02-22 07:51:27.400,2303.259,2022:2:22:7:51:27:400
4002727353,201105500,2022:2:22:7:51:27,3,11.383267,47.312001,2303232,-69,25,65,73,7939634,168,11,924529415,11.03,3.67,0,-1,0,2022-02-22 07:51:27.500,2303.232,2022:2:22:7:51:27:500
4002828231,201105600,2022:2:22:7:51:27,3,11.3832668,47.3120014,2303194,55,-7,68,56,7939634,168,11,924529415,11.03,3.67,0,-1,0,2022-02-22 07:51:27.600,2303.194,2022:2:22:7:51:27:600
4002927565,201105700,2022:2:22:7:51:27,3,11.3832663,47.3120014,2303222,68,-91,54,114,7939634,168,11,924529415,11.03,3.67,0,-1,0,2022-02-22 07:51:27.700,2303.222,2022:2:22:7:51:27:700
4003028359,201105800,2022:2:22:7:51:27,3,11.3832662,47.3120011,2303223,-54,-32,51,63,7939634,168,11,924529415,11.03,3.67,0,-1,0,2022-02-22 07:51:27.800,2303.223,2022:2:22:7:51:27:800
4003127314,201105900,2022:2:22:7:51:27,3,11.3832664,47.3120012,2303201,-24,56,53,61,7939634,168,11,924529415,11.03,3.67,0,-1,0,2022-02-22 07:51:27.900,2303.201,2022:2:22:7:51:27:900
4003228130,201106000,2022:2:22:7:51:28,3,11.3832661,47.3120012,2303205,12,14,48,19,7939634,168,11,924594951,11.03,3.67,0,-1,0,2022-02-22 07:51:28.000,2303.205,2022:2:22:7:51:28:0
4003325705,201106100,2022:2:22:7:51:28,3,11.3832658,47.312001,2303226,-23,13,45,27,7939634,168,11,924594951,11.03,3.67,0,-1,0,2022-02-22 07:51:28.100,2303.226,2022:2:22:7:51:28:100
4003429161,201106200,2022:2:22:7:51:28,3,11.3832653,47.312001,2303285,25,-23,33,33,7939634,168,11,924594951,10.95,3.59,0,-1,0,2022-02-22 07:51:28.200,2303.285,2022:2:22:7:51:28:200
4003527750,201106300,2022:2:22:7:51:28,3,11.3832653,47.312001,2303259,-12,18,36,22,7939634,168,11,924594951,10.95,3.59,0,-1,0,2022-02-22 07:51:28.300,2303.259,2022:2:22:7:51:28:300
4003626318,201106400,2022:2:22:7:51:28,3,11.3832654,47.3120012,2303190,15,31,45,34,7939634,168,11,924594951,10.95,3.59,0,-1,0,2022-02-22 07:51:28.400,2303.19,2022:2:22:7:51:28:400
4003726219,201106500,2022:2:22:7:51:28,3,11.3832653,47.3120011,2303102,-27,20,63,34,7939634,168,11,924594951,10.95,3.59,1,-1,0,2022-02-22 07:51:28.500,2303.102,2022:2:22:7:51:28:500
4003826604,201106600,2022:2:22:7:51:28,3,11.3832651,47.3120011,2303174,26,34,49,42,7939634,168,11,924594951,10.95,3.59,1,-1,0,2022-02-22 07:51:28.600,2303.174,2022:2:22:7:51:28:600
4003926988,201106700,2022:2:22:7:51:28,3,11.3832648,47.3120011,2303199,29,-12,38,31,7939634,168,11,924594951,10.95,3.59,1,-1,0,2022-02-22 07:51:28.700,2303.199,2022:2:22:7:51:28:700
4004027427,201106800,2022:2:22:7:51:28,3,11.3832646,47.3120011,2303204,20,-19,34,28,7939634,168,11,924594951,10.95,3.59,1,-1,0,2022-02-22 07:51:28.800,2303.204,2022:2:22:7:51:28:800
4004126487,201106900,2022:2:22:7:51:28,3,11.3832645,47.312001,2303190,-17,5,40,18,7939634,168,11,924594951,10.95,3.59,1,-1,0,2022-02-22 07:51:28.900,2303.19,2022:2:22:7:51:28:900
4004226257,201107000,2022:2:22:7:51:29,3,11.3832645,47.3120012,2303170,78,24,38,82,7939634,168,11,924660487,11.01,3.75,1,-1,0,2022-02-22 07:51:29.000,2303.17,2022:2:22:7:51:29:0
4004326979,201107100,2022:2:22:7:51:29,3,11.3832642,47.3120012,2303223,101,26,30,104,7939634,168,11,924660487,11.01,3.75,1,-1,0,2022-02-22 07:51:29.100,2303.223,2022:2:22:7:51:29:100
4004425513,201107200,2022:2:22:7:51:29,3,11.383264,47.3120012,2303243,94,6,19,94,7939634,168,11,924660487,11.01,3.75,1,-1,0,2022-02-22 07:51:29.200,2303.243,2022:2:22:7:51:29:200
4004528313,201107300,2022:2:22:7:51:29,3,11.3832637,47.3120009,2303279,8,-17,10,19,7939634,168,11,924660487,11.01,3.75,1,-1,0,2022-02-22 07:51:29.300,2303.279,2022:2:22:7:51:29:300
4004626863,201107400,2022:2:22:7:51:29,3,11.3832636,47.3120011,2303242,58,-25,16,64,7939634,168,11,924660487,11.01,3.75,1,-1,0,2022-02-22 07:51:29.400,2303.242,2022:2:22:7:51:29:400
4004727249,201107500,2022:2:22:7:51:29,3,11.3832634,47.3120012,2303199,76,-14,26,77,7939634,168,11,924660487,11.01,3.75,0,-1,0,2022-02-22 07:51:29.500,2303.199,2022:2:22:7:51:29:500
4004825786,201107600,2022:2:22:7:51:29,3,11.3832635,47.3120011,2303174,49,52,32,71,7939634,168,11,924660487,11.01,3.75,0,-1,0,2022-02-22 07:51:29.600,2303.174,2022:2:22:7:51:29:600
4004927181,201107700,2022:2:22:7:51:29,3,11.3832633,47.3120009,2303172,-37,16,29,40,7939634,201,10,924660487,11.01,3.75,0,-1,0,2022-02-22 07:51:29.700,2303.172,2022:2:22:7:51:29:700
4005025133,201107800,2022:2:22:7:51:29,3,11.3832634,47.3120009,2303105,-9,16,37,19,7939634,201,10,924660487,10.97,3.71,0,-1,0,2022-02-22 07:51:29.800,2303.105,2022:2:22:7:51:29:800
4005125524,201107900,2022:2:22:7:51:29,3,11.3832636,47.3120009,2302985,-56,42,57,70,7939634,201,10,924660487,10.97,3.71,0,-1,0,2022-02-22 07:51:29.900,2302.985,2022:2:22:7:51:29:900
4005224064,201108000,2022:2:22:7:51:30,3,11.3832639,47.3120011,2302834,-43,54,82,69,7939634,201,10,924726023,10.97,3.71,0,-1,0,2022-02-22 07:51:30.000,2302.834,2022:2:22:7:51:30:0
4005325252,201108100,2022:2:22:7:51:30,3,11.3832636,47.312001,2302909,31,60,69,68,7939634,225,9,924726023,10.97,3.71,0,-1,0,2022-02-22 07:51:30.100,2302.909,2022:2:22:7:51:30:100
4005425639,201108200,2022:2:22:7:51:30,3,11.3832632,47.3120007,2303021,-4,41,46,41,7939634,168,11,924726023,10.97,3.71,0,-1,0,2022-02-22 07:51:30.200,2303.021,2022:2:22:7:51:30:200
4005526380,201108300,2022:2:22:7:51:30,3,11.3832629,47.3120009,2303018,88,-36,44,95,7939634,168,11,924726023,10.97,3.71,0,-1,0,2022-02-22 07:51:30.300,2303.018,2022:2:22:7:51:30:300
4005626853,201108400,2022:2:22:7:51:30,3,11.3832629,47.312001,2302941,54,12,62,55,7939634,168,11,924726023,10.97,3.71,0,-1,0,2022-02-22 07:51:30.400,2302.941,2022:2:22:7:51:30:400
4005725882,201108500,2022:2:22:7:51:30,3,11.3832629,47.3120009,2302894,-6,43,70,43,7939634,168,11,924726023,10.77,3.89,1,-1,0,2022-02-22 07:51:30.500,2302.894,2022:2:22:7:51:30:500
4005826391,201108600,2022:2:22:7:51:30,3,11.3832626,47.3120009,2302898,48,-25,63,54,7939634,168,11,924726023,10.77,3.89,1,-1,0,2022-02-22 07:51:30.600,2302.898,2022:2:22:7:51:30:600
4005926851,201108700,2022:2:22:7:51:30,3,11.3832625,47.3120008,2302859,-11,-14,67,18,7939634,168,11,924726023,10.77,3.89,1,-1,0,2022-02-22 07:51:30.700,2302.859,2022:2:22:7:51:30:700
4006025471,201108800,2022:2:22:7:51:30,3,11.3832627,47.3120008,2302795,-3,40,75,40,7939634,168,11,924726023,10.77,3.89,1,-1,0,2022-02-22 07:51:30.800,2302.795,2022:2:22:7:51:30:800
4006128026,201108900,2022:2:22:7:51:30,3,11.3832627,47.3120009,2302741,39,22,75,45,7939634,168,11,924726023,10.77,3.89,1,-1,0,2022-02-22 07:51:30.900,2302.741,2022:2:22:7:51:30:900
4006226696,201109000,2022:2:22:7:51:31,3,11.3832626,47.3120008,2302708,2,40,80,40,7939634,168,11,924791559,10.77,3.89,1,-1,0,2022-02-22 07:51:31.000,2302.708,2022:2:22:7:51:31:0
4006327049,201109100,2022:2:22:7:51:31,3,11.3832626,47.3120006,2302662,-76,86,89,115,7939634,168,11,924791559,10.77,3.89,1,-1,0,2022-02-22 07:51:31.100,2302.662,2022:2:22:7:51:31:100
4006425620,201109200,2022:2:22:7:51:31,3,11.3832624,47.3120007,2302583,-18,11,98,21,7939634,168,11,924791559,10.77,3.89,1,-1,0,2022-02-22 07:51:31.200,2302.583,2022:2:22:7:51:31:200
4006527205,201109300,2022:2:22:7:51:31,3,11.3832617,47.3120006,2302770,76,-21,58,79,7939634,168,11,924791559,10.97,3.53,1,-1,0,2022-02-22 07:51:31.300,2302.77,2022:2:22:7:51:31:300
4006625906,201109400,2022:2:22:7:51:31,3,11.3832614,47.3120005,2302828,83,14,50,84,7939634,168,11,924791559,10.97,3.53,1,-1,0,2022-02-22 07:51:31.400,2302.828,2022:2:22:7:51:31:400
4006726701,201109500,2022:2:22:7:51:31,3,11.3832608,47.3120004,2302845,42,-47,47,63,7939634,168,11,924791559,10.97,3.53,0,-1,0,2022-02-22 07:51:31.500,2302.845,2022:2:22:7:51:31:500
4006827091,201109600,2022:2:22:7:51:31,3,11.3832604,47.3120001,2302898,-4,-36,38,36,7939634,168,11,924791559,10.97,3.53,0,-1,0,2022-02-22 07:51:31.600,2302.898,2022:2:22:7:51:31:600
4006927472,201109700,2022:2:22:7:51:31,3,11.3832602,47.312,2302892,-39,-26,34,47,7939634,168,11,924791559,10.97,3.53,0,-1,0,2022-02-22 07:51:31.700,2302.892,2022:2:22:7:51:31:700
4007026220,201109800,2022:2:22:7:51:31,3,11.3832602,47.312,2302843,-28,-13,40,30,7939634,168,11,924791559,10.97,3.53,0,-1,0,2022-02-22 07:51:31.800,2302.843,2022:2:22:7:51:31:800
4007128442,201109900,2022:2:22:7:51:31,3,11.3832601,47.3120001,2302759,-4,-18,53,18,7939634,168,11,924791559,10.97,3.53,0,-1,0,2022-02-22 07:51:31.900,2302.759,2022:2:22:7:51:31:900
4007224546,201110000,2022:2:22:7:51:32,3,11.3832599,47.3119999,2302765,-32,-34,45,47,7939634,168,11,924857095,10.95,3.85,0,-1,0,2022-02-22 07:51:32.000,2302.765,2022:2:22:7:51:32:0
4007327117,201110100,2022:2:22:7:51:32,3,11.3832598,47.3119996,2302793,-102,36,38,108,7939634,168,11,924857095,10.95,3.85,0,-1,0,2022-02-22 07:51:32.100,2302.793,2022:2:22:7:51:32:100
4007425885,201110200,2022:2:22:7:51:32,3,11.3832595,47.3119996,2302788,-26,-28,31,38,7939634,168,11,924857095,10.95,3.85,0,-1,0,2022-02-22 07:51:32.200,2302.788,2022:2:22:7:51:32:200
4007528111,201110300,2022:2:22:7:51:32,3,11.3832594,47.3119998,2302792,43,-6,23,44,7939634,168,11,924857095,10.95,3.85,0,-1,0,2022-02-22 07:51:32.300,2302.792,2022:2:22:7:51:32:300
4007626718,201110400,2022:2:22:7:51:32,3,11.3832591,47.3119995,2302832,-21,6,19,22,7939634,168,11,924857095,10.95,3.85,0,-1,0,2022-02-22 07:51:32.400,2302.832,2022:2:22:7:51:32:400
4007727136,201110500,2022:2:22:7:51:32,3,11.3832587,47.3119995,2302831,24,-42,17,48,7939634,168,11,924857095,10.95,3.85,1,-1,0,2022-02-22 07:51:32.500,2302.831,2022:2:22:7:51:32:500
4007825961,201110600,2022:2:22:7:51:32,3,11.3832586,47.3119995,2302729,13,-58,31,59,7939634,168,11,924857095,10.95,3.85,1,-1,0,2022-02-22 07:51:32.600,2302.729,2022:2:22:7:51:32:600
4007928531,201110700,2022:2:22:7:51:32,3,11.3832585,47.3119995,2302714,10,-48,25,49,7939634,168,11,924857095,10.95,3.85,1,-1,0,2022-02-22 07:51:32.700,2302.714,2022:2:22:7:51:32:700
4008026475,201110800,2022:2:22:7:51:32,3,11.3832587,47.3119995,2302656,-27,42,32,50,7939634,168,11,924857095,11.05,3.81,1,-1,0,2022-02-22 07:51:32.800,2302.656,2022:2:22:7:51:32:800
4008126838,201110900,2022:2:22:7:51:32,3,11.3832586,47.3119995,2302599,-41,49,42,64,7939634,168,11,924857095,11.05,3.81,1,-1,0,2022-02-22 07:51:32.900,2302.599,2022:2:22:7:51:32:900
4008225747,201111000,2022:2:22:7:51:33,3,11.3832584,47.3119996,2302606,25,11,34,27,7939634,201,10,924922631,11.05,3.81,1,-1,0,2022-02-22 07:51:33.000,2302.606,2022:2:22:7:51:33:0
4008327954,201111100,2022:2:22:7:51:33,3,11.3832584,47.3119997,2302573,50,9,36,51,7939634,168,11,924922631,11.05,3.81,1,-1,0,2022-02-22 07:51:33.100,2302.573,2022:2:22:7:51:33:100
4008424654,201111200,2022:2:22:7:51:33,3,11.3832581,47.3119994,2302588,-41,29,33,50,7939634,168,11,924922631,11.05,3.81,1,-1,0,2022-02-22 07:51:33.200,2302.588,2022:2:22:7:51:33:200
4008527258,201111300,2022:2:22:7:51:33,3,11.383258,47.3119994,2302594,-42,27,32,50,7939634,168,11,924922631,11.05,3.81,1,-1,0,2022-02-22 07:51:33.300,2302.594,2022:2:22:7:51:33:300
4008626194,201111400,2022:2:22:7:51:33,3,11.383258,47.3119994,2302576,-35,53,33,63,7939634,168,11,924922631,11.05,3.81,1,-1,0,2022-02-22 07:51:33.400,2302.576,2022:2:22:7:51:33:400
4008727795,201111500,2022:2:22:7:51:33,3,11.3832581,47.3119995,2302571,11,79,30,80,7939634,168,11,924922631,10.95,3.53,0,0,-286239662,2022-02-22 07:51:33.500,2302.571,2022:2:22:7:51:33:500
4008826346,201111600,2022:2:22:7:51:33,3,11.3832581,47.3119994,2302529,-23,82,38,85,7939634,168,11,924922631,10.95,3.53,0,-1,0,2022-02-22 07:51:33.600,2302.529,2022:2:22:7:51:33:600
4008928561,201111700,2022:2:22:7:51:33,3,11.3832577,47.3119993,2302502,-71,-2,43,71,7939634,168,11,924922631,10.95,3.53,0,-1,0,2022-02-22 07:51:33.700,2302.502,2022:2:22:7:51:33:700
4009025645,201111800,2022:2:22:7:51:33,3,11.3832579,47.3119995,2302436,-1,27,51,27,7939634,168,11,924922631,10.95,3.53,0,-1,0,2022-02-22 07:51:33.800,2302.436,2022:2:22:7:51:33:800
4009128212,201111900,2022:2:22:7:51:33,3,11.3832581,47.3119996,2302331,-18,66,68,68,7939634,168,11,924922631,10.95,3.53,0,-1,0,2022-02-22 07:51:33.900,2302.331,2022:2:22:7:51:33:900
4009226767,201112000,2022:2:22:7:51:34,3,11.3832584,47.3119995,2302232,-60,99,85,116,7939634,168,11,924988167,10.95,3.53,0,-1,0,2022-02-22 07:51:34.000,2302.232,2022:2:22:7:51:34:0
4009328987,201112100,2022:2:22:7:51:34,3,11.3832583,47.3119996,2302209,-21,63,82,66,7939634,168,11,924988167,10.95,3.53,0,-1,0,2022-02-22 07:51:34.100,2302.209,2022:2:22:7:51:34:100
4009427998,201112200,2022:2:22:7:51:34,3,11.3832579,47.3119996,2302219,22,15,81,27,7939634,168,11,924988167,10.95,3.53,0,-1,0,2022-02-22 07:51:34.200,2302.219,2022:2:22:7:51:34:200
4009527760,201112300,2022:2:22:7:51:34,3,11.3832577,47.3119995,2302310,42,40,62,58,7939634,168,11,924988167,11.01,3.81,0,-1,0,2022-02-22 07:51:34.300,2302.31,2022:2:22:7:51:34:300
4009626294,201112400,2022:2:22:7:51:34,3,11.3832576,47.3119996,2302262,47,47,71,66,7939634,168,11,924988167,11.01,3.81,0,-1,0,2022-02-22 07:51:34.400,2302.262,2022:2:22:7:51:34:400
4009728850,201112500,2022:2:22:7:51:34,3,11.3832573,47.3119995,2302244,-1,18,70,18,7939634,168,11,924988167,11.01,3.81,0,-1,0,2022-02-22 07:51:34.500,2302.244,2022:2:22:7:51:34:500
4009827905,201112600,2022:2:22:7:51:34,3,11.3832572,47.3119995,2302180,-24,7,78,25,7939634,168,11,924988167,11.01,3.81,1,-1,0,2022-02-22 07:51:34.600,2302.18,2022:2:22:7:51:34:600
4009928279,201112700,2022:2:22:7:51:34,3,11.3832572,47.3119995,2302169,3,56,78,56,7939634,201,10,924988167,11.01,3.81,1,-1,0,2022-02-22 07:51:34.700,2302.169,2022:2:22:7:51:34:700
4010026819,201112800,2022:2:22:7:51:34,3,11.3832568,47.3119995,2302250,36,50,63,62,7939634,201,10,924988167,11.01,3.81,1,-1,0,2022-02-22 07:51:34.800,2302.25,2022:2:22:7:51:34:800
4010127182,201112900,2022:2:22:7:51:34,3,11.3832561,47.3119995,2302313,90,-43,46,100,7939634,201,10,924988167,11.01,3.81,1,-1,0,2022-02-22 07:51:34.900,2302.313,2022:2:22:7:51:34:900
4010227514,201113000,2022:2:22:7:51:35,3,11.3832556,47.3119994,2302390,69,-58,28,90,7939634,201,10,925053703,10.97,3.59,1,-1,0,2022-02-22 07:51:35.000,2302.39,2022:2:22:7:51:35:0
4010328309,201113100,2022:2:22:7:51:35,3,11.3832555,47.3119994,2302396,68,-12,27,69,7939634,168,11,925053703,10.97,3.59,1,-1,0,2022-02-22 07:51:35.100,2302.396,2022:2:22:7:51:35:100
