#Data contains:GPS time of week of the navigation epoch (ms),UTC [year:month:day:minute:second],fix Type[0-5],longitude[deg],latitude[deg],height[mm],rising edge sync signal,Temp[°C]#,GNSS Time [UTC],height[m]
205331600,2021:3:16:9:1:53,3,11.3833163,47.3122102,2325867,0,6.69,2021-03-16 09:01:53,2325.867
205331700,2021:3:16:9:1:53,3,11.3833169,47.3122094,2325686,0,6.69,2021-03-16 09:01:53,2325.686
205331800,2021:3:16:9:1:53,3,11.3833172,47.3122085,2325647,0,6.69,2021-03-16 09:01:53,2325.647
205331900,2021:3:16:9:1:53,3,11.3833168,47.3122077,2325661,0,6.69,2021-03-16 09:01:53,2325.661
205332500,2021:3:16:9:1:54,3,11.383318,47.3122047,2325498,1,6.69,2021-03-16 09:01:54,2325.498
205332600,2021:3:16:9:1:54,3,11.3833184,47.3122048,2325494,1,6.69,2021-03-16 09:01:54,2325.494
205332700,2021:3:16:9:1:54,3,11.3833193,47.3122051,2325487,1,6.69,2021-03-16 09:01:54,2325.487
205332800,2021:3:16:9:1:54,3,11.38332,47.3122053,2325493,1,6.69,2021-03-16 09:01:54,2325.493
205332900,2021:3:16:9:1:54,3,11.3833194,47.3122051,2325456,1,6.69,2021-03-16 09:01:54,2325.456
205333000,2021:3:16:9:1:55,3,11.3833197,47.3122051,2325470,1,6.69,2021-03-16 09:01:55,2325.47
205333100,2021:3:16:9:1:55,3,11.3833196,47.312205,2325480,1,6.69,2021-03-16 09:01:55,2325.48
205333200,2021:3:16:9:1:55,3,11.3833194,47.312205,2325491,1,6.69,2021-03-16 09:01:55,2325.491
205333300,2021:3:16:9:1:55,3,11.3833194,47.3122048,2325478,1,6.69,2021-03-16 09:01:55,2325.478
205333400,2021:3:16:9:1:55,3,11.3833199,47.312205,2325522,1,6.69,2021-03-16 09:01:55,2325.522
205333500,2021:3:16:9:1:55,3,11.3833199,47.3122049,2325531,0,6.69,2021-03-16 09:01:55,2325.531
205333600,2021:3:16:9:1:55,3,11.3833203,47.312205,2325560,0,6.69,2021-03-16 09:01:55,2325.56
205333700,2021:3:16:9:1:55,3,11.3833202,47.3122048,2325555,0,6.69,2021-03-16 09:01:55,2325.555
205333800,2021:3:16:9:1:55,3,11.3833205,47.3122045,2325541,0,6.69,2021-03-16 09:01:55,2325.541
205333900,2021:3:16:9:1:55,3,11.3833205,47.3122045,2325566,0,6.75,2021-03-16 09:01:55,2325.566
205334000,2021:3:16:9:1:56,3,11.3833206,47.3122044,2325568,0,6.75,2021-03-16 09:01:56,2325.568
205334100,2021:3:16:9:1:56,3,11.3833208,47.3122042,2325587,0,6.75,2021-03-16 09:01:56,2325.587
205334200,2021:3:16:9:1:56,3,11.3833209,47.3122042,2325562,0,6.75,2021-03-16 09:01:56,2325.562
205334300,2021:3:16:9:1:56,3,11.3833211,47.3122042,2325553,0,6.75,2021-03-16 09:01:56,2325.553
205334400,2021:3:16:9:1:56,3,11.3833211,47.3122037,2325581,0,6.75,2021-03-16 09:01:56,2325.581
205334500,2021:3:16:9:1:56,3,11.3833213,47.3122036,2325581,1,6.75,2021-03-16 09:01:56,2325.581
205334600,2021:3:16:9:1:56,3,11.3833214,47.3122037,2325552,1,6.75,2021-03-16 09:01:56,2325.552
205334700,2021:3:16:9:1:56,3,11.3833217,47.3122037,2325542,1,6.69,2021-03-16 09:01:56,2325.542
205334800,2021:3:16:9:1:56,3,11.3833214,47.3122036,2325523,1,6.69,2021-03-16 09:01:56,2325.523
205334900,2021:3:16:9:1:56,3,11.3833217,47.3122034,2325541,1,6.69,2021-03-16 09:01:56,2325.541
205335000,2021:3:16:9:1:57,3,11.3833218,47.3122032,2325535,1,6.69,2021-03-16 09:01:57,2325.535
205335100,2021:3:16:9:1:57,3,11.3833221,47.3122032,2325522,1,6.69,2021-03-16 09:01:57,2325.522
205335200,2021:3:16:9:1:57,3,11.3833223,47.3122031,2325467,1,6.69,2021-03-16 09:01:57,2325.467
205335300,2021:3:16:9:1:57,3,11.3833224,47.3122031,2325445,1,6.69,2021-03-16 09:01:57,2325.445
205335400,2021:3:16:9:1:57,3,11.3833229,47.3122028,2325420,1,6.75,2021-03-16 09:01:57,2325.42
205335500,2021:3:16:9:1:57,3,11.383323,47.3122029,2325386,0,6.75,2021-03-16 09:01:57,2325.386
205335600,2021:3:16:9:1:57,3,11.383323,47.3122028,2325375,0,6.75,2021-03-16 09:01:57,2325.375
205335700,2021:3:16:9:1:57,3,11.3833231,47.312203,2325419,0,6.75,2021-03-16 09:01:57,2325.419
205335800,2021:3:16:9:1:57,3,11.3833228,47.3122035,2325442,0,6.75,2021-03-16 09:01:57,2325.442
205335900,2021:3:16:9:1:57,3,11.3833228,47.3122038,2325443,0,6.75,2021-03-16 09:01:57,2325.443
205336000,2021:3:16:9:1:58,3,11.3833227,47.3122044,2325366,0,6.75,2021-03-16 09:01:58,2325.366
205336100,2021:3:16:9:1:58,3,11.3833229,47.3122043,2325349,0,6.75,2021-03-16 09:01:58,2325.349
205336200,2021:3:16:9:1:58,3,11.3833226,47.3122041,2325388,0,6.75,2021-03-16 09:01:58,2325.388
205336300,2021:3:16:9:1:58,3,11.383323,47.3122041,2325430,0,6.75,2021-03-16 09:01:58,2325.43
205336400,2021:3:16:9:1:58,3,11.3833238,47.3122035,2325473,0,6.75,2021-03-16 09:01:58,2325.473
205336500,2021:3:16:9:1:58,3,11.3833233,47.3122035,2325476,1,6.75,2021-03-16 09:01:58,2325.476
205336600,2021:3:16:9:1:58,3,11.3833222,47.3122034,2325480,1,6.75,2021-03-16 09:01:58,2325.48
205336700,2021:3:16:9:1:58,3,11.383322,47.3122034,2325516,1,6.75,2021-03-16 09:01:58,2325.516
205336800,2021:3:16:9:1:58,3,11.3833219,47.3122041,2325450,1,6.75,2021-03-16 09:01:58,2325.45
205336900,2021:3:16:9:1:58,3,11.3833217,47.3122041,2325425,1,6.75,2021-03-16 09:01:58,2325.425
205337000,2021:3:16:9:1:59,3,11.3833223,47.3122045,2325398,1,6.75,2021-03-16 09:01:59,2325.398
205337100,2021:3:16:9:1:59,3,11.3833224,47.3122043,2325394,1,6.75,2021-03-16 09:01:59,2325.394
205337200,2021:3:16:9:1:59,3,11.3833226,47.3122043,2325392,1,6.75,2021-03-16 09:01:59,2325.392
205337300,2021:3:16:9:1:59,3,11.3833227,47.3122045,2325353,1,6.75,2021-03-16 09:01:59,2325.353
205337400,2021:3:16:9:1:59,3,11.3833226,47.3122047,2325339,1,6.75,2021-03-16 09:01:59,2325.339
205337500,2021:3:16:9:1:59,3,11.3833227,47.3122049,2325353,0,6.75,2021-03-16 09:01:59,2325.353
205337600,2021:3:16:9:1:59,3,11.3833228,47.3122049,2325380,0,6.75,2021-03-16 09:01:59,2325.38
205337700,2021:3:16:9:1:59,3,11.3833228,47.312205,2325382,0,6.75,2021-03-16 09:01:59,2325.382
205337800,2021:3:16:9:1:59,3,11.3833226,47.3122053,2325377,0,6.75,2021-03-16 09:01:59,2325.377
205337900,2021:3:16:9:1:59,3,11.3833227,47.3122056,2325363,0,6.75,2021-03-16 09:01:59,2325.363
205338000,2021:3:16:9:2:0,3,11.3833228,47.3122055,2325414,0,6.75,2021-03-16 09:02:00,2325.414
205338100,2021:3:16:9:2:0,3,11.3833225,47.3122058,2325416,0,6.75,2021-03-16 09:02:00,2325.416
205338200,2021:3:16:9:2:0,3,11.3833224,47.3122058,2325413,0,6.75,2021-03-16 09:02:00,2325.413
205338300,2021:3:16:9:2:0,3,11.3833221,47.3122061,2325407,0,6.75,2021-03-16 09:02:00,2325.407
205338400,2021:3:16:9:2:0,3,11.3833222,47.3122063,2325380,0,6.75,2021-03-16 09:02:00,2325.38
205338500,2021:3:16:9:2:0,3,11.3833221,47.3122061,2325391,1,6.75,2021-03-16 09:02:00,2325.391
205338600,2021:3:16:9:2:0,3,11.3833222,47.3122062,2325371,1,6.75,2021-03-16 09:02:00,2325.371
205338700,2021:3:16:9:2:0,3,11.3833221,47.3122061,2325351,1,6.75,2021-03-16 09:02:00,2325.351
205338800,2021:3:16:9:2:0,3,11.3833224,47.312206,2325335,1,6.75,2021-03-16 09:02:00,2325.335
205338900,2021:3:16:9:2:0,3,11.3833222,47.3122064,2325279,1,6.75,2021-03-16 09:02:00,2325.279
205339000,2021:3:16:9:2:1,3,11.3833223,47.3122066,2325283,1,6.75,2021-03-16 09:02:01,2325.283
205339100,2021:3:16:9:2:1,3,11.3833224,47.3122065,2325269,1,6.75,2021-03-16 09:02:01,2325.269
205339200,2021:3:16:9:2:1,3,11.3833225,47.3122067,2325241,1,6.75,2021-03-16 09:02:01,2325.241
205339300,2021:3:16:9:2:1,3,11.3833226,47.3122069,2325188,1,6.75,2021-03-16 09:02:01,2325.188
205339400,2021:3:16:9:2:1,3,11.383323,47.3122071,2325182,1,6.75,2021-03-16 09:02:01,2325.182
205339500,2021:3:16:9:2:1,3,11.3833229,47.3122074,2325088,0,6.75,2021-03-16 09:02:01,2325.088
205339600,2021:3:16:9:2:1,3,11.3833232,47.3122075,2325106,0,6.75,2021-03-16 09:02:01,2325.106
205339700,2021:3:16:9:2:1,3,11.3833235,47.3122078,2325090,0,6.75,2021-03-16 09:02:01,2325.09
205339800,2021:3:16:9:2:1,3,11.3833234,47.3122079,2325119,0,6.75,2021-03-16 09:02:01,2325.119
205339900,2021:3:16:9:2:1,3,11.3833237,47.312208,2325131,0,6.75,2021-03-16 09:02:01,2325.131
205340000,2021:3:16:9:2:2,3,11.3833236,47.3122083,2325116,0,6.75,2021-03-16 09:02:02,2325.116
205340100,2021:3:16:9:2:2,3,11.3833237,47.3122083,2325158,0,6.75,2021-03-16 09:02:02,2325.158
205340200,2021:3:16:9:2:2,3,11.3833239,47.3122084,2325148,0,6.75,2021-03-16 09:02:02,2325.148
205340300,2021:3:16:9:2:2,3,11.383324,47.3122085,2325122,0,6.75,2021-03-16 09:02:02,2325.122
205340400,2021:3:16:9:2:2,3,11.383324,47.3122088,2325108,0,6.75,2021-03-16 09:02:02,2325.108
205340500,2021:3:16:9:2:2,3,11.383324,47.3122089,2325083,1,6.75,2021-03-16 09:02:02,2325.083
205340600,2021:3:16:9:2:2,3,11.3833241,47.312209,2325066,1,6.75,2021-03-16 09:02:02,2325.066
205340700,2021:3:16:9:2:2,3,11.383324,47.3122091,2325053,1,6.75,2021-03-16 09:02:02,2325.053
205340800,2021:3:16:9:2:2,3,11.3833241,47.3122093,2325063,1,6.75,2021-03-16 09:02:02,2325.063
205340900,2021:3:16:9:2:2,3,11.383324,47.3122095,2325075,1,6.75,2021-03-16 09:02:02,2325.075
205341000,2021:3:16:9:2:3,3,11.3833241,47.3122094,2325056,1,6.75,2021-03-16 09:02:03,2325.056
205341100,2021:3:16:9:2:3,3,11.3833239,47.3122097,2325038,1,6.75,2021-03-16 09:02:03,2325.038
205341200,2021:3:16:9:2:3,3,11.3833238,47.3122098,2325016,1,6.75,2021-03-16 09:02:03,2325.016
205341300,2021:3:16:9:2:3,3,11.3833236,47.3122101,2325008,1,6.75,2021-03-16 09:02:03,2325.008
205341400,2021:3:16:9:2:3,3,11.3833236,47.3122103,2324964,1,6.81,2021-03-16 09:02:03,2324.964
205341500,2021:3:16:9:2:3,3,11.3833235,47.3122104,2324954,0,6.81,2021-03-16 09:02:03,2324.954
205341600,2021:3:16:9:2:3,3,11.3833235,47.3122105,2324937,0,6.81,2021-03-16 09:02:03,2324.937
205341700,2021:3:16:9:2:3,3,11.3833233,47.3122109,2324882,0,6.81,2021-03-16 09:02:03,2324.882
205341800,2021:3:16:9:2:3,3,11.3833234,47.3122109,2324878,0,6.81,2021-03-16 09:02:03,2324.878
205341900,2021:3:16:9:2:3,3,11.3833233,47.3122111,2324867,0,6.81,2021-03-16 09:02:03,2324.867
205342000,2021:3:16:9:2:4,3,11.3833231,47.3122113,2324784,0,6.81,2021-03-16 09:02:04,2324.784
205342100,2021:3:16:9:2:4,3,11.3833233,47.3122114,2324793,0,6.81,2021-03-16 09:02:04,2324.793
205342200,2021:3:16:9:2:4,3,11.383323,47.3122115,2324755,0,6.75,2021-03-16 09:02:04,2324.755
205342300,2021:3:16:9:2:4,3,11.383323,47.3122118,2324722,0,6.75,2021-03-16 09:02:04,2324.722
205342400,2021:3:16:9:2:4,3,11.3833229,47.3122119,2324689,0,6.75,2021-03-16 09:02:04,2324.689
205342500,2021:3:16:9:2:4,3,11.3833229,47.312212,2324679,1,6.75,2021-03-16 09:02:04,2324.679
205342600,2021:3:16:9:2:4,3,11.3833227,47.312212,2324617,1,6.75,2021-03-16 09:02:04,2324.617
205342700,2021:3:16:9:2:4,3,11.3833227,47.3122121,2324616,1,6.75,2021-03-16 09:02:04,2324.616
205342800,2021:3:16:9:2:4,3,11.3833229,47.312212,2324586,1,6.75,2021-03-16 09:02:04,2324.586
205342900,2021:3:16:9:2:4,3,11.3833236,47.3122117,2324534,1,6.81,2021-03-16 09:02:04,2324.534
205343000,2021:3:16:9:2:5,3,11.3833235,47.3122117,2324481,1,6.81,2021-03-16 09:02:05,2324.481
205343100,2021:3:16:9:2:5,3,11.3833232,47.3122117,2324406,1,6.81,2021-03-16 09:02:05,2324.406
205343200,2021:3:16:9:2:5,3,11.3833231,47.3122116,2324394,1,6.81,2021-03-16 09:02:05,2324.394
205343300,2021:3:16:9:2:5,3,11.3833233,47.3122117,2324374,1,6.81,2021-03-16 09:02:05,2324.374
205343400,2021:3:16:9:2:5,3,11.3833234,47.3122117,2324355,1,6.81,2021-03-16 09:02:05,2324.355
205343500,2021:3:16:9:2:5,3,11.3833233,47.312212,2324309,0,6.81,2021-03-16 09:02:05,2324.309
205343600,2021:3:16:9:2:5,3,11.3833232,47.3122119,2324274,0,6.81,2021-03-16 09:02:05,2324.274
205343700,2021:3:16:9:2:5,3,11.3833231,47.3122121,2324282,0,6.81,2021-03-16 09:02:05,2324.282
205343800,2021:3:16:9:2:5,3,11.383323,47.3122124,2324252,0,6.81,2021-03-16 09:02:05,2324.252
205343900,2021:3:16:9:2:5,3,11.383323,47.3122124,2324164,0,6.81,2021-03-16 09:02:05,2324.164
205344000,2021:3:16:9:2:6,3,11.3833232,47.3122122,2324160,0,6.81,2021-03-16 09:02:06,2324.16
205344100,2021:3:16:9:2:6,3,11.3833237,47.312212,2324159,0,6.81,2021-03-16 09:02:06,2324.159
205344200,2021:3:16:9:2:6,3,11.3833237,47.312212,2324125,0,6.81,2021-03-16 09:02:06,2324.125
205344300,2021:3:16:9:2:6,3,11.3833237,47.3122121,2324094,0,6.81,2021-03-16 09:02:06,2324.094
205344400,2021:3:16:9:2:6,3,11.3833236,47.312212,2324044,0,6.81,2021-03-16 09:02:06,2324.044
205344500,2021:3:16:9:2:6,3,11.3833235,47.312212,2324030,1,6.81,2021-03-16 09:02:06,2324.03
205344600,2021:3:16:9:2:6,3,11.3833235,47.312212,2324030,1,6.81,2021-03-16 09:02:06,2324.03
205344700,2021:3:16:9:2:6,3,11.3833235,47.3122119,2324014,1,6.81,2021-03-16 09:02:06,2324.014
205344800,2021:3:16:9:2:6,3,11.3833234,47.312212,2323976,1,6.81,2021-03-16 09:02:06,2323.976
205344900,2021:3:16:9:2:6,3,11.3833236,47.3122118,2323927,1,6.81,2021-03-16 09:02:06,2323.927
205345000,2021:3:16:9:2:7,3,11.3833234,47.3122118,2323913,1,6.81,2021-03-16 09:02:07,2323.913
205345100,2021:3:16:9:2:7,3,11.3833235,47.3122119,2323895,1,6.81,2021-03-16 09:02:07,2323.895
205345200,2021:3:16:9:2:7,3,11.3833233,47.3122118,2323833,1,6.81,2021-03-16 09:02:07,2323.833
205345300,2021:3:16:9:2:7,3,11.3833234,47.3122116,2323799,1,6.81,2021-03-16 09:02:07,2323.799
205345400,2021:3:16:9:2:7,3,11.3833233,47.3122115,2323752,1,6.81,2021-03-16 09:02:07,2323.752
205345500,2021:3:16:9:2:7,3,11.3833232,47.3122115,2323723,0,6.81,2021-03-16 09:02:07,2323.723
205345600,2021:3:16:9:2:7,3,11.3833231,47.3122115,2323678,0,6.81,2021-03-16 09:02:07,2323.678
205345700,2021:3:16:9:2:7,3,11.3833231,47.3122117,2323651,0,6.81,2021-03-16 09:02:07,2323.651
205345800,2021:3:16:9:2:7,3,11.383323,47.3122115,2323623,0,6.81,2021-03-16 09:02:07,2323.623
205345900,2021:3:16:9:2:7,3,11.383323,47.3122115,2323601,0,6.81,2021-03-16 09:02:07,2323.601
205346000,2021:3:16:9:2:8,3,11.3833229,47.3122115,2323567,0,6.81,2021-03-16 09:02:08,2323.567
205346100,2021:3:16:9:2:8,3,11.383323,47.3122114,2323552,0,6.81,2021-03-16 09:02:08,2323.552
205346200,2021:3:16:9:2:8,3,11.3833229,47.3122114,2323523,0,6.81,2021-03-16 09:02:08,2323.523
205346300,2021:3:16:9:2:8,3,11.383323,47.3122113,2323495,0,6.81,2021-03-16 09:02:08,2323.495
205346400,2021:3:16:9:2:8,3,11.3833229,47.3122113,2323461,0,6.81,2021-03-16 09:02:08,2323.461
205346500,2021:3:16:9:2:8,3,11.3833229,47.3122112,2323432,1,6.81,2021-03-16 09:02:08,2323.432
205346600,2021:3:16:9:2:8,3,11.3833228,47.3122112,2323381,1,6.81,2021-03-16 09:02:08,2323.381
205346700,2021:3:16:9:2:8,3,11.3833229,47.3122108,2323362,1,6.81,2021-03-16 09:02:08,2323.362
205346800,2021:3:16:9:2:8,3,11.3833229,47.312211,2323332,1,6.81,2021-03-16 09:02:08,2323.332
205346900,2021:3:16:9:2:8,3,11.3833229,47.3122109,2323301,1,6.81,2021-03-16 09:02:08,2323.301
205347000,2021:3:16:9:2:9,3,11.3833228,47.3122107,2323274,1,6.81,2021-03-16 09:02:09,2323.274
205347100,2021:3:16:9:2:9,3,11.3833229,47.3122105,2323270,1,6.81,2021-03-16 09:02:09,2323.27
205347200,2021:3:16:9:2:9,3,11.3833231,47.3122104,2323204,1,6.81,2021-03-16 09:02:09,2323.204
205347300,2021:3:16:9:2:9,3,11.3833231,47.3122104,2323212,1,6.81,2021-03-16 09:02:09,2323.212
205347400,2021:3:16:9:2:9,3,11.3833232,47.3122103,2323219,1,6.81,2021-03-16 09:02:09,2323.219
205347500,2021:3:16:9:2:9,3,11.3833234,47.3122102,2323207,0,6.81,2021-03-16 09:02:09,2323.207
205347600,2021:3:16:9:2:9,3,11.3833236,47.31221,2323205,0,6.81,2021-03-16 09:02:09,2323.205
205347700,2021:3:16:9:2:9,3,11.3833235,47.31221,2323168,0,6.81,2021-03-16 09:02:09,2323.168
205347800,2021:3:16:9:2:9,3,11.3833237,47.3122099,2323153,0,6.81,2021-03-16 09:02:09,2323.153
205347900,2021:3:16:9:2:9,3,11.3833239,47.3122098,2323154,0,6.81,2021-03-16 09:02:09,2323.154
205348000,2021:3:16:9:2:10,3,11.3833239,47.3122098,2323143,0,6.81,2021-03-16 09:02:10,2323.143
205348100,2021:3:16:9:2:10,3,11.383324,47.3122096,2323139,0,6.81,2021-03-16 09:02:10,2323.139
205348200,2021:3:16:9:2:10,3,11.3833241,47.3122096,2323115,0,6.81,2021-03-16 09:02:10,2323.115
205348300,2021:3:16:9:2:10,3,11.3833242,47.3122095,2323109,0,6.81,2021-03-16 09:02:10,2323.109
205348400,2021:3:16:9:2:10,3,11.3833242,47.3122096,2323100,0,6.81,2021-03-16 09:02:10,2323.1
205348500,2021:3:16:9:2:10,3,11.3833244,47.3122094,2323116,1,6.81,2021-03-16 09:02:10,2323.116
205348600,2021:3:16:9:2:10,3,11.3833244,47.3122094,2323110,1,6.81,2021-03-16 09:02:10,2323.11
205348700,2021:3:16:9:2:10,3,11.3833245,47.3122095,2323079,1,6.81,2021-03-16 09:02:10,2323.079
205348800,2021:3:16:9:2:10,3,11.3833243,47.3122095,2323060,1,6.81,2021-03-16 09:02:10,2323.06
205348900,2021:3:16:9:2:10,3,11.3833245,47.3122094,2323061,1,6.81,2021-03-16 09:02:10,2323.061
205349000,2021:3:16:9:2:11,3,11.3833243,47.3122095,2323045,1,6.81,2021-03-16 09:02:11,2323.045
205349100,2021:3:16:9:2:11,3,11.3833246,47.3122095,2323012,1,6.81,2021-03-16 09:02:11,2323.012
205349200,2021:3:16:9:2:11,3,11.3833245,47.3122095,2322992,1,6.81,2021-03-16 09:02:11,2322.992
205349300,2021:3:16:9:2:11,3,11.3833247,47.3122094,2322984,1,6.81,2021-03-16 09:02:11,2322.984
205349400,2021:3:16:9:2:11,3,11.3833244,47.3122096,2322927,1,6.81,2021-03-16 09:02:11,2322.927
205349500,2021:3:16:9:2:11,3,11.3833243,47.3122096,2322944,0,6.81,2021-03-16 09:02:11,2322.944
205349600,2021:3:16:9:2:11,3,11.3833238,47.3122097,2322987,0,6.81,2021-03-16 09:02:11,2322.987
205349700,2021:3:16:9:2:11,3,11.3833233,47.3122099,2323109,0,6.81,2021-03-16 09:02:11,2323.109
205349800,2021:3:16:9:2:11,3,11.3833217,47.3122105,2323169,0,6.81,2021-03-16 09:02:11,2323.169
205349900,2021:3:16:9:2:11,3,11.3833205,47.3122111,2323219,0,6.81,2021-03-16 09:02:11,2323.219
205350000,2021:3:16:9:2:12,3,11.3833197,47.3122113,2323091,0,6.81,2021-03-16 09:02:12,2323.091
205350100,2021:3:16:9:2:12,3,11.3833193,47.3122107,2323077,0,6.81,2021-03-16 09:02:12,2323.077
205350200,2021:3:16:9:2:12,3,11.383319,47.3122103,2323059,0,6.81,2021-03-16 09:02:12,2323.059
205350300,2021:3:16:9:2:12,3,11.3833191,47.3122099,2322972,0,6.81,2021-03-16 09:02:12,2322.972
205350400,2021:3:16:9:2:12,3,11.3833186,47.3122099,2322904,0,6.81,2021-03-16 09:02:12,2322.904
205350500,2021:3:16:9:2:12,3,11.3833183,47.3122095,2322833,1,6.81,2021-03-16 09:02:12,2322.833
205350600,2021:3:16:9:2:12,3,11.3833179,47.3122098,2322808,1,6.81,2021-03-16 09:02:12,2322.808
205350700,2021:3:16:9:2:12,3,11.3833181,47.3122096,2322782,1,6.81,2021-03-16 09:02:12,2322.782
205350800,2021:3:16:9:2:12,3,11.3833181,47.3122095,2322751,1,6.81,2021-03-16 09:02:12,2322.751
205350900,2021:3:16:9:2:12,3,11.3833183,47.3122093,2322762,1,6.81,2021-03-16 09:02:12,2322.762
205351000,2021:3:16:9:2:13,3,11.3833183,47.3122095,2322749,1,6.81,2021-03-16 09:02:13,2322.749
205351100,2021:3:16:9:2:13,3,11.3833181,47.3122095,2322712,1,6.81,2021-03-16 09:02:13,2322.712
205351200,2021:3:16:9:2:13,3,11.3833181,47.3122094,2322684,1,6.87,2021-03-16 09:02:13,2322.684
205351300,2021:3:16:9:2:13,3,11.3833184,47.3122093,2322653,1,6.87,2021-03-16 09:02:13,2322.653
205351400,2021:3:16:9:2:13,3,11.3833184,47.3122093,2322627,1,6.87,2021-03-16 09:02:13,2322.627
205351500,2021:3:16:9:2:13,3,11.3833183,47.3122094,2322604,0,6.87,2021-03-16 09:02:13,2322.604
205351600,2021:3:16:9:2:13,3,11.3833183,47.3122094,2322578,0,6.87,2021-03-16 09:02:13,2322.578
205351700,2021:3:16:9:2:13,3,11.3833185,47.3122095,2322537,0,6.87,2021-03-16 09:02:13,2322.537
205351800,2021:3:16:9:2:13,3,11.3833185,47.3122095,2322518,0,6.87,2021-03-16 09:02:13,2322.518
205351900,2021:3:16:9:2:13,3,11.3833187,47.3122093,2322482,0,6.87,2021-03-16 09:02:13,2322.482
205352000,2021:3:16:9:2:14,3,11.383319,47.3122092,2322450,0,6.87,2021-03-16 09:02:14,2322.45
205352100,2021:3:16:9:2:14,3,11.3833191,47.3122089,2322424,0,6.87,2021-03-16 09:02:14,2322.424
205352200,2021:3:16:9:2:14,3,11.3833193,47.3122087,2322386,0,6.87,2021-03-16 09:02:14,2322.386
205352300,2021:3:16:9:2:14,3,11.3833193,47.3122084,2322368,0,6.87,2021-03-16 09:02:14,2322.368
205352400,2021:3:16:9:2:14,3,11.3833196,47.3122081,2322326,0,6.87,2021-03-16 09:02:14,2322.326
205352500,2021:3:16:9:2:14,3,11.3833195,47.3122077,2322308,1,6.87,2021-03-16 09:02:14,2322.308
205352600,2021:3:16:9:2:14,3,11.3833197,47.3122076,2322279,1,6.87,2021-03-16 09:02:14,2322.279
205352700,2021:3:16:9:2:14,3,11.3833196,47.3122074,2322283,1,6.81,2021-03-16 09:02:14,2322.283
205352800,2021:3:16:9:2:14,3,11.3833194,47.3122075,2322268,1,6.81,2021-03-16 09:02:14,2322.268
205352900,2021:3:16:9:2:14,3,11.3833191,47.3122074,2322260,1,6.81,2021-03-16 09:02:14,2322.26
205353000,2021:3:16:9:2:15,3,11.383319,47.3122072,2322238,1,6.81,2021-03-16 09:02:15,2322.238
205353100,2021:3:16:9:2:15,3,11.3833192,47.3122071,2322227,1,6.81,2021-03-16 09:02:15,2322.227
205353200,2021:3:16:9:2:15,3,11.3833191,47.3122071,2322174,1,6.81,2021-03-16 09:02:15,2322.174
205353300,2021:3:16:9:2:15,3,11.3833192,47.3122073,2322156,1,6.81,2021-03-16 09:02:15,2322.156
205353400,2021:3:16:9:2:15,3,11.3833191,47.3122075,2322105,1,6.81,2021-03-16 09:02:15,2322.105
205353500,2021:3:16:9:2:15,3,11.383319,47.3122075,2322083,0,6.81,2021-03-16 09:02:15,2322.083
205353600,2021:3:16:9:2:15,3,11.3833191,47.3122077,2322047,0,6.81,2021-03-16 09:02:15,2322.047
205353700,2021:3:16:9:2:15,3,11.3833193,47.3122076,2321997,0,6.81,2021-03-16 09:02:15,2321.997
205353800,2021:3:16:9:2:15,3,11.3833193,47.3122079,2321958,0,6.81,2021-03-16 09:02:15,2321.958
205353900,2021:3:16:9:2:15,3,11.3833195,47.3122081,2321926,0,6.81,2021-03-16 09:02:15,2321.926
205354000,2021:3:16:9:2:16,3,11.3833193,47.3122084,2321885,0,6.81,2021-03-16 09:02:16,2321.885
205354100,2021:3:16:9:2:16,3,11.3833195,47.3122084,2321852,0,6.81,2021-03-16 09:02:16,2321.852
205354200,2021:3:16:9:2:16,3,11.3833194,47.3122087,2321840,0,6.81,2021-03-16 09:02:16,2321.84
205354300,2021:3:16:9:2:16,3,11.3833199,47.3122087,2321827,0,6.81,2021-03-16 09:02:16,2321.827
205354400,2021:3:16:9:2:16,3,11.3833199,47.3122089,2321789,0,6.81,2021-03-16 09:02:16,2321.789
205354500,2021:3:16:9:2:16,3,11.3833199,47.3122093,2321755,1,6.81,2021-03-16 09:02:16,2321.755
205354600,2021:3:16:9:2:16,3,11.3833199,47.3122094,2321723,1,6.81,2021-03-16 09:02:16,2321.723
205354700,2021:3:16:9:2:16,3,11.38332,47.3122097,2321696,1,6.81,2021-03-16 09:02:16,2321.696
205354800,2021:3:16:9:2:16,3,11.38332,47.31221,2321656,1,6.81,2021-03-16 09:02:16,2321.656
205354900,2021:3:16:9:2:16,3,11.3833201,47.3122102,2321625,1,6.81,2021-03-16 09:02:16,2321.625
205355000,2021:3:16:9:2:17,3,11.3833204,47.3122103,2321596,1,6.81,2021-03-16 09:02:17,2321.596
205355100,2021:3:16:9:2:17,3,11.3833203,47.3122105,2321531,1,6.81,2021-03-16 09:02:17,2321.531
205355200,2021:3:16:9:2:17,3,11.3833205,47.3122105,2321521,1,6.81,2021-03-16 09:02:17,2321.521
205355300,2021:3:16:9:2:17,3,11.3833206,47.3122107,2321489,1,6.81,2021-03-16 09:02:17,2321.489
205355400,2021:3:16:9:2:17,3,11.3833206,47.3122106,2321466,1,6.81,2021-03-16 09:02:17,2321.466
205355500,2021:3:16:9:2:17,3,11.3833209,47.3122106,2321457,0,6.81,2021-03-16 09:02:17,2321.457
205355600,2021:3:16:9:2:17,3,11.3833209,47.3122106,2321438,0,6.81,2021-03-16 09:02:17,2321.438
