#C03FData001.txt#
#Device is a Follower
#Data contains time in (mus) acceleration acc[xyz] in (LSB/g), rotation rates gyro[xyz](deg/s),flux densities mag[xyz] in (muT)#
#first row contains Date, factor acc[xyz],factor gyro[xyz], factor mag[xyz], sync signal (micro s),SensorId#
#,4096,32.80,6.66,28501194,1#
28548212,-5290,-4436,3576,259,-92,-51,64,30,231,1
28553217,-5282,-4450,3666,262,-93,-56,54,28,231,1
28555709,-5296,-4410,3614,257,-94,-47,54,28,231,1
28558202,-5308,-4380,3688,260,-88,-56,54,28,231,1
28560694,-5270,-4416,3644,256,-94,-55,59,33,228,1
28563184,-5292,-4424,3646,259,-94,-49,59,33,228,1
28565676,-5300,-4424,3658,255,-83,-57,59,33,228,1
28568172,-5324,-4384,3618,254,-90,-52,59,33,228,1
28570663,-5324,-4402,3640,260,-96,-45,59,40,226,1
28573157,-5252,-4414,3622,257,-98,-52,59,40,226,1
28575649,-5278,-4438,3604,252,-92,-51,59,40,226,1
28578145,-5294,-4422,3656,259,-91,-50,59,40,226,1
28580636,-5266,-4404,3666,267,-89,-55,53,41,230,1
28583130,-5316,-4420,3678,264,-91,-52,53,41,230,1
28585622,-5294,-4430,3644,254,-92,-53,53,41,230,1
28588114,-5270,-4420,3616,255,-93,-47,53,41,230,1
28590606,-5308,-4408,3642,258,-92,-51,66,33,224,1
28593100,-5296,-4424,3598,260,-93,-50,66,33,224,1
28595593,-5294,-4438,3626,255,-90,-51,66,33,224,1
28598087,-5276,-4432,3666,253,-85,-50,66,33,224,1
28600579,-5278,-4460,3602,264,-92,-50,54,38,226,1
28603073,-5274,-4444,3590,263,-92,-50,54,38,226,1
28605566,-5280,-4424,3632,259,-89,-52,54,38,226,1
28608061,-5288,-4432,3624,262,-90,-52,54,38,226,1
28610555,-5296,-4422,3668,258,-89,-50,63,22,225,1
28613045,-5294,-4432,3644,259,-90,-52,63,22,225,1
28615536,-5278,-4396,3630,258,-91,-58,63,22,225,1
28618030,-5250,-4426,3658,263,-86,-54,63,22,225,1
28620524,-5296,-4414,3646,265,-96,-52,55,32,230,1
28623017,-5284,-4442,3702,258,-94,-51,55,32,230,1
28625509,-5284,-4436,3642,263,-94,-50,55,32,230,1
28628005,-5304,-4414,3638,261,-92,-53,55,32,230,1
28630498,-5284,-4448,3588,257,-86,-54,64,38,224,1
28632990,-5314,-4432,3638,259,-86,-54,64,38,224,1
28635482,-5264,-4436,3616,264,-89,-60,64,38,224,1
28637973,-5278,-4404,3642,266,-88,-53,64,38,224,1
28640465,-5304,-4416,3644,248,-95,-54,54,33,228,1
28642959,-5262,-4430,3684,250,-87,-53,54,33,228,1
28645451,-5286,-4424,3640,254,-95,-50,54,33,228,1
28647946,-5276,-4396,3648,263,-92,-56,54,33,228,1
28650438,-5340,-4408,3616,250,-89,-53,61,38,228,1
28652932,-5318,-4456,3618,260,-96,-49,61,38,228,1
28655423,-5266,-4396,3638,265,-90,-51,61,38,228,1
28657916,-5258,-4422,3648,262,-93,-48,61,38,228,1
28660409,-5272,-4426,3680,265,-96,-52,61,30,228,1
28662899,-5282,-4372,3628,260,-88,-56,61,30,228,1
28665393,-5276,-4408,3606,261,-99,-53,61,30,228,1
28667884,-5276,-4386,3604,258,-90,-51,61,30,228,1
28670377,-5320,-4432,3608,255,-92,-52,55,27,228,1
