#C03FData000.txt#
#Device is a Follower
#Data contains time in (mus) acceleration acc[xyz] in (LSB/g), rotation rates gyro[xyz](deg/s),flux densities mag[xyz] in (muT)#
#first row contains Date, factor acc[xyz],factor gyro[xyz], factor mag[xyz], sync signal (micro s),SensorId#
#,4096,32.80,6.66,28498181,1#
28544917,-5270,-4432,3604,259,-90,-59,67,44,218,1
28549921,-5296,-4440,3622,260,-92,-56,76,50,208,1
28552413,-5300,-4448,3680,264,-91,-55,76,50,208,1
28554905,-5290,-4466,3662,261,-91,-52,76,50,208,1
28557395,-5276,-4444,3588,256,-90,-56,77,36,207,1
28559887,-5262,-4454,3632,266,-91,-58,77,36,207,1
28562380,-5276,-4412,3636,263,-90,-59,77,36,207,1
28564872,-5252,-4432,3634,259,-90,-55,77,36,207,1
28567367,-5274,-4424,3664,256,-93,-54,77,44,216,1
28569858,-5278,-4406,3684,257,-90,-59,77,44,216,1
28572350,-5276,-4420,3586,253,-96,-52,77,44,216,1
28574842,-5262,-4478,3610,260,-82,-58,77,44,216,1
28577335,-5272,-4448,3656,255,-91,-55,69,42,212,1
28579827,-5288,-4420,3656,257,-93,-55,69,42,212,1
28582319,-5298,-4402,3632,260,-86,-54,69,42,212,1
28584809,-5280,-4438,3634,262,-93,-52,69,42,212,1
28587303,-5286,-4434,3574,262,-88,-57,63,55,216,1
28589794,-5316,-4438,3674,258,-85,-57,63,55,216,1
28592285,-5280,-4450,3628,255,-92,-58,63,55,216,1
28594776,-5302,-4406,3658,263,-87,-56,63,55,216,1
28597270,-5256,-4396,3610,255,-86,-55,65,44,220,1
28599762,-5284,-4392,3626,259,-90,-52,65,44,220,1
28602255,-5264,-4426,3622,260,-92,-57,65,44,220,1
28604746,-5280,-4438,3600,260,-88,-57,65,44,220,1
28607240,-5284,-4434,3622,264,-87,-65,63,44,214,1
28609730,-5292,-4406,3636,262,-91,-61,63,44,214,1
28612223,-5272,-4438,3628,262,-93,-55,63,44,214,1
28614715,-5296,-4424,3614,261,-87,-58,63,44,214,1
28617209,-5286,-4426,3608,264,-89,-58,70,44,209,1
28619702,-5288,-4406,3612,256,-89,-55,70,44,209,1
28622193,-5270,-4420,3642,266,-91,-58,70,44,209,1
28624685,-5264,-4452,3584,258,-90,-57,70,44,209,1
28627178,-5278,-4440,3678,263,-91,-55,76,42,206,1
28629671,-5288,-4416,3666,254,-95,-53,76,42,206,1
28632165,-5298,-4464,3612,266,-89,-54,76,42,206,1
28634653,-5274,-4440,3614,262,-91,-61,76,42,206,1
28637149,-5284,-4422,3598,260,-88,-54,72,48,211,1
28639643,-5254,-4422,3620,260,-89,-47,72,48,211,1
28642136,-5290,-4430,3616,262,-91,-55,72,48,211,1
28644627,-5294,-4436,3586,263,-95,-54,72,48,211,1
28647123,-5290,-4420,3612,258,-86,-56,67,51,214,1
28649617,-5302,-4436,3608,262,-95,-54,67,51,214,1
28652109,-5272,-4468,3658,262,-83,-51,67,51,214,1
28654600,-5284,-4416,3622,256,-85,-51,67,51,214,1
28657095,-5258,-4420,3630,263,-95,-60,70,44,211,1
28659585,-5280,-4398,3626,255,-89,-53,70,44,211,1
28662079,-5250,-4410,3628,259,-90,-59,70,44,211,1
28664570,-5300,-4436,3646,255,-92,-56,70,44,211,1
28667068,-5296,-4446,3676,258,-86,-53,63,46,214,1
28669560,-5262,-4432,3608,260,-90,-54,63,46,214,1
28672052,-5276,-4426,3642,261,-88,-57,63,46,214,1
28674544,-5270,-4450,3608,257,-88,-51,63,46,214,1
28677041,-5262,-4430,3590,262,-86,-55,72,39,214,1
28679532,-5270,-4414,3600,264,-84,-58,72,39,214,1
28682026,-5264,-4432,3598,258,-94,-53,72,39,214,1
28684517,-5264,-4460,3640,257,-91,-57,72,39,214,1
28687012,-5312,-4428,3662,258,-86,-48,65,44,204,1
28689503,-5266,-4434,3594,256,-93,-49,65,44,204,1
28691997,-5286,-4410,3614,260,-88,-57,65,44,204,1
28694487,-5314,-4404,3566,265,-88,-52,65,44,204,1
28696983,-5276,-4454,3664,260,-91,-53,72,51,209,1
28699476,-5260,-4432,3650,260,-85,-58,72,51,209,1
28701970,-5296,-4424,3648,263,-91,-53,72,51,209,1
28704461,-5282,-4434,3634,254,-86,-58,72,51,209,1
28706956,-5252,-4426,3656,258,-87,-56,67,48,209,1
28709448,-5264,-4440,3612,256,-92,-56,67,48,209,1
28711940,-5280,-4442,3636,256,-89,-59,67,48,209,1
28714431,-5278,-4448,3606,262,-93,-55,67,48,209,1
28716925,-5302,-4404,3622,252,-86,-53,70,51,211,1
28719420,-5278,-4430,3634,252,-83,-55,70,51,211,1
28721910,-5242,-4450,3628,264,-88,-55,70,51,211,1
28724400,-5276,-4446,3708,259,-87,-56,70,51,211,1
28726894,-5290,-4402,3608,258,-88,-58,66,40,219,1
28729387,-5276,-4454,3634,254,-86,-48,66,40,219,1
28731879,-5274,-4480,3642,265,-89,-56,66,40,219,1
28734370,-5326,-4392,3622,262,-91,-53,66,40,219,1
28736861,-5258,-4446,3648,267,-85,-56,66,38,210,1
28739354,-5296,-4442,3586,256,-83,-56,66,38,210,1
28741847,-5262,-4472,3562,263,-92,-57,66,38,210,1
28744340,-5254,-4432,3660,270,-89,-54,66,38,210,1
28746832,-5264,-4422,3656,258,-92,-55,77,46,223,1
28749324,-5264,-4444,3628,251,-92,-54,77,46,223,1
28751819,-5288,-4434,3658,260,-88,-59,77,46,223,1
28754310,-5290,-4436,3634,258,-92,-57,77,46,223,1
28756804,-5266,-4412,3646,256,-88,-59,67,53,214,1
28759295,-5312,-4442,3588,256,-88,-60,67,53,214,1
28761784,-5270,-4430,3592,260,-87,-57,67,53,214,1
28764276,-5290,-4420,3622,253,-87,-58,67,53,214,1
28766770,-5298,-4428,3594,256,-92,-58,67,44,218,1
28769260,-5282,-4422,3600,254,-85,-52,67,44,218,1
28771752,-5262,-4412,3628,259,-88,-56,67,44,218,1
28774243,-5284,-4416,3654,260,-92,-57,67,44,218,1
28776737,-5276,-4392,3638,259,-91,-58,61,40,217,1
28779229,-5266,-4400,3632,258,-92,-49,61,40,217,1
28781721,-5296,-4432,3660,257,-89,-53,61,40,217,1
28784212,-5292,-4442,3680,258,-87,-54,61,40,217,1
28786705,-5276,-4450,3680,255,-90,-56,65,48,209,1
28789199,-5278,-4426,3650,255,-84,-55,65,48,209,1
28791690,-5274,-4432,3620,259,-88,-59,65,48,209,1
28794181,-5250,-4426,3620,254,-86,-57,65,48,209,1
28796675,-5266,-4436,3602,256,-91,-56,66,50,208,1
28799171,-5274,-4430,3610,259,-90,-52,66,50,208,1
28801662,-5276,-4410,3630,258,-89,-55,66,50,208,1
28804155,-5260,-4408,3646,262,-92,-57,66,50,208,1
28806649,-5264,-4438,3628,266,-92,-51,83,47,212,1
28809145,-5274,-4436,3640,259,-92,-57,83,47,212,1
28811635,-5292,-4428,3650,255,-91,-53,83,47,212,1
28814123,-5310,-4438,3612,259,-82,-51,83,47,212,1
28816617,-5310,-4412,3572,255,-87,-55,71,40,215,1
28819111,-5244,-4476,3604,259,-94,-52,71,40,215,1
28821604,-5292,-4424,3580,263,-91,-61,71,40,215,1
28824097,-5264,-4436,3636,261,-92,-53,71,40,215,1
28826592,-5290,-4412,3610,259,-89,-59,69,40,215,1
28829085,-5274,-4452,3668,261,-88,-55,69,40,215,1
28831577,-5236,-4410,3660,253,-94,-54,69,40,215,1
28834070,-5262,-4454,3630,253,-93,-52,69,40,215,1
28836566,-5286,-4410,3618,262,-88,-52,76,38,206,1
28839056,-5312,-4406,3650,261,-89,-57,76,38,206,1
28841550,-5296,-4430,3590,268,-87,-56,76,38,206,1
28844043,-5272,-4446,3650,256,-98,-59,76,38,206,1
28846536,-5286,-4436,3628,264,-92,-53,71,35,217,1
28849030,-5294,-4438,3638,262,-92,-64,71,35,217,1
28851524,-5270,-4462,3650,261,-88,-54,71,35,217,1
28854017,-5278,-4410,3616,257,-90,-58,71,35,217,1
28856508,-5284,-4424,3630,257,-91,-59,64,47,215,1
28859005,-5284,-4402,3660,259,-88,-54,64,47,215,1
28861497,-5260,-4446,3650,254,-87,-54,64,47,215,1
28863986,-5298,-4466,3638,264,-86,-57,64,47,215,1
28866480,-5296,-4444,3664,264,-88,-61,66,45,215,1
28868974,-5242,-4464,3600,253,-91,-58,66,45,215,1
28871467,-5288,-4426,3606,264,-90,-50,66,45,215,1
28873959,-5290,-4432,3630,259,-87,-57,66,45,215,1
28876453,-5262,-4438,3646,261,-90,-54,63,44,218,1
28878948,-5288,-4420,3656,255,-88,-61,63,44,218,1
28881440,-5266,-4404,3590,252,-90,-59,63,44,218,1
28883932,-5282,-4440,3630,267,-84,-59,63,44,218,1
28886425,-5294,-4380,3634,260,-82,-60,73,45,208,1
28888917,-5264,-4416,3620,255,-91,-57,73,45,208,1
28891407,-5242,-4434,3616,260,-91,-57,73,45,208,1
28893899,-5278,-4460,3658,258,-90,-59,73,45,208,1
28896395,-5278,-4470,3642,262,-91,-55,65,46,204,1
28898885,-5312,-4438,3612,257,-91,-58,65,46,204,1
28901377,-5266,-4404,3658,261,-94,-58,65,46,204,1
28903869,-5288,-4448,3614,269,-89,-54,65,46,204,1
28906362,-5224,-4460,3616,269,-89,-54,76,50,215,1
28908854,-5266,-4414,3666,265,-94,-55,76,50,215,1
28911347,-5264,-4462,3606,254,-90,-56,76,50,215,1
28913838,-5278,-4426,3610,254,-90,-53,76,50,215,1
28916329,-5276,-4438,3634,260,-90,-55,69,38,210,1
28918823,-5270,-4440,3598,254,-91,-52,69,38,210,1
28921316,-5266,-4420,3630,258,-89,-58,69,38,210,1
28923807,-5292,-4428,3626,258,-89,-50,69,38,210,1
28926301,-5286,-4420,3612,261,-93,-55,78,40,210,1
