#Data contains: GPS time of week of the navigation epoch (ms),UTC [year:month:day:minute:second],fix Type[0-5],longitude[deg],latitude[deg],height[mm],sync signal [ms],Temp [°C]#,GNSS Time [UTC],height[m]
114817700,2021:3:15:7:53:19,3,11.3821513,47.3095149,2096568,0,8.06,2021-03-15 07:53:19,2096.568
114817800,2021:3:15:7:53:19,3,11.3821513,47.3095149,2096572,0,8.06,2021-03-15 07:53:19,2096.572
114817900,2021:3:15:7:53:19,3,11.3821511,47.3095149,2096574,0,8.06,2021-03-15 07:53:19,2096.574
114818000,2021:3:15:7:53:20,3,11.3821512,47.3095149,2096587,0,8.06,2021-03-15 07:53:20,2096.587
114818100,2021:3:15:7:53:20,3,11.3821512,47.3095148,2096592,1,8.06,2021-03-15 07:53:20,2096.592
114818200,2021:3:15:7:53:20,3,11.3821511,47.3095151,2096567,1,8.06,2021-03-15 07:53:20,2096.567
114818300,2021:3:15:7:53:20,3,11.3821511,47.309515,2096551,1,8.06,2021-03-15 07:53:20,2096.551
114818400,2021:3:15:7:53:20,3,11.382151,47.309515,2096555,1,8.06,2021-03-15 07:53:20,2096.555
114818500,2021:3:15:7:53:20,3,11.382151,47.3095152,2096525,1,8.06,2021-03-15 07:53:20,2096.525
114818600,2021:3:15:7:53:20,3,11.3821509,47.3095152,2096515,1,8.06,2021-03-15 07:53:20,2096.515
114818700,2021:3:15:7:53:20,3,11.3821509,47.3095151,2096526,1,8.06,2021-03-15 07:53:20,2096.526
114818800,2021:3:15:7:53:20,3,11.3821507,47.3095155,2096471,1,8.06,2021-03-15 07:53:20,2096.471
114818900,2021:3:15:7:53:20,3,11.3821506,47.3095154,2096462,1,8.06,2021-03-15 07:53:20,2096.462
114819000,2021:3:15:7:53:21,3,11.3821507,47.3095155,2096464,1,8.06,2021-03-15 07:53:21,2096.464
114819100,2021:3:15:7:53:21,3,11.3821504,47.3095157,2096423,0,8.06,2021-03-15 07:53:21,2096.423
114819200,2021:3:15:7:53:21,3,11.3821505,47.3095155,2096455,0,8.06,2021-03-15 07:53:21,2096.455
114819300,2021:3:15:7:53:21,3,11.3821505,47.3095158,2096407,0,8.06,2021-03-15 07:53:21,2096.407
114819400,2021:3:15:7:53:21,3,11.3821503,47.309516,2096376,0,8.06,2021-03-15 07:53:21,2096.376
114819500,2021:3:15:7:53:21,3,11.3821503,47.309516,2096358,0,8.06,2021-03-15 07:53:21,2096.358
114819600,2021:3:15:7:53:21,3,11.3821501,47.3095161,2096330,0,8.06,2021-03-15 07:53:21,2096.33
114819700,2021:3:15:7:53:21,3,11.3821502,47.3095163,2096324,0,8.06,2021-03-15 07:53:21,2096.324
114819800,2021:3:15:7:53:21,3,11.3821501,47.3095162,2096306,0,8.06,2021-03-15 07:53:21,2096.306
114819900,2021:3:15:7:53:21,3,11.3821501,47.3095164,2096306,0,8.06,2021-03-15 07:53:21,2096.306
114820000,2021:3:15:7:53:22,3,11.3821502,47.3095164,2096318,0,8.06,2021-03-15 07:53:22,2096.318
114820100,2021:3:15:7:53:22,3,11.3821502,47.3095164,2096317,1,8.06,2021-03-15 07:53:22,2096.317
114820200,2021:3:15:7:53:22,3,11.3821498,47.3095166,2096251,1,8.06,2021-03-15 07:53:22,2096.251
114820300,2021:3:15:7:53:22,3,11.3821501,47.3095164,2096295,1,8.06,2021-03-15 07:53:22,2096.295
114820400,2021:3:15:7:53:22,3,11.3821501,47.3095166,2096277,1,8.06,2021-03-15 07:53:22,2096.277
114820500,2021:3:15:7:53:22,3,11.3821498,47.3095168,2096230,1,8.06,2021-03-15 07:53:22,2096.23
114820600,2021:3:15:7:53:22,3,11.3821499,47.3095168,2096241,1,8.06,2021-03-15 07:53:22,2096.241
114820700,2021:3:15:7:53:22,3,11.3821498,47.3095168,2096239,1,8.06,2021-03-15 07:53:22,2096.239
114820800,2021:3:15:7:53:22,3,11.3821497,47.3095169,2096216,1,8.0,2021-03-15 07:53:22,2096.216
114820900,2021:3:15:7:53:22,3,11.3821497,47.3095171,2096194,1,8.0,2021-03-15 07:53:22,2096.194
114821000,2021:3:15:7:53:23,3,11.3821496,47.3095172,2096166,1,8.0,2021-03-15 07:53:23,2096.166
114821100,2021:3:15:7:53:23,3,11.3821495,47.3095172,2096173,0,8.0,2021-03-15 07:53:23,2096.173
114821200,2021:3:15:7:53:23,3,11.3821493,47.3095173,2096144,0,8.0,2021-03-15 07:53:23,2096.144
114821300,2021:3:15:7:53:23,3,11.3821493,47.3095176,2096101,0,8.0,2021-03-15 07:53:23,2096.101
114821400,2021:3:15:7:53:23,3,11.3821492,47.3095175,2096127,0,8.0,2021-03-15 07:53:23,2096.127
114821500,2021:3:15:7:53:23,3,11.3821491,47.3095177,2096098,0,8.06,2021-03-15 07:53:23,2096.098
114821600,2021:3:15:7:53:23,3,11.382149,47.3095177,2096076,0,8.06,2021-03-15 07:53:23,2096.076
114821700,2021:3:15:7:53:23,3,11.3821489,47.3095178,2096068,0,8.06,2021-03-15 07:53:23,2096.068
114821800,2021:3:15:7:53:23,3,11.3821489,47.3095178,2096057,0,8.06,2021-03-15 07:53:23,2096.057
114821900,2021:3:15:7:53:23,3,11.3821487,47.309518,2096036,0,8.06,2021-03-15 07:53:23,2096.036
114822000,2021:3:15:7:53:24,3,11.3821487,47.3095181,2096025,0,8.06,2021-03-15 07:53:24,2096.025
114822100,2021:3:15:7:53:24,3,11.3821486,47.3095181,2096017,1,8.06,2021-03-15 07:53:24,2096.017
114822200,2021:3:15:7:53:24,3,11.3821484,47.3095183,2095991,1,8.06,2021-03-15 07:53:24,2095.991
114822300,2021:3:15:7:53:24,3,11.3821485,47.3095182,2096020,1,8.06,2021-03-15 07:53:24,2096.02
114822400,2021:3:15:7:53:24,3,11.3821487,47.3095181,2096043,1,8.06,2021-03-15 07:53:24,2096.043
114822500,2021:3:15:7:53:24,3,11.3821484,47.3095183,2095982,1,8.06,2021-03-15 07:53:24,2095.982
114822600,2021:3:15:7:53:24,3,11.3821485,47.3095182,2095999,1,8.06,2021-03-15 07:53:24,2095.999
114822700,2021:3:15:7:53:24,3,11.3821484,47.3095184,2095985,1,8.06,2021-03-15 07:53:24,2095.985
114822800,2021:3:15:7:53:24,3,11.3821481,47.3095186,2095953,1,8.06,2021-03-15 07:53:24,2095.953
114822900,2021:3:15:7:53:24,3,11.3821482,47.3095186,2095939,1,8.06,2021-03-15 07:53:24,2095.939
114823000,2021:3:15:7:53:25,3,11.3821481,47.3095187,2095932,1,8.06,2021-03-15 07:53:25,2095.932
114823100,2021:3:15:7:53:25,3,11.3821481,47.3095186,2095938,0,8.06,2021-03-15 07:53:25,2095.938
114823200,2021:3:15:7:53:25,3,11.3821481,47.3095188,2095908,0,8.06,2021-03-15 07:53:25,2095.908
114823300,2021:3:15:7:53:25,3,11.382148,47.309519,2095881,0,8.06,2021-03-15 07:53:25,2095.881
114823400,2021:3:15:7:53:25,3,11.3821479,47.3095191,2095855,0,8.06,2021-03-15 07:53:25,2095.855
114823500,2021:3:15:7:53:25,3,11.3821478,47.3095194,2095810,0,8.06,2021-03-15 07:53:25,2095.81
114823600,2021:3:15:7:53:25,3,11.3821477,47.3095194,2095813,0,8.06,2021-03-15 07:53:25,2095.813
114823700,2021:3:15:7:53:25,3,11.3821475,47.3095194,2095816,0,8.06,2021-03-15 07:53:25,2095.816
114823800,2021:3:15:7:53:25,3,11.3821478,47.3095194,2095829,0,8.06,2021-03-15 07:53:25,2095.829
114823900,2021:3:15:7:53:25,3,11.3821476,47.3095194,2095820,0,8.06,2021-03-15 07:53:25,2095.82
114824000,2021:3:15:7:53:26,3,11.3821474,47.3095198,2095767,0,8.06,2021-03-15 07:53:26,2095.767
114824100,2021:3:15:7:53:26,3,11.3821474,47.3095197,2095788,1,8.06,2021-03-15 07:53:26,2095.788
114824200,2021:3:15:7:53:26,3,11.3821475,47.3095198,2095779,1,8.06,2021-03-15 07:53:26,2095.779
114824300,2021:3:15:7:53:26,3,11.3821474,47.3095199,2095759,1,8.06,2021-03-15 07:53:26,2095.759
114824400,2021:3:15:7:53:26,3,11.3821475,47.3095199,2095794,1,8.06,2021-03-15 07:53:26,2095.794
114824500,2021:3:15:7:53:26,3,11.3821474,47.3095201,2095760,1,8.06,2021-03-15 07:53:26,2095.76
114824600,2021:3:15:7:53:26,3,11.3821475,47.3095199,2095788,1,8.06,2021-03-15 07:53:26,2095.788
114824700,2021:3:15:7:53:26,3,11.3821474,47.3095201,2095754,1,8.06,2021-03-15 07:53:26,2095.754
114824800,2021:3:15:7:53:26,3,11.3821473,47.3095204,2095717,1,8.06,2021-03-15 07:53:26,2095.717
114824900,2021:3:15:7:53:26,3,11.3821473,47.3095202,2095756,1,8.06,2021-03-15 07:53:26,2095.756
114825000,2021:3:15:7:53:27,3,11.3821473,47.3095204,2095745,1,8.06,2021-03-15 07:53:27,2095.745
114825100,2021:3:15:7:53:27,3,11.3821472,47.3095204,2095758,0,8.06,2021-03-15 07:53:27,2095.758
114825200,2021:3:15:7:53:27,3,11.3821473,47.3095205,2095756,0,8.06,2021-03-15 07:53:27,2095.756
114825300,2021:3:15:7:53:27,3,11.3821473,47.3095204,2095784,0,8.0,2021-03-15 07:53:27,2095.784
114825400,2021:3:15:7:53:27,3,11.3821475,47.3095202,2095809,0,8.0,2021-03-15 07:53:27,2095.809
114825500,2021:3:15:7:53:27,3,11.3821473,47.3095203,2095828,0,8.0,2021-03-15 07:53:27,2095.828
114825600,2021:3:15:7:53:27,3,11.3821474,47.3095202,2095848,0,8.0,2021-03-15 07:53:27,2095.848
114825700,2021:3:15:7:53:27,3,11.3821472,47.3095204,2095822,0,8.0,2021-03-15 07:53:27,2095.822
114825800,2021:3:15:7:53:27,3,11.3821472,47.3095205,2095833,0,8.0,2021-03-15 07:53:27,2095.833
114825900,2021:3:15:7:53:27,3,11.3821471,47.3095205,2095832,0,8.0,2021-03-15 07:53:27,2095.832
114826000,2021:3:15:7:53:28,3,11.3821468,47.3095205,2095814,0,8.0,2021-03-15 07:53:28,2095.814
114826100,2021:3:15:7:53:28,3,11.3821467,47.3095207,2095798,1,8.0,2021-03-15 07:53:28,2095.798
114826200,2021:3:15:7:53:28,3,11.3821466,47.3095207,2095812,1,8.0,2021-03-15 07:53:28,2095.812
114826300,2021:3:15:7:53:28,3,11.3821465,47.3095208,2095809,1,8.0,2021-03-15 07:53:28,2095.809
114826400,2021:3:15:7:53:28,3,11.3821464,47.3095208,2095799,1,8.0,2021-03-15 07:53:28,2095.799
114826500,2021:3:15:7:53:28,3,11.3821463,47.309521,2095803,1,8.0,2021-03-15 07:53:28,2095.803
114826600,2021:3:15:7:53:28,3,11.3821462,47.3095211,2095797,1,8.0,2021-03-15 07:53:28,2095.797
114826700,2021:3:15:7:53:28,3,11.3821461,47.3095212,2095798,1,8.0,2021-03-15 07:53:28,2095.798
114826800,2021:3:15:7:53:28,3,11.382146,47.3095214,2095761,1,8.0,2021-03-15 07:53:28,2095.761
114826900,2021:3:15:7:53:28,3,11.3821459,47.3095216,2095735,1,8.0,2021-03-15 07:53:28,2095.735
114827000,2021:3:15:7:53:29,3,11.3821457,47.3095217,2095750,1,8.0,2021-03-15 07:53:29,2095.75
114827100,2021:3:15:7:53:29,3,11.3821457,47.3095218,2095751,0,8.0,2021-03-15 07:53:29,2095.751
114827200,2021:3:15:7:53:29,3,11.3821457,47.3095219,2095720,0,8.0,2021-03-15 07:53:29,2095.72
114827300,2021:3:15:7:53:29,3,11.3821455,47.309522,2095733,0,8.0,2021-03-15 07:53:29,2095.733
114827400,2021:3:15:7:53:29,3,11.3821454,47.309522,2095721,0,8.0,2021-03-15 07:53:29,2095.721
114827500,2021:3:15:7:53:29,3,11.3821455,47.3095221,2095727,0,8.0,2021-03-15 07:53:29,2095.727
114827600,2021:3:15:7:53:29,3,11.3821455,47.3095222,2095750,0,8.0,2021-03-15 07:53:29,2095.75
114827700,2021:3:15:7:53:29,3,11.3821453,47.3095222,2095749,0,8.0,2021-03-15 07:53:29,2095.749
114827800,2021:3:15:7:53:29,3,11.3821453,47.3095224,2095729,0,8.0,2021-03-15 07:53:29,2095.729
114827900,2021:3:15:7:53:29,3,11.3821452,47.3095225,2095735,0,8.0,2021-03-15 07:53:29,2095.735
114828000,2021:3:15:7:53:30,3,11.3821451,47.3095227,2095716,0,8.0,2021-03-15 07:53:30,2095.716
114828100,2021:3:15:7:53:30,3,11.3821452,47.3095227,2095731,1,8.0,2021-03-15 07:53:30,2095.731
114828200,2021:3:15:7:53:30,3,11.382145,47.309523,2095703,1,8.0,2021-03-15 07:53:30,2095.703
114828300,2021:3:15:7:53:30,3,11.382145,47.309523,2095727,1,8.0,2021-03-15 07:53:30,2095.727
