#microcontroller time [micro seconds],iTow[ms],utc[year:month:day:hour:minute:second],fixType[0-5],longitude[deg],latitude[deg],height[mm],velN[mm/s],velE[mm/s],velD[mm/s],gSpeed[mm/s],headMot[deg1e-5],pDop[],numSV[],ttff[ms],ambientTemp[C],objectTemp[C],gpsFlag[],check if syncFlag switched [bool],micros of switching time [us]#,timestamp,height[m],date[ms]
4028463982,201116900,2022:2:22:7:51:38,3,11.3832477,47.3119636,2321421,14,48,41,50,35443078,168,11,925250311,10.49,3.79,0,-1,0,2022-02-22 07:51:38.900,2321.421,2022:2:22:7:51:38:900
4028564195,201117000,2022:2:22:7:51:39,3,11.3832476,47.3119636,2321402,9,26,47,28,35443078,168,11,925315847,10.47,3.11,0,-1,0,2022-02-22 07:51:39.000,2321.402,2022:2:22:7:51:39:0
4028665024,201117100,2022:2:22:7:51:39,3,11.3832476,47.3119636,2321379,-3,5,51,6,35443078,168,11,925315847,10.47,3.11,0,-1,0,2022-02-22 07:51:39.100,2321.379,2022:2:22:7:51:39:100
4028764486,201117200,2022:2:22:7:51:39,3,11.3832476,47.3119636,2321364,28,21,57,35,35443078,168,11,925315847,10.47,3.11,0,-1,0,2022-02-22 07:51:39.200,2321.364,2022:2:22:7:51:39:200
4028865317,201117300,2022:2:22:7:51:39,3,11.3832476,47.3119635,2321367,28,38,56,47,35443078,168,11,925315847,10.47,3.11,0,-1,0,2022-02-22 07:51:39.300,2321.367,2022:2:22:7:51:39:300
4028966173,201117400,2022:2:22:7:51:39,3,11.3832477,47.3119636,2321313,44,45,71,63,35443078,168,11,925315847,10.47,3.11,1,-1,0,2022-02-22 07:51:39.400,2321.313,2022:2:22:7:51:39:400
4029065168,201117500,2022:2:22:7:51:39,3,11.3832476,47.3119635,2321340,50,39,54,63,35443078,168,11,925315847,10.47,3.11,1,-1,0,2022-02-22 07:51:39.500,2321.34,2022:2:22:7:51:39:500
4029166540,201117600,2022:2:22:7:51:39,3,11.3832476,47.3119634,2321342,34,39,56,52,35443078,168,11,925315847,10.47,3.11,1,-1,0,2022-02-22 07:51:39.600,2321.342,2022:2:22:7:51:39:600
4029264954,201117700,2022:2:22:7:51:39,3,11.3832473,47.3119632,2321402,14,20,37,24,35443078,168,11,925315847,10.45,3.55,1,-1,0,2022-02-22 07:51:39.700,2321.402,2022:2:22:7:51:39:700
4029365769,201117800,2022:2:22:7:51:39,3,11.383247,47.3119632,2321378,55,-52,40,76,35443078,168,11,925315847,10.45,3.55,1,-1,0,2022-02-22 07:51:39.800,2321.378,2022:2:22:7:51:39:800
4029464770,201117900,2022:2:22:7:51:39,3,11.3832469,47.311963,2321378,-54,-37,45,66,35443078,168,11,925315847,10.45,3.55,1,-1,0,2022-02-22 07:51:39.900,2321.378,2022:2:22:7:51:39:900
4029566141,201118000,2022:2:22:7:51:40,3,11.3832468,47.311963,2321402,70,-11,33,71,35443078,168,11,925381383,10.45,3.55,1,-1,0,2022-02-22 07:51:40.000,2321.402,2022:2:22:7:51:40:0
4029665159,201118100,2022:2:22:7:51:40,3,11.3832468,47.311963,2321388,41,10,31,42,35443078,201,10,925381383,10.45,3.55,1,-1,0,2022-02-22 07:51:40.100,2321.388,2022:2:22:7:51:40:100
4029765983,201118200,2022:2:22:7:51:40,3,11.3832466,47.3119628,2321357,-48,-51,43,70,35443078,168,11,925381383,10.45,3.55,1,-1,0,2022-02-22 07:51:40.200,2321.357,2022:2:22:7:51:40:200
4029863159,201118300,2022:2:22:7:51:40,3,11.383247,47.3119629,2321364,43,48,37,65,35443078,168,11,925381383,10.45,3.55,1,-1,0,2022-02-22 07:51:40.300,2321.364,2022:2:22:7:51:40:300
4029966438,201118400,2022:2:22:7:51:40,3,11.3832469,47.3119627,2321366,-13,28,43,31,35443078,168,11,925381383,10.45,3.55,0,-1,0,2022-02-22 07:51:40.400,2321.366,2022:2:22:7:51:40:400
4030064840,201118500,2022:2:22:7:51:40,3,11.3832468,47.3119626,2321365,17,-9,41,19,35443078,168,11,925381383,10.45,3.59,0,-1,0,2022-02-22 07:51:40.500,2321.365,2022:2:22:7:51:40:500
4030165700,201118600,2022:2:22:7:51:40,3,11.3832467,47.3119626,2321359,24,-7,40,25,35443078,168,11,925381383,10.45,3.59,0,-1,0,2022-02-22 07:51:40.600,2321.359,2022:2:22:7:51:40:600
4030264717,201118700,2022:2:22:7:51:40,3,11.3832466,47.3119626,2321368,19,-17,36,25,35443078,168,11,925381383,10.45,3.59,0,-1,0,2022-02-22 07:51:40.700,2321.368,2022:2:22:7:51:40:700
4030366178,201118800,2022:2:22:7:51:40,3,11.3832467,47.3119625,2321356,5,9,44,10,35443078,168,11,925381383,10.45,3.59,0,-1,0,2022-02-22 07:51:40.800,2321.356,2022:2:22:7:51:40:800
4030465182,201118900,2022:2:22:7:51:40,3,11.3832467,47.3119625,2321359,20,4,37,21,35443078,168,11,925381383,10.45,3.59,0,-1,0,2022-02-22 07:51:40.900,2321.359,2022:2:22:7:51:40:900
4030566003,201119000,2022:2:22:7:51:41,3,11.3832466,47.3119624,2321350,10,-30,40,31,35443078,201,10,925446919,10.45,3.59,0,-1,0,2022-02-22 07:51:41.000,2321.35,2022:2:22:7:51:41:0
4030665015,201119100,2022:2:22:7:51:41,3,11.3832469,47.3119624,2321346,18,69,37,71,35443078,201,10,925446919,10.45,3.59,0,-1,0,2022-02-22 07:51:41.100,2321.346,2022:2:22:7:51:41:100
4030767778,201119200,2022:2:22:7:51:41,3,11.3832469,47.3119625,2321329,40,26,37,48,35443078,201,10,925446919,10.41,3.49,0,-1,0,2022-02-22 07:51:41.200,2321.329,2022:2:22:7:51:41:200
4030863104,201119300,2022:2:22:7:51:41,3,11.3832468,47.3119624,2321321,50,8,37,51,35443078,201,10,925446919,10.41,3.49,0,-1,0,2022-02-22 07:51:41.300,2321.321,2022:2:22:7:51:41:300
4030965781,201119400,2022:2:22:7:51:41,3,11.3832467,47.3119623,2321317,-7,15,42,17,35443078,168,11,925446919,10.41,3.49,1,-1,0,2022-02-22 07:51:41.400,2321.317,2022:2:22:7:51:41:400
4031064840,201119500,2022:2:22:7:51:41,3,11.3832462,47.311962,2321390,33,-37,25,50,35443078,168,11,925446919,10.41,3.49,1,-1,0,2022-02-22 07:51:41.500,2321.39,2022:2:22:7:51:41:500
4031164801,201119600,2022:2:22:7:51:41,3,11.383246,47.3119618,2321452,32,-17,2,37,35443078,168,11,925446919,10.41,3.49,1,-1,0,2022-02-22 07:51:41.600,2321.452,2022:2:22:7:51:41:600
4031263783,201119700,2022:2:22:7:51:41,3,11.383246,47.3119619,2321395,38,-37,19,53,35443078,168,11,925446919,10.41,3.49,1,-1,0,2022-02-22 07:51:41.700,2321.395,2022:2:22:7:51:41:700
4031364604,201119800,2022:2:22:7:51:41,3,11.3832458,47.3119616,2321427,-55,-71,11,90,35443078,201,10,925446919,10.41,3.49,1,-1,0,2022-02-22 07:51:41.800,2321.427,2022:2:22:7:51:41:800
4031463604,201119900,2022:2:22:7:51:41,3,11.3832462,47.3119616,2321412,-20,42,3,46,35443078,201,10,925446919,10.41,3.49,1,-1,0,2022-02-22 07:51:41.900,2321.412,2022:2:22:7:51:41:900
4031566603,201120000,2022:2:22:7:51:42,3,11.3832462,47.3119616,2321400,17,43,9,46,35443078,201,10,925512455,10.43,3.19,1,-1,0,2022-02-22 07:51:42.000,2321.4,2022:2:22:7:51:42:0
4031665552,201120100,2022:2:22:7:51:42,3,11.3832463,47.3119616,2321415,32,14,11,35,35443078,225,9,925512455,10.43,3.19,1,-1,0,2022-02-22 07:51:42.100,2321.415,2022:2:22:7:51:42:100
4031766314,201120200,2022:2:22:7:51:42,3,11.3832464,47.3119615,2321451,49,45,0,66,35443078,168,11,925512455,10.43,3.19,1,-1,0,2022-02-22 07:51:42.200,2321.451,2022:2:22:7:51:42:200
4031865263,201120300,2022:2:22:7:51:42,3,11.3832465,47.3119613,2321463,-23,31,1,38,35443078,168,11,925512455,10.43,3.19,1,-1,0,2022-02-22 07:51:42.300,2321.463,2022:2:22:7:51:42:300
4031966102,201120400,2022:2:22:7:51:42,3,11.3832467,47.3119612,2321485,-10,47,2,48,35443078,168,11,925512455,10.43,3.19,0,-1,0,2022-02-22 07:51:42.400,2321.485,2022:2:22:7:51:42:400
4032065538,201120500,2022:2:22:7:51:42,3,11.3832468,47.3119613,2321465,8,27,8,28,35443078,168,11,925512455,10.43,3.19,0,-1,0,2022-02-22 07:51:42.500,2321.465,2022:2:22:7:51:42:500
4032165926,201120600,2022:2:22:7:51:42,3,11.3832467,47.3119612,2321500,35,1,-2,35,35443078,168,11,925512455,10.43,3.19,0,-1,0,2022-02-22 07:51:42.600,2321.5,2022:2:22:7:51:42:600
4032265763,201120700,2022:2:22:7:51:42,3,11.3832466,47.3119611,2321486,-37,-36,4,51,35443078,168,11,925512455,10.41,3.67,0,-1,0,2022-02-22 07:51:42.700,2321.486,2022:2:22:7:51:42:700
4032366164,201120800,2022:2:22:7:51:42,3,11.3832467,47.3119611,2321514,20,-5,0,20,35443078,168,11,925512455,10.41,3.67,0,-1,0,2022-02-22 07:51:42.800,2321.514,2022:2:22:7:51:42:800
4032463852,201120900,2022:2:22:7:51:42,3,11.3832469,47.3119613,2321478,18,7,12,19,35443078,168,11,925512455,10.41,3.67,0,-1,0,2022-02-22 07:51:42.900,2321.478,2022:2:22:7:51:42:900
4032566417,201121000,2022:2:22:7:51:43,3,11.3832472,47.3119614,2321505,120,88,2,149,35443078,201,10,925577991,10.41,3.67,0,-1,0,2022-02-22 07:51:43.000,2321.505,2022:2:22:7:51:43:0
4032664957,201121100,2022:2:22:7:51:43,3,11.3832474,47.3119614,2321487,8,90,8,90,35443078,168,11,925577991,10.41,3.67,0,-1,0,2022-02-22 07:51:43.100,2321.487,2022:2:22:7:51:43:100
4032765332,201121200,2022:2:22:7:51:43,3,11.3832474,47.3119614,2321469,-2,16,16,16,35443078,171,10,925577991,10.41,3.67,0,-1,0,2022-02-22 07:51:43.200,2321.469,2022:2:22:7:51:43:200
4032864092,201121300,2022:2:22:7:51:43,3,11.3832472,47.3119613,2321508,2,-29,2,29,35443078,168,11,925577991,10.41,3.67,0,-1,0,2022-02-22 07:51:43.300,2321.508,2022:2:22:7:51:43:300
4032966308,201121400,2022:2:22:7:51:43,3,11.3832475,47.3119614,2321487,15,28,13,31,35443078,168,11,925577991,10.41,3.67,1,-1,0,2022-02-22 07:51:43.400,2321.487,2022:2:22:7:51:43:400
4033064220,201121500,2022:2:22:7:51:43,3,11.3832479,47.3119615,2321438,25,77,33,81,35443078,168,11,925577991,10.39,3.37,1,-1,0,2022-02-22 07:51:43.500,2321.438,2022:2:22:7:51:43:500
4033164997,201121600,2022:2:22:7:51:43,3,11.3832476,47.3119614,2321469,13,-41,25,43,35443078,171,10,925577991,10.39,3.37,1,-1,0,2022-02-22 07:51:43.600,2321.469,2022:2:22:7:51:43:600
4033263810,201121700,2022:2:22:7:51:43,3,11.3832476,47.3119614,2321470,53,-25,21,58,35443078,171,10,925577991,10.39,3.37,1,-1,0,2022-02-22 07:51:43.700,2321.47,2022:2:22:7:51:43:700
4033366021,201121800,2022:2:22:7:51:43,3,11.3832479,47.3119615,2321464,25,35,20,42,35443078,171,10,925577991,10.39,3.37,1,-1,0,2022-02-22 07:51:43.800,2321.464,2022:2:22:7:51:43:800
4033464564,201121900,2022:2:22:7:51:43,3,11.3832479,47.3119616,2321406,13,-41,41,43,35443078,171,10,925577991,10.39,3.37,1,-1,0,2022-02-22 07:51:43.900,2321.406,2022:2:22:7:51:43:900
4033566770,201122000,2022:2:22:7:51:44,3,11.3832479,47.3119616,2321435,49,-30,29,58,35443078,171,10,925643527,10.39,3.37,1,-1,0,2022-02-22 07:51:44.000,2321.435,2022:2:22:7:51:44:0
4033663821,201122100,2022:2:22:7:51:44,3,11.383248,47.3119614,2321446,-15,8,25,17,35443078,171,10,925643527,10.39,3.37,1,-1,0,2022-02-22 07:51:44.100,2321.446,2022:2:22:7:51:44:100
4033765748,201122200,2022:2:22:7:51:44,3,11.383248,47.3119613,2321448,-35,-18,19,40,35443078,171,10,925643527,10.25,3.55,1,-1,0,2022-02-22 07:51:44.200,2321.448,2022:2:22:7:51:44:200
4033864292,201122300,2022:2:22:7:51:44,3,11.3832484,47.3119616,2321404,62,23,29,66,35443078,171,10,925643527,10.25,3.55,1,-1,0,2022-02-22 07:51:44.300,2321.404,2022:2:22:7:51:44:300
4033966518,201122400,2022:2:22:7:51:44,3,11.3832483,47.3119615,2321423,34,-15,17,37,35443078,171,10,925643527,10.25,3.55,0,-1,0,2022-02-22 07:51:44.400,2321.423,2022:2:22:7:51:44:400
4034063586,201122500,2022:2:22:7:51:44,3,11.3832485,47.3119614,2321407,11,31,24,33,35443078,171,10,925643527,10.25,3.55,0,-1,0,2022-02-22 07:51:44.500,2321.407,2022:2:22:7:51:44:500
4034165804,201122600,2022:2:22:7:51:44,3,11.3832487,47.3119615,2321392,42,42,26,60,35443078,171,10,925643527,10.25,3.55,0,-1,0,2022-02-22 07:51:44.600,2321.392,2022:2:22:7:51:44:600
4034264341,201122700,2022:2:22:7:51:44,3,11.3832486,47.3119613,2321410,1,-8,11,8,35443078,171,10,925643527,10.25,3.55,0,-1,0,2022-02-22 07:51:44.700,2321.41,2022:2:22:7:51:44:700
4034365075,201122800,2022:2:22:7:51:44,3,11.3832487,47.3119613,2321392,14,9,17,16,35443078,171,10,925643527,10.25,3.55,0,-1,0,2022-02-22 07:51:44.800,2321.392,2022:2:22:7:51:44:800
4034465857,201122900,2022:2:22:7:51:44,3,11.3832485,47.3119612,2321372,-32,-61,23,69,35443078,171,10,925643527,10.25,3.55,0,-1,0,2022-02-22 07:51:44.900,2321.372,2022:2:22:7:51:44:900
4034565646,201123000,2022:2:22:7:51:45,3,11.3832486,47.3119611,2321386,4,-21,15,22,35443078,171,10,925709063,10.43,3.49,0,-1,0,2022-02-22 07:51:45.000,2321.386,2022:2:22:7:51:45:0
4034666030,201123100,2022:2:22:7:51:45,3,11.3832486,47.3119611,2321388,17,-52,11,54,35443078,171,10,925709063,10.43,3.49,0,-1,0,2022-02-22 07:51:45.100,2321.388,2022:2:22:7:51:45:100
4034766406,201123200,2022:2:22:7:51:45,3,11.3832488,47.311961,2321396,-34,20,7,39,35443078,171,10,925709063,10.43,3.49,0,-1,0,2022-02-22 07:51:45.200,2321.396,2022:2:22:7:51:45:200
4034865385,201123300,2022:2:22:7:51:45,3,11.3832489,47.311961,2321404,38,12,3,40,35443078,171,10,925709063,10.43,3.49,0,-1,0,2022-02-22 07:51:45.300,2321.404,2022:2:22:7:51:45:300
4034966165,201123400,2022:2:22:7:51:45,3,11.3832488,47.3119609,2321416,-8,-36,-8,37,35443078,171,10,925709063,10.43,3.49,1,-1,0,2022-02-22 07:51:45.400,2321.416,2022:2:22:7:51:45:400
4035064728,201123500,2022:2:22:7:51:45,3,11.383249,47.311961,2321371,-23,-26,13,35,35443078,171,10,925709063,10.43,3.49,1,-1,0,2022-02-22 07:51:45.500,2321.371,2022:2:22:7:51:45:500
4035166942,201123600,2022:2:22:7:51:45,3,11.3832491,47.3119611,2321353,31,-12,21,33,35443078,171,10,925709063,10.43,3.49,1,-1,0,2022-02-22 07:51:45.600,2321.353,2022:2:22:7:51:45:600
4035265306,201123700,2022:2:22:7:51:45,3,11.3832491,47.3119609,2321358,-34,-34,19,48,35443078,171,10,925709063,10.37,3.53,1,-1,0,2022-02-22 07:51:45.700,2321.358,2022:2:22:7:51:45:700
4035367528,201123800,2022:2:22:7:51:45,3,11.3832489,47.3119609,2321390,5,-69,6,69,35443078,171,10,925709063,10.37,3.53,1,-1,0,2022-02-22 07:51:45.800,2321.39,2022:2:22:7:51:45:800
4035464233,201123900,2022:2:22:7:51:45,3,11.3832493,47.311961,2321378,27,-1,11,27,35443078,225,9,925709063,10.37,3.53,1,-1,0,2022-02-22 07:51:45.900,2321.378,2022:2:22:7:51:45:900
4035566793,201124000,2022:2:22:7:51:46,3,11.3832497,47.3119611,2321352,18,62,23,65,35443078,171,10,925774599,10.37,3.53,1,-1,0,2022-02-22 07:51:46.000,2321.352,2022:2:22:7:51:46:0
4035665833,201124100,2022:2:22:7:51:46,3,11.3832495,47.311961,2321391,20,-7,11,21,35443078,168,11,925774599,10.37,3.53,1,-1,0,2022-02-22 07:51:46.100,2321.391,2022:2:22:7:51:46:100
4035768052,201124200,2022:2:22:7:51:46,3,11.3832496,47.3119611,2321386,35,-23,13,42,35443078,171,10,925774599,10.37,3.53,1,-1,0,2022-02-22 07:51:46.200,2321.386,2022:2:22:7:51:46:200
4035864797,201124300,2022:2:22:7:51:46,3,11.3832498,47.3119611,2321373,-20,1,16,21,35443078,171,10,925774599,10.37,3.53,1,-1,0,2022-02-22 07:51:46.300,2321.373,2022:2:22:7:51:46:300
4035965177,201124400,2022:2:22:7:51:46,3,11.3832499,47.3119611,2321404,23,29,8,37,35443078,168,11,925774599,10.37,3.53,0,-1,0,2022-02-22 07:51:46.400,2321.404,2022:2:22:7:51:46:400
4036067333,201124500,2022:2:22:7:51:46,3,11.38325,47.311961,2321407,-11,32,12,34,35443078,171,10,925774599,10.41,3.19,0,-1,0,2022-02-22 07:51:46.500,2321.407,2022:2:22:7:51:46:500
4036168092,201124600,2022:2:22:7:51:46,3,11.3832501,47.311961,2321437,13,25,-1,29,35443078,171,10,925774599,10.41,3.19,0,-1,0,2022-02-22 07:51:46.600,2321.437,2022:2:22:7:51:46:600
4036264806,201124700,2022:2:22:7:51:46,3,11.3832501,47.311961,2321421,21,-1,9,21,35443078,171,10,925774599,10.41,3.19,0,-1,0,2022-02-22 07:51:46.700,2321.421,2022:2:22:7:51:46:700
4036367017,201124800,2022:2:22:7:51:46,3,11.3832503,47.3119608,2321465,-37,7,-7,38,35443078,171,10,925774599,10.41,3.19,0,-1,0,2022-02-22 07:51:46.800,2321.465,2022:2:22:7:51:46:800
4036466137,201124900,2022:2:22:7:51:46,3,11.3832504,47.3119609,2321429,-9,-4,5,10,35443078,171,10,925774599,10.41,3.19,0,-1,0,2022-02-22 07:51:46.900,2321.429,2022:2:22:7:51:46:900
4036568368,201125000,2022:2:22:7:51:47,3,11.3832506,47.311961,2321412,14,41,12,43,35443078,171,10,925840135,10.41,3.19,0,-1,0,2022-02-22 07:51:47.000,2321.412,2022:2:22:7:51:47:0
4036665062,201125100,2022:2:22:7:51:47,3,11.3832505,47.311961,2321434,31,-14,1,34,35443078,171,10,925840135,10.41,3.19,0,-1,0,2022-02-22 07:51:47.100,2321.434,2022:2:22:7:51:47:100
4036767045,201125200,2022:2:22:7:51:47,3,11.3832506,47.311961,2321429,4,-21,2,22,35443078,171,10,925840135,10.45,3.75,0,-1,0,2022-02-22 07:51:47.200,2321.429,2022:2:22:7:51:47:200
4036866253,201125300,2022:2:22:7:51:47,3,11.3832507,47.3119609,2321459,10,16,-9,18,35443078,171,10,925840135,10.45,3.75,0,-1,0,2022-02-22 07:51:47.300,2321.459,2022:2:22:7:51:47:300
4036966645,201125400,2022:2:22:7:51:47,3,11.3832508,47.3119611,2321431,37,15,3,40,35443078,171,10,925840135,10.45,3.75,1,-1,0,2022-02-22 07:51:47.400,2321.431,2022:2:22:7:51:47:400
4037065193,201125500,2022:2:22:7:51:47,3,11.3832508,47.311961,2321433,-31,-13,11,34,35443078,171,10,925840135,10.45,3.75,1,-1,0,2022-02-22 07:51:47.500,2321.433,2022:2:22:7:51:47:500
4037165565,201125600,2022:2:22:7:51:47,3,11.3832509,47.3119611,2321441,63,-4,6,63,35443078,171,10,925840135,10.45,3.75,1,-1,0,2022-02-22 07:51:47.600,2321.441,2022:2:22:7:51:47:600
4037264860,201125700,2022:2:22:7:51:47,3,11.3832509,47.311961,2321453,4,-24,1,25,35443078,171,10,925840135,10.45,3.75,1,-1,0,2022-02-22 07:51:47.700,2321.453,2022:2:22:7:51:47:700
4037365583,201125800,2022:2:22:7:51:47,3,11.383251,47.311961,2321434,-14,7,10,16,35443078,171,10,925840135,10.45,3.75,1,-1,0,2022-02-22 07:51:47.800,2321.434,2022:2:22:7:51:47:800
4037464111,201125900,2022:2:22:7:51:47,3,11.3832512,47.3119611,2321424,9,24,18,25,35443078,171,10,925840135,10.45,3.75,1,-1,0,2022-02-22 07:51:47.900,2321.424,2022:2:22:7:51:47:900
4037565698,201126000,2022:2:22:7:51:48,3,11.3832509,47.311961,2321450,34,-42,11,54,35443078,171,10,925905671,10.43,3.55,1,-1,0,2022-02-22 07:51:48.000,2321.45,2022:2:22:7:51:48:0
4037665252,201126100,2022:2:22:7:51:48,3,11.383251,47.311961,2321430,8,-36,20,37,35443078,171,10,925905671,10.43,3.55,1,-1,0,2022-02-22 07:51:48.100,2321.43,2022:2:22:7:51:48:100
4037765628,201126200,2022:2:22:7:51:48,3,11.383251,47.311961,2321429,-12,-45,24,47,35443078,171,10,925905671,10.43,3.55,1,-1,0,2022-02-22 07:51:48.200,2321.429,2022:2:22:7:51:48:200
4037866021,201126300,2022:2:22:7:51:48,3,11.3832511,47.3119609,2321443,-2,-19,14,19,35443078,171,10,925905671,10.43,3.55,1,-1,0,2022-02-22 07:51:48.300,2321.443,2022:2:22:7:51:48:300
4037964964,201126400,2022:2:22:7:51:48,3,11.3832511,47.311961,2321435,21,-33,22,40,35443078,225,9,925905671,10.43,3.55,0,-1,0,2022-02-22 07:51:48.400,2321.435,2022:2:22:7:51:48:400
4038064520,201126500,2022:2:22:7:51:48,3,11.3832511,47.3119609,2321452,-2,-35,10,35,35443078,225,9,925905671,10.43,3.55,0,-1,0,2022-02-22 07:51:48.500,2321.452,2022:2:22:7:51:48:500
4038164905,201126600,2022:2:22:7:51:48,3,11.3832512,47.3119608,2321456,-47,-22,10,52,35443078,225,9,925905671,10.43,3.55,0,-1,0,2022-02-22 07:51:48.600,2321.456,2022:2:22:7:51:48:600
4038264652,201126700,2022:2:22:7:51:48,3,11.3832515,47.3119609,2321447,33,25,14,42,35443078,225,9,925905671,10.41,3.25,0,-1,0,2022-02-22 07:51:48.700,2321.447,2022:2:22:7:51:48:700
4038365019,201126800,2022:2:22:7:51:48,3,11.3832513,47.3119609,2321454,-32,-36,13,48,35443078,171,10,925905671,10.41,3.25,0,-1,0,2022-02-22 07:51:48.800,2321.454,2022:2:22:7:51:48:800
4038465412,201126900,2022:2:22:7:51:48,3,11.3832514,47.3119608,2321467,-2,-20,13,20,35443078,171,10,925905671,10.41,3.25,0,-1,0,2022-02-22 07:51:48.900,2321.467,2022:2:22:7:51:48:900
4038566280,201127000,2022:2:22:7:51:49,3,11.3832514,47.3119609,2321469,27,-43,13,51,35443078,171,10,925971207,10.41,3.25,0,-1,0,2022-02-22 07:51:49.000,2321.469,2022:2:22:7:51:49:0
4038664822,201127100,2022:2:22:7:51:49,3,11.3832517,47.311961,2321465,69,30,16,75,35443078,171,10,925971207,10.41,3.25,0,-1,0,2022-02-22 07:51:49.100,2321.465,2022:2:22:7:51:49:100
4038767030,201127200,2022:2:22:7:51:49,3,11.3832519,47.3119611,2321431,14,17,27,22,35443078,171,10,925971207,10.41,3.25,0,-1,0,2022-02-22 07:51:49.200,2321.431,2022:2:22:7:51:49:200
4038865582,201127300,2022:2:22:7:51:49,3,11.3832519,47.3119611,2321437,10,15,26,18,35443078,168,11,925971207,10.41,3.25,0,-1,0,2022-02-22 07:51:49.300,2321.437,2022:2:22:7:51:49:300
4038966098,201127400,2022:2:22:7:51:49,3,11.383252,47.3119611,2321451,47,30,20,55,35443078,168,11,925971207,10.41,3.25,1,-1,0,2022-02-22 07:51:49.400,2321.451,2022:2:22:7:51:49:400
4039065860,201127500,2022:2:22:7:51:49,3,11.383252,47.3119611,2321462,38,-1,21,38,35443078,168,11,925971207,10.43,3.67,1,-1,0,2022-02-22 07:51:49.500,2321.462,2022:2:22:7:51:49:500
4039166599,201127600,2022:2:22:7:51:49,3,11.3832523,47.3119612,2321453,7,55,26,56,35443078,168,11,925971207,10.43,3.67,1,-1,0,2022-02-22 07:51:49.600,2321.453,2022:2:22:7:51:49:600
4039265134,201127700,2022:2:22:7:51:49,3,11.3832524,47.3119612,2321454,19,60,30,63,35443078,168,11,925971207,10.43,3.67,1,-1,0,2022-02-22 07:51:49.700,2321.454,2022:2:22:7:51:49:700
4039367510,201127800,2022:2:22:7:51:49,3,11.3832523,47.3119612,2321470,22,-1,21,22,35443078,168,11,925971207,10.43,3.67,1,-1,0,2022-02-22 07:51:49.800,2321.47,2022:2:22:7:51:49:800
4039466099,201127900,2022:2:22:7:51:49,3,11.3832523,47.3119612,2321464,6,-5,26,8,35443078,168,11,925971207,10.43,3.67,1,-1,0,2022-02-22 07:51:49.900,2321.464,2022:2:22:7:51:49:900
4039566461,201128000,2022:2:22:7:51:50,3,11.3832521,47.3119611,2321477,0,-41,25,41,35443078,168,11,926036743,10.43,3.67,1,-1,0,2022-02-22 07:51:50.000,2321.477,2022:2:22:7:51:50:0
4039664991,201128100,2022:2:22:7:51:50,3,11.3832521,47.3119611,2321483,42,-16,22,45,35443078,168,11,926036743,10.43,3.67,1,-1,0,2022-02-22 07:51:50.100,2321.483,2022:2:22:7:51:50:100
