#microcontroller time [micro seconds],iTow[ms],utc[year:month:day:hour:minute:second],fixType[0-5],longitude[deg],latitude[deg],height[mm],velN[mm/s],velE[mm/s],velD[mm/s],gSpeed[mm/s],headMot[deg1e-5],pDop[],numSV[],ttff[ms],ambientTemp[C],objectTemp[C],gpsFlag[],check if syncFlag switched [bool],micros of switching time [us]#,date[ms],timestamp,height[m],v_total
3530488386,198076300,2023:3:28:7:0:58,3,11.3823568,47.3104555,2154205,27,28,17,38,16956430,0.0392,9,926547975,0.51,-0.81,1,-1,0,2023:3:28:7:0:58:300,2023-03-28 07:00:58.300,2154.205,0.042449970553582246
3530589641,198076400,2023:3:28:7:0:58,3,11.3823568,47.3104554,2154209,54,25,19,59,16956430,0.0392,9,926547975,0.51,-0.81,1,-1,0,2023:3:28:7:0:58:400,2023-03-28 07:00:58.400,2154.209,0.06246599074696566
3530689035,198076500,2023:3:28:7:0:58,3,11.3823568,47.3104556,2154134,84,25,29,88,16956430,0.0392,9,926547975,0.51,-0.81,1,-1,0,2023:3:28:7:0:58:500,2023-03-28 07:00:58.500,2154.134,0.09231467922275417
3530788057,198076600,2023:3:28:7:0:58,3,11.3823568,47.3104555,2154131,6,-10,24,12,16956430,0.0392,9,926547975,0.51,-0.81,1,-1,0,2023:3:28:7:0:58:600,2023-03-28 07:00:58.600,2154.131,0.026683328128252668
3530887058,198076700,2023:3:28:7:0:58,3,11.3823569,47.3104555,2154123,19,35,23,40,16956430,0.0392,9,926547975,0.51,-0.81,1,-1,0,2023:3:28:7:0:58:700,2023-03-28 07:00:58.700,2154.123,0.04598912915026768
3530988358,198076800,2023:3:28:7:0:58,3,11.382357,47.3104555,2154116,33,36,19,48,16956430,0.0392,9,926547975,0.51,-0.81,1,-1,0,2023:3:28:7:0:58:800,2023-03-28 07:00:58.800,2154.116,0.05240229002629561
3531085555,198076900,2023:3:28:7:0:58,3,11.3823569,47.3104557,2154013,33,-1,40,33,16956430,0.0392,9,926547975,0.51,-0.81,0,-1,0,2023:3:28:7:0:58:900,2023-03-28 07:00:58.900,2154.013,0.05186520991955976
3531190078,198077000,2023:3:28:7:0:59,3,11.3823568,47.3104557,2154068,54,-40,20,67,16956430,0.0392,9,926613511,0.51,-0.81,0,-1,0,2023:3:28:7:0:59:0,2023-03-28 07:00:59.000,2154.068,0.07011419257183242
3531288861,198077100,2023:3:28:7:0:59,3,11.3823569,47.3104558,2153994,-10,11,32,14,16956430,0.0392,9,926613511,0.49,-0.65,0,-1,0,2023:3:28:7:0:59:100,2023-03-28 07:00:59.100,2153.994,0.0352845575287547
3531388409,198077200,2023:3:28:7:0:59,3,11.3823569,47.3104558,2154021,8,-4,21,9,16956430,0.0392,9,926613511,0.49,-0.65,0,-1,0,2023:3:28:7:0:59:200,2023-03-28 07:00:59.200,2154.021,0.022825424421026655
3531487418,198077300,2023:3:28:7:0:59,3,11.382357,47.3104561,2153969,42,42,27,60,16956430,0.0392,9,926613511,0.49,-0.65,0,-1,0,2023:3:28:7:0:59:300,2023-03-28 07:00:59.300,2153.969,0.06524568951279464
3531588249,198077400,2023:3:28:7:0:59,3,11.3823569,47.3104562,2153920,24,-11,36,27,16956430,0.0392,9,926613511,0.49,-0.65,0,-1,0,2023:3:28:7:0:59:400,2023-03-28 07:00:59.400,2153.92,0.04464302857109943
3531687266,198077500,2023:3:28:7:0:59,3,11.3823569,47.3104562,2153945,3,-49,21,49,16956430,0.0392,9,926613511,0.49,-0.65,0,-1,0,2023:3:28:7:0:59:500,2023-03-28 07:00:59.500,2153.945,0.05339475629684998
3531788738,198077600,2023:3:28:7:0:59,3,11.382357,47.3104565,2153841,12,24,44,27,16956430,0.0392,9,926613511,0.49,-0.65,0,-1,0,2023:3:28:7:0:59:600,2023-03-28 07:00:59.600,2153.841,0.0515363949069005
3531888169,198077700,2023:3:28:7:0:59,3,11.3823571,47.3104565,2153858,23,35,35,42,16956430,0.053200000000000004,8,926613511,0.49,-0.65,0,-1,0,2023:3:28:7:0:59:700,2023-03-28 07:00:59.700,2153.858,0.05458021619598076
3531988356,198077800,2023:3:28:7:0:59,3,11.3823571,47.3104568,2153825,15,-37,30,40,16956430,0.0392,9,926613511,0.51,-0.69,0,-1,0,2023:3:28:7:0:59:800,2023-03-28 07:00:59.800,2153.825,0.04993996395673509
3532089230,198077900,2023:3:28:7:0:59,3,11.3823572,47.310457,2153764,16,32,37,36,16956430,0.0392,9,926613511,0.51,-0.69,1,-1,0,2023:3:28:7:0:59:900,2023-03-28 07:00:59.900,2153.764,0.05146843692983108
3532187289,198078000,2023:3:28:7:1:0,3,11.3823572,47.3104572,2153741,36,11,35,37,16956430,0.0392,9,922747143,0.51,-0.69,1,-1,0,2023:3:28:7:1:0:0,2023-03-28 07:01:00.000,2153.741,0.05140038910358559
3532289957,198078100,2023:3:28:7:1:0,3,11.3823571,47.3104573,2153705,-38,-76,31,85,16956430,0.0392,9,922747143,0.51,-0.69,1,-1,0,2023:3:28:7:1:0:100,2023-03-28 07:01:00.100,2153.705,0.090448880590088
3532385314,198078200,2023:3:28:7:1:0,3,11.3823573,47.3104575,2153655,28,32,35,42,16956430,0.0392,9,922747143,0.51,-0.69,1,-1,0,2023:3:28:7:1:0:200,2023-03-28 07:01:00.200,2153.655,0.05507267925205746
3532488335,198078300,2023:3:28:7:1:0,3,11.3823574,47.3104576,2153639,30,31,34,43,16956430,0.0392,9,922747143,0.51,-0.69,1,-1,0,2023:3:28:7:1:0:300,2023-03-28 07:01:00.300,2153.639,0.054927224579437835
3532587345,198078400,2023:3:28:7:1:0,3,11.3823574,47.3104578,2153605,-25,-8,28,27,16956430,0.0392,9,922747143,0.51,-0.69,1,-1,0,2023:3:28:7:1:0:400,2023-03-28 07:01:00.400,2153.605,0.03837968212479098
3532690158,198078500,2023:3:28:7:1:0,3,11.3823573,47.3104579,2153560,-1,-58,33,58,16956430,0.0392,9,922747143,0.51,-0.69,1,-1,0,2023:3:28:7:1:0:500,2023-03-28 07:01:00.500,2153.56,0.06673829485385434
3532788606,198078600,2023:3:28:7:1:0,3,11.3823574,47.3104582,2153526,32,11,28,34,16956430,0.0392,9,922747143,0.49,-0.65,1,-1,0,2023:3:28:7:1:0:600,2023-03-28 07:01:00.600,2153.526,0.0439203825119955
3532887616,198078700,2023:3:28:7:1:0,3,11.3823573,47.3104582,2153504,-37,-29,28,47,16956430,0.0392,9,922747143,0.49,-0.65,1,-1,0,2023:3:28:7:1:0:700,2023-03-28 07:01:00.700,2153.504,0.05471745608121781
3532990314,198078800,2023:3:28:7:1:0,3,11.3823573,47.3104584,2153429,-43,-1,35,43,16956430,0.0392,9,922747143,0.49,-0.65,1,-1,0,2023:3:28:7:1:0:800,2023-03-28 07:01:00.800,2153.429,0.05545268253204708
3533088041,198078900,2023:3:28:7:1:0,3,11.3823574,47.3104585,2153464,5,10,21,11,16956430,0.0392,9,922747143,0.49,-0.65,0,-1,0,2023:3:28:7:1:0:900,2023-03-28 07:01:00.900,2153.464,0.02379075450674064
3533188867,198079000,2023:3:28:7:1:1,3,11.3823573,47.3104587,2153379,-23,-10,34,26,16956430,0.0392,9,922812679,0.49,-0.65,0,-1,0,2023:3:28:7:1:1:0,2023-03-28 07:01:01.000,2153.379,0.042249260348555216
3533289718,198079100,2023:3:28:7:1:1,3,11.3823574,47.3104587,2153422,18,20,20,27,16956430,0.0392,9,922812679,0.49,-0.65,0,-1,0,2023:3:28:7:1:1:100,2023-03-28 07:01:01.100,2153.422,0.03352610922848042
3533388750,198079200,2023:3:28:7:1:1,3,11.3823573,47.310459,2153353,28,-37,31,47,16956430,0.0392,9,922812679,0.49,-0.65,0,-1,0,2023:3:28:7:1:1:200,2023-03-28 07:01:01.200,2153.353,0.055803225713214825
3533489294,198079300,2023:3:28:7:1:1,3,11.3823573,47.3104591,2153319,15,21,31,26,16956430,0.0392,9,922812679,0.51,-0.97,0,-1,0,2023:3:28:7:1:1:300,2023-03-28 07:01:01.300,2153.319,0.04033608806019741
3533588314,198079400,2023:3:28:7:1:1,3,11.3823573,47.3104593,2153315,17,7,23,19,16956430,0.0392,9,922812679,0.51,-0.97,0,-1,0,2023:3:28:7:1:1:400,2023-03-28 07:01:01.400,2153.315,0.029444863728670913
3533687730,198079500,2023:3:28:7:1:1,3,11.3823572,47.3104594,2153292,10,-33,24,34,16956430,0.0392,9,922812679,0.51,-0.97,0,-1,0,2023:3:28:7:1:1:500,2023-03-28 07:01:01.500,2153.292,0.04201190307520001
3533788592,198079600,2023:3:28:7:1:1,3,11.3823573,47.3104596,2153202,-19,11,41,22,16956430,0.0392,9,922812679,0.51,-0.97,0,-1,0,2023:3:28:7:1:1:600,2023-03-28 07:01:01.600,2153.202,0.04650806381693394
3533889861,198079700,2023:3:28:7:1:1,3,11.3823573,47.3104597,2153237,31,2,23,31,16956430,0.0392,9,922812679,0.51,-0.97,0,-1,0,2023:3:28:7:1:1:700,2023-03-28 07:01:01.700,2153.237,0.03865229618017538
3533987033,198079800,2023:3:28:7:1:1,3,11.3823573,47.31046,2153186,29,-45,24,53,16956430,0.0392,9,922812679,0.51,-0.97,0,-1,0,2023:3:28:7:1:1:800,2023-03-28 07:01:01.800,2153.186,0.05866856057549052
3534087887,198079900,2023:3:28:7:1:1,3,11.3823573,47.31046,2153164,-5,12,31,13,16956430,0.0392,9,922812679,0.51,-0.97,1,-1,0,2023:3:28:7:1:1:900,2023-03-28 07:01:01.900,2153.164,0.03361547262794322
3534186881,198080000,2023:3:28:7:1:2,3,11.3823574,47.3104602,2153119,33,14,33,36,16956430,0.0392,9,922878215,0.51,-0.97,1,-1,0,2023:3:28:7:1:2:0,2023-03-28 07:01:02.000,2153.119,0.04872371086031933
3534289841,198080100,2023:3:28:7:1:2,3,11.3823574,47.3104603,2153107,-3,5,31,6,16956430,0.0392,9,922878215,0.51,-0.73,1,-1,0,2023:3:28:7:1:2:100,2023-03-28 07:01:02.100,2153.107,0.031543620591175006
3534387023,198080200,2023:3:28:7:1:2,3,11.3823573,47.3104605,2153033,23,7,44,24,16956430,0.0392,9,922878215,0.51,-0.73,1,-1,0,2023:3:28:7:1:2:200,2023-03-28 07:01:02.200,2153.033,0.0501398045468867
3534489697,198080300,2023:3:28:7:1:2,3,11.3823574,47.3104606,2153046,25,12,30,27,16956430,0.0392,9,922878215,0.51,-0.73,1,-1,0,2023:3:28:7:1:2:300,2023-03-28 07:01:02.300,2153.046,0.040853396431630995
3534588763,198080400,2023:3:28:7:1:2,3,11.3823574,47.3104606,2153039,6,-5,27,8,16956430,0.0392,9,922878215,0.51,-0.73,1,-1,0,2023:3:28:7:1:2:400,2023-03-28 07:01:02.400,2153.039,0.02810693864511039
3534690240,198080500,2023:3:28:7:1:2,3,11.3823574,47.3104609,2152963,3,9,34,9,16956430,0.0392,9,922878215,0.51,-0.73,1,-1,0,2023:3:28:7:1:2:500,2023-03-28 07:01:02.500,2152.963,0.03529872518944558
3534789242,198080600,2023:3:28:7:1:2,3,11.3823573,47.3104609,2152939,24,1,36,24,16956430,0.053200000000000004,8,922878215,0.51,-0.73,1,-1,0,2023:3:28:7:1:2:600,2023-03-28 07:01:02.600,2152.939,0.0432781700167648
3534888617,198080700,2023:3:28:7:1:2,3,11.3823572,47.310461,2152912,25,-37,33,45,16956430,0.0392,9,922878215,0.51,-0.73,1,-1,0,2023:3:28:7:1:2:700,2023-03-28 07:01:02.700,2152.912,0.055524769247606964
3534987007,198080800,2023:3:28:7:1:2,3,11.3823572,47.3104611,2152898,49,-14,30,51,16956430,0.0392,9,922878215,0.53,-0.65,1,-1,0,2023:3:28:7:1:2:800,2023-03-28 07:01:02.800,2152.898,0.05913543776789008
3535087859,198080900,2023:3:28:7:1:2,3,11.3823572,47.310461,2152872,-92,-4,29,93,16956430,0.0392,9,922878215,0.53,-0.65,0,-1,0,2023:3:28:7:1:2:900,2023-03-28 07:01:02.900,2152.872,0.09654532614269838
3535188819,198081000,2023:3:28:7:1:3,3,11.3823572,47.3104612,2152834,-63,-10,20,64,16956430,0.0392,9,922943751,0.53,-0.65,0,-1,0,2023:3:28:7:1:3:0,2023-03-28 07:01:03.000,2152.834,0.06685057965343308
3535289664,198081100,2023:3:28:7:1:3,3,11.3823571,47.3104613,2152834,-36,-34,11,50,16956430,0.0392,9,922943751,0.53,-0.65,0,-1,0,2023:3:28:7:1:3:100,2023-03-28 07:01:03.100,2152.834,0.05072474741188959
3535392368,198081200,2023:3:28:7:1:3,3,11.382357,47.3104613,2152814,-69,-54,9,88,16956430,0.0392,9,922943751,0.53,-0.65,0,-1,0,2023:3:28:7:1:3:200,2023-03-28 07:01:03.200,2152.814,0.0880795095354192
3535488158,198081300,2023:3:28:7:1:3,3,11.382357,47.3104614,2152799,-76,-49,4,91,16956430,0.0392,9,922943751,0.53,-0.65,0,-1,0,2023:3:28:7:1:3:300,2023-03-28 07:01:03.300,2152.799,0.090515192095029
3535589174,198081400,2023:3:28:7:1:3,3,11.382357,47.3104615,2152819,-34,-18,-5,39,16956430,0.0392,9,922943751,0.53,-0.65,0,-1,0,2023:3:28:7:1:3:400,2023-03-28 07:01:03.400,2152.819,0.03879432948254165
3535688201,198081500,2023:3:28:7:1:3,3,11.3823569,47.3104617,2152763,-11,-10,7,14,16956430,0.0392,9,922943751,0.53,-0.65,0,-1,0,2023:3:28:7:1:3:500,2023-03-28 07:01:03.500,2152.763,0.016431676725154984
3535790273,198081600,2023:3:28:7:1:3,3,11.382357,47.3104617,2152750,-3,36,14,36,16956430,0.0392,9,922943751,0.49,-0.65,0,-1,0,2023:3:28:7:1:3:600,2023-03-28 07:01:03.600,2152.75,0.03874274125562103
3535889306,198081700,2023:3:28:7:1:3,3,11.3823569,47.3104618,2152777,32,-23,3,40,16956430,0.0392,9,922943751,0.49,-0.65,0,-1,0,2023:3:28:7:1:3:700,2023-03-28 07:01:03.700,2152.777,0.03952214569073901
3535990401,198081800,2023:3:28:7:1:3,3,11.3823569,47.3104621,2152709,78,36,22,86,16956430,0.0392,9,922943751,0.49,-0.65,0,-1,0,2023:3:28:7:1:3:800,2023-03-28 07:01:03.800,2152.709,0.08867919710958146
3536087973,198081900,2023:3:28:7:1:3,3,11.382357,47.3104621,2152730,67,41,17,78,16956430,0.0392,9,922943751,0.49,-0.65,1,-1,0,2023:3:28:7:1:3:900,2023-03-28 07:01:03.900,2152.73,0.08036790404135223
3536190662,198082000,2023:3:28:7:1:4,3,11.3823569,47.3104621,2152705,21,-2,23,21,16956430,0.0392,9,923009287,0.49,-0.65,1,-1,0,2023:3:28:7:1:4:0,2023-03-28 07:01:04.000,2152.705,0.031208973068654472
3536287853,198082100,2023:3:28:7:1:4,3,11.382357,47.3104622,2152665,15,51,32,53,16956430,0.0392,9,923009287,0.49,-0.65,1,-1,0,2023:3:28:7:1:4:100,2023-03-28 07:01:04.100,2152.665,0.06204836822995428
3536389114,198082200,2023:3:28:7:1:4,3,11.3823569,47.3104625,2152674,104,-24,26,106,16956430,0.0392,9,923009287,0.49,-0.65,1,-1,0,2023:3:28:7:1:4:200,2023-03-28 07:01:04.200,2152.674,0.10985444915887567
3536489351,198082300,2023:3:28:7:1:4,3,11.382357,47.3104624,2152666,-23,16,27,28,16956430,0.0392,9,923009287,0.55,-0.45,1,-1,0,2023:3:28:7:1:4:300,2023-03-28 07:01:04.300,2152.666,0.03891015291668744
3536590218,198082400,2023:3:28:7:1:4,3,11.3823571,47.3104627,2152607,44,20,36,48,16956430,0.0392,9,923009287,0.55,-0.45,1,-1,0,2023:3:28:7:1:4:400,2023-03-28 07:01:04.400,2152.607,0.06026607669327745
3536689624,198082500,2023:3:28:7:1:4,3,11.3823571,47.3104626,2152663,25,-17,21,31,16956430,0.0392,9,923009287,0.55,-0.45,1,-1,0,2023:3:28:7:1:4:500,2023-03-28 07:01:04.500,2152.663,0.036810324638611926
3536789071,198082600,2023:3:28:7:1:4,3,11.3823572,47.3104627,2152598,22,21,39,30,16956430,0.0392,9,923009287,0.55,-0.45,1,-1,0,2023:3:28:7:1:4:600,2023-03-28 07:01:04.600,2152.598,0.04945705207551295
3536888073,198082700,2023:3:28:7:1:4,3,11.3823573,47.3104628,2152582,30,24,36,38,16956430,0.0392,9,923009287,0.55,-0.45,1,-1,0,2023:3:28:7:1:4:700,2023-03-28 07:01:04.700,2152.582,0.05264978632435273
3536990757,198082800,2023:3:28:7:1:4,3,11.3823572,47.3104629,2152505,-8,-19,44,21,16956430,0.0392,9,923009287,0.55,-0.45,1,-1,0,2023:3:28:7:1:4:800,2023-03-28 07:01:04.800,2152.505,0.04859012245302537
3537087971,198082900,2023:3:28:7:1:4,3,11.3823574,47.3104629,2152546,41,17,31,44,16956430,0.0392,9,923009287,0.55,-0.45,0,-1,0,2023:3:28:7:1:4:900,2023-03-28 07:01:04.900,2152.546,0.05413871073455666
3537191219,198083000,2023:3:28:7:1:5,3,11.3823574,47.3104632,2152489,31,-20,33,37,16956430,0.0392,9,923074823,0.55,-0.45,0,-1,0,2023:3:28:7:1:5:0,2023-03-28 07:01:05.000,2152.489,0.049497474683058325
3537288227,198083100,2023:3:28:7:1:5,3,11.3823575,47.3104632,2152471,-28,18,35,33,16956430,0.0392,9,923074823,0.57,-0.69,0,-1,0,2023:3:28:7:1:5:100,2023-03-28 07:01:05.100,2152.471,0.04830113870293329
3537390922,198083200,2023:3:28:7:1:5,3,11.3823574,47.3104633,2152475,28,-50,31,57,16956430,0.0392,9,923074823,0.57,-0.69,0,-1,0,2023:3:28:7:1:5:200,2023-03-28 07:01:05.200,2152.475,0.0651536645170477
3537488107,198083300,2023:3:28:7:1:5,3,11.3823576,47.3104633,2152462,-4,29,32,29,16956430,0.0392,9,923074823,0.57,-0.69,0,-1,0,2023:3:28:7:1:5:300,2023-03-28 07:01:05.300,2152.462,0.04337049688440288
3537589553,198083400,2023:3:28:7:1:5,3,11.3823575,47.3104632,2152467,-1,-14,34,14,16956430,0.0392,9,923074823,0.57,-0.69,0,-1,0,2023:3:28:7:1:5:400,2023-03-28 07:01:05.400,2152.467,0.036783148315499045
3537688556,198083500,2023:3:28:7:1:5,3,11.3823575,47.3104633,2152460,37,-1,36,37,16956430,0.0533,8,923074823,0.57,-0.69,0,-1,0,2023:3:28:7:1:5:500,2023-03-28 07:01:05.500,2152.46,0.05163332257370234
3537789340,198083600,2023:3:28:7:1:5,3,11.3823576,47.3104634,2152473,-4,-2,27,5,16956430,0.0392,9,923074823,0.57,-0.69,0,-1,0,2023:3:28:7:1:5:600,2023-03-28 07:01:05.600,2152.473,0.027367864366808017
3537888602,198083700,2023:3:28:7:1:5,3,11.3823576,47.3104634,2152471,5,10,27,11,16956430,0.0392,9,923074823,0.57,-0.69,0,-1,0,2023:3:28:7:1:5:700,2023-03-28 07:01:05.700,2152.471,0.029223278392404912
3537990610,198083800,2023:3:28:7:1:5,3,11.3823575,47.3104635,2152461,7,-22,27,23,16956430,0.0392,9,923074823,0.47,-1.09,0,-1,0,2023:3:28:7:1:5:800,2023-03-28 07:01:05.800,2152.461,0.03552463933666322
3538087958,198083900,2023:3:28:7:1:5,3,11.3823576,47.3104636,2152415,-59,27,32,65,16956430,0.0392,9,923074823,0.47,-1.09,1,-1,0,2023:3:28:7:1:5:900,2023-03-28 07:01:05.900,2152.415,0.07234638899074368
3538190219,198084000,2023:3:28:7:1:6,3,11.3823575,47.3104636,2152481,65,-41,16,77,16956430,0.0392,9,923140359,0.47,-1.09,1,-1,0,2023:3:28:7:1:6:0,2023-03-28 07:01:06.000,2152.481,0.07849840762716147
3538288819,198084100,2023:3:28:7:1:6,3,11.3823576,47.3104637,2152439,12,20,25,23,16956430,0.0392,9,923140359,0.47,-1.09,1,-1,0,2023:3:28:7:1:6:100,2023-03-28 07:01:06.100,2152.439,0.03419064199455752
3538385565,198084200,2023:3:28:7:1:6,3,11.3823576,47.3104636,2152407,-44,0,31,44,16956430,0.0392,9,923140359,0.47,-1.09,1,-1,0,2023:3:28:7:1:6:200,2023-03-28 07:01:06.200,2152.407,0.053823786563191554
3538486949,198084300,2023:3:28:7:1:6,3,11.3823576,47.3104636,2152428,2,6,22,6,16956430,0.0392,9,923140359,0.47,-1.09,1,-1,0,2023:3:28:7:1:6:300,2023-03-28 07:01:06.300,2152.428,0.02289104628451919
3538587318,198084400,2023:3:28:7:1:6,3,11.3823576,47.3104636,2152452,-5,-30,13,31,16956430,0.0392,9,923140359,0.47,-1.09,1,-1,0,2023:3:28:7:1:6:400,2023-03-28 07:01:06.400,2152.452,0.03307567081708245
3538687718,198084500,2023:3:28:7:1:6,3,11.3823575,47.3104639,2152358,39,-28,33,48,16956430,0.0392,9,923140359,0.47,-1.09,1,-1,0,2023:3:28:7:1:6:500,2023-03-28 07:01:06.500,2152.358,0.05825804665451804
3538789346,198084600,2023:3:28:7:1:6,3,11.3823576,47.3104638,2152399,-25,36,22,44,16956430,0.0392,9,923140359,0.51,-0.69,1,-1,0,2023:3:28:7:1:6:600,2023-03-28 07:01:06.600,2152.399,0.04904079934095691
3538888259,198084700,2023:3:28:7:1:6,3,11.3823576,47.3104638,2152401,2,4,21,4,16956430,0.0392,9,923140359,0.51,-0.69,1,-1,0,2023:3:28:7:1:6:700,2023-03-28 07:01:06.700,2152.401,0.02147091055358389
3538990477,198084800,2023:3:28:7:1:6,3,11.3823575,47.3104638,2152367,-49,-29,26,57,16956430,0.0392,9,923140359,0.51,-0.69,1,-1,0,2023:3:28:7:1:6:800,2023-03-28 07:01:06.800,2152.367,0.0625939294181153
3539089064,198084900,2023:3:28:7:1:6,3,11.3823575,47.3104639,2152375,30,-29,24,42,16956430,0.0392,9,923140359,0.51,-0.69,0,-1,0,2023:3:28:7:1:6:900,2023-03-28 07:01:06.900,2152.375,0.04813522618623496
3539187610,198085000,2023:3:28:7:1:7,3,11.3823576,47.3104639,2152379,-62,-2,12,62,16956430,0.0392,9,923205895,0.51,-0.69,0,-1,0,2023:3:28:7:1:7:0,2023-03-28 07:01:07.000,2152.379,0.06318227599572526
3539290267,198085100,2023:3:28:7:1:7,3,11.3823575,47.310464,2152382,19,-56,8,59,16956430,0.0392,9,923205895,0.51,-0.69,0,-1,0,2023:3:28:7:1:7:100,2023-03-28 07:01:07.100,2152.382,0.05967411499134277
3539390715,198085200,2023:3:28:7:1:7,3,11.3823578,47.3104639,2152371,-57,53,9,78,16956430,0.0392,9,923205895,0.51,-0.69,0,-1,0,2023:3:28:7:1:7:200,2023-03-28 07:01:07.200,2152.371,0.0783517708797957
3539487445,198085300,2023:3:28:7:1:7,3,11.3823577,47.310464,2152366,-40,-7,5,41,16956430,0.0392,9,923205895,0.51,-0.69,0,-1,0,2023:3:28:7:1:7:300,2023-03-28 07:01:07.300,2152.366,0.04091454509095757
3539589041,198085400,2023:3:28:7:1:7,3,11.3823577,47.310464,2152361,-12,-40,3,42,16956430,0.0392,9,923205895,0.55,-0.93,0,-1,0,2023:3:28:7:1:7:400,2023-03-28 07:01:07.400,2152.361,0.041868842830916644
3539688128,198085500,2023:3:28:7:1:7,3,11.3823577,47.310464,2152325,-53,-14,5,55,16956430,0.0392,9,923205895,0.55,-0.93,0,-1,0,2023:3:28:7:1:7:500,2023-03-28 07:01:07.500,2152.325,0.05504543577809153
3539788517,198085600,2023:3:28:7:1:7,3,11.3823578,47.3104641,2152293,-21,1,12,21,16956430,0.0392,9,923205895,0.55,-0.93,0,-1,0,2023:3:28:7:1:7:600,2023-03-28 07:01:07.600,2152.293,0.02420743687382041
3539888895,198085700,2023:3:28:7:1:7,3,11.3823579,47.310464,2152365,13,-2,-4,13,16956430,0.0392,9,923205895,0.55,-0.93,0,-1,0,2023:3:28:7:1:7:700,2023-03-28 07:01:07.700,2152.365,0.013747727084867519
3539987447,198085800,2023:3:28:7:1:7,3,11.382358,47.3104642,2152312,-27,-1,8,27,16956430,0.0392,9,923205895,0.55,-0.93,0,-1,0,2023:3:28:7:1:7:800,2023-03-28 07:01:07.800,2152.312,0.028178005607210743
3540090326,198085900,2023:3:28:7:1:7,3,11.3823579,47.3104642,2152309,13,-33,9,35,16956430,0.0392,9,923205895,0.55,-0.93,1,-1,0,2023:3:28:7:1:7:900,2023-03-28 07:01:07.900,2152.309,0.03659234892706397
3540187043,198086000,2023:3:28:7:1:8,3,11.3823581,47.3104641,2152337,2,32,0,32,16956430,0.0392,9,923271431,0.55,-0.93,1,-1,0,2023:3:28:7:1:8:0,2023-03-28 07:01:08.000,2152.337,0.03206243908376279
3540290510,198086100,2023:3:28:7:1:8,3,11.3823581,47.3104642,2152315,38,-1,8,38,16956430,0.0392,9,923271431,0.51,-0.49,1,-1,0,2023:3:28:7:1:8:100,2023-03-28 07:01:08.100,2152.315,0.038845849199110064
3540389055,198086200,2023:3:28:7:1:8,3,11.3823582,47.3104643,2152315,77,46,11,89,16956430,0.0392,9,923271431,0.51,-0.49,1,-1,0,2023:3:28:7:1:8:200,2023-03-28 07:01:08.200,2152.315,0.09036592278065886
3540488610,198086300,2023:3:28:7:1:8,3,11.3823581,47.3104642,2152291,-37,-9,16,38,16956430,0.0392,9,923271431,0.51,-0.49,1,-1,0,2023:3:28:7:1:8:300,2023-03-28 07:01:08.300,2152.291,0.04130375285612676
3540589020,198086400,2023:3:28:7:1:8,3,11.3823583,47.3104644,2152261,42,27,20,50,16956430,0.0533,8,923271431,0.51,-0.49,1,-1,0,2023:3:28:7:1:8:400,2023-03-28 07:01:08.400,2152.261,0.05378661543544082
3540689412,198086500,2023:3:28:7:1:8,3,11.3823583,47.3104642,2152289,-8,1,16,8,16956430,0.0392,9,923271431,0.51,-0.49,1,-1,0,2023:3:28:7:1:8:500,2023-03-28 07:01:08.500,2152.289,0.017916472867168916
3540788039,198086600,2023:3:28:7:1:8,3,11.3823584,47.3104644,2152263,46,34,22,58,16956430,0.0392,9,923271431,0.51,-0.49,1,-1,0,2023:3:28:7:1:8:600,2023-03-28 07:01:08.600,2152.263,0.06128621378417825
3540888510,198086700,2023:3:28:7:1:8,3,11.3823585,47.3104644,2152272,-16,29,16,33,16956430,0.0392,9,923271431,0.51,-0.49,1,-1,0,2023:3:28:7:1:8:700,2023-03-28 07:01:08.700,2152.272,0.036783148315499045
3540989170,198086800,2023:3:28:7:1:8,3,11.3823584,47.3104646,2152225,-1,-16,23,16,16956430,0.0392,9,923271431,0.51,-0.49,1,-1,0,2023:3:28:7:1:8:800,2023-03-28 07:01:08.800,2152.225,0.028035691537752372
3541089077,198086900,2023:3:28:7:1:8,3,11.3823584,47.3104647,2152201,50,31,28,58,16956430,0.0392,9,923271431,0.47,-0.73,0,-1,0,2023:3:28:7:1:8:900,2023-03-28 07:01:08.900,2152.201,0.0651536645170477
3541187747,198087000,2023:3:28:7:1:9,3,11.3823585,47.3104647,2152213,33,31,25,45,16956430,0.0392,9,923336967,0.47,-0.73,0,-1,0,2023:3:28:7:1:9:0,2023-03-28 07:01:09.000,2152.213,0.051720402163943004
3541288199,198087100,2023:3:28:7:1:9,3,11.3823585,47.3104649,2152169,16,39,31,42,16956430,0.0392,9,923336967,0.47,-0.73,0,-1,0,2023:3:28:7:1:9:100,2023-03-28 07:01:09.100,2152.169,0.05232590180780452
3541388975,198087200,2023:3:28:7:1:9,3,11.3823583,47.310465,2152150,69,-46,34,83,16956430,0.0392,9,923336967,0.47,-0.73,0,-1,0,2023:3:28:7:1:9:200,2023-03-28 07:01:09.200,2152.15,0.08962700485902672
3541487602,198087300,2023:3:28:7:1:9,3,11.3823585,47.310465,2152154,6,39,34,40,16956430,0.0392,9,923336967,0.47,-0.73,0,-1,0,2023:3:28:7:1:9:300,2023-03-28 07:01:09.300,2152.154,0.05208646657242167
