#microcontroller time [micro seconds],iTow[ms],utc[year:month:day:hour:minute:second],fixType[0-5],longitude[deg],latitude[deg],height[mm],velN[mm/s],velE[mm/s],velD[mm/s],gSpeed[mm/s],headMot[deg1e-5],pDop[],numSV[],ttff[ms],ambientTemp[C],objectTemp[C],gpsFlag[],check if syncFlag switched [bool],micros of switching time [us]#,date[ms],timestamp,height[m],v_total
4204589391,370588700,2022:2:3:6:56:10,3,11.383223,47.3120912,2309986,-28,-23,-31,36,2850412,1.46,12,923416582,9.53,3.29,0,-1,0,2022:2:3:6:56:10:700,2022-02-03 06:56:10.700,2309.986,0.04768647607026546
4204689809,370588800,2022:2:3:6:56:10,3,11.383223,47.3120911,2309995,-31,-3,-27,31,2850412,1.46,12,923416582,9.53,3.29,0,-1,0,2022:2:3:6:56:10:800,2022-02-03 06:56:10.800,2309.995,0.0412189276910499
4204789626,370588900,2022:2:3:6:56:10,3,11.3832233,47.3120911,2310032,5,78,-35,78,2850412,1.46,12,923416582,9.53,3.15,0,-1,0,2022:2:3:6:56:10:900,2022-02-03 06:56:10.900,2310.032,0.08563877626402656
4204890682,370589000,2022:2:3:6:56:11,3,11.3832231,47.3120909,2310067,-12,51,-39,53,2850412,1.46,12,923482118,9.53,3.15,0,-1,0,2022:2:3:6:56:11:0,2022-02-03 06:56:11.000,2310.067,0.06531462317123173
4204989229,370589100,2022:2:3:6:56:11,3,11.383223,47.3120907,2310104,-12,4,-46,12,2850412,1.46,12,923482118,9.53,3.15,0,-1,0,2022:2:3:6:56:11:100,2022-02-03 06:56:11.100,2310.104,0.04770744176750625
4205088150,370589200,2022:2:3:6:56:11,3,11.383223,47.3120908,2310103,-27,-11,-44,29,2850412,1.46,12,923482118,9.53,3.15,0,-1,0,2022:2:3:6:56:11:200,2022-02-03 06:56:11.200,2310.103,0.05278257288158659
4205188558,370589300,2022:2:3:6:56:11,3,11.3832231,47.3120908,2310106,-40,-2,-44,40,2850412,1.46,12,923482118,9.53,3.15,0,-1,0,2022:2:3:6:56:11:300,2022-02-03 06:56:11.300,2310.106,0.05949789912257407
4205286297,370589400,2022:2:3:6:56:11,3,11.3832229,47.3120906,2310136,-64,-39,-48,75,2850412,1.46,12,923482118,9.53,3.15,1,-1,0,2022:2:3:6:56:11:400,2022-02-03 06:56:11.400,2310.136,0.089
4205388504,370589500,2022:2:3:6:56:11,3,11.3832229,47.3120907,2310138,-1,-31,-43,31,2850412,1.46,12,923482118,9.53,3.15,1,-1,0,2022:2:3:6:56:11:500,2022-02-03 06:56:11.500,2310.138,0.05301886456724625
4205489263,370589600,2022:2:3:6:56:11,3,11.3832225,47.3120902,2310169,-103,-25,-40,106,2850412,1.46,12,923482118,9.53,3.41,1,-1,0,2022:2:3:6:56:11:600,2022-02-03 06:56:11.600,2310.169,0.11328724553099523
4205589671,370589700,2022:2:3:6:56:11,3,11.3832227,47.3120905,2310161,-25,-23,-40,34,2850412,1.46,12,923482118,9.53,3.41,1,-1,0,2022:2:3:6:56:11:700,2022-02-03 06:56:11.700,2310.161,0.052478567053607705
4205688629,370589800,2022:2:3:6:56:11,3,11.383223,47.3120907,2310162,-10,-15,-45,18,2850412,1.46,12,923482118,9.53,3.41,1,-1,0,2022:2:3:6:56:11:800,2022-02-03 06:56:11.800,2310.162,0.04847679857416329
4205789139,370589900,2022:2:3:6:56:11,3,11.3832231,47.3120908,2310156,11,22,-39,25,2850412,1.46,12,923482118,9.53,3.41,1,-1,0,2022:2:3:6:56:11:900,2022-02-03 06:56:11.900,2310.156,0.04610856753359401
4205889527,370590000,2022:2:3:6:56:12,3,11.3832228,47.3120908,2310135,10,-41,-23,42,2850412,1.46,12,923547654,9.53,3.41,1,-1,0,2022:2:3:6:56:12:0,2022-02-03 06:56:12.000,2310.135,0.04806245936279167
4205989908,370590100,2022:2:3:6:56:12,3,11.3832224,47.3120902,2310202,-59,-28,-34,65,2850412,1.46,12,923547654,9.53,3.41,1,-1,0,2022:2:3:6:56:12:100,2022-02-03 06:56:12.100,2310.202,0.07362744053679986
4206090318,370590200,2022:2:3:6:56:12,3,11.3832228,47.3120907,2310169,53,14,-25,55,2850412,1.46,12,923547654,9.53,3.41,1,-1,0,2022:2:3:6:56:12:200,2022-02-03 06:56:12.200,2310.169,0.060249481325568274
4206189053,370590300,2022:2:3:6:56:12,3,11.3832225,47.3120906,2310172,4,-58,-21,58,2850412,1.46,12,923547654,9.53,3.41,1,-1,0,2022:2:3:6:56:12:300,2022-02-03 06:56:12.300,2310.172,0.06181423784210237
4206291038,370590400,2022:2:3:6:56:12,3,11.3832231,47.312091,2310125,34,41,-10,53,2850412,1.46,12,923547654,9.31,2.81,0,-1,0,2022:2:3:6:56:12:400,2022-02-03 06:56:12.400,2310.125,0.05419409561935691
4206389603,370590500,2022:2:3:6:56:12,3,11.3832231,47.3120909,2310136,40,62,-5,74,2850412,1.46,12,923547654,9.31,2.81,0,-1,0,2022:2:3:6:56:12:500,2022-02-03 06:56:12.500,2310.136,0.07395268757793728
4206489984,370590600,2022:2:3:6:56:12,3,11.3832226,47.3120906,2310151,20,22,2,30,2850412,1.56,11,923547654,9.31,2.81,0,-1,0,2022:2:3:6:56:12:600,2022-02-03 06:56:12.600,2310.151,0.02979932885150268
4206586961,370590700,2022:2:3:6:56:12,3,11.3832225,47.3120903,2310182,39,42,1,58,2850412,1.46,12,923547654,9.31,2.81,0,-1,0,2022:2:3:6:56:12:700,2022-02-03 06:56:12.700,2310.182,0.05732364259186606
4206691015,370590800,2022:2:3:6:56:12,3,11.3832224,47.3120902,2310230,59,23,-8,63,2850412,1.46,12,923547654,9.31,2.81,0,-1,0,2022:2:3:6:56:12:800,2022-02-03 06:56:12.800,2310.23,0.06382789358893179
4206789580,370590900,2022:2:3:6:56:12,3,11.3832226,47.3120902,2310239,24,24,-11,34,2850412,1.46,12,923547654,9.31,2.81,0,-1,0,2022:2:3:6:56:12:900,2022-02-03 06:56:12.900,2310.239,0.03567912554982255
4206890323,370591000,2022:2:3:6:56:13,3,11.3832225,47.3120899,2310266,13,24,-9,28,2850412,1.46,12,923613190,9.31,2.81,0,-1,0,2022:2:3:6:56:13:0,2022-02-03 06:56:13.000,2310.266,0.02874021572639983
4206988594,370591100,2022:2:3:6:56:13,3,11.3832224,47.3120894,2310358,-12,39,-31,40,2850412,1.46,12,923613190,9.53,3.15,0,-1,0,2022:2:3:6:56:13:100,2022-02-03 06:56:13.100,2310.358,0.051244511901275824
4207090820,370591200,2022:2:3:6:56:13,3,11.3832223,47.3120895,2310341,28,23,-16,36,2850412,1.46,12,923613190,9.53,3.15,0,-1,0,2022:2:3:6:56:13:200,2022-02-03 06:56:13.200,2310.341,0.039610604640676714
4207191217,370591300,2022:2:3:6:56:13,3,11.3832222,47.3120892,2310345,-33,14,-7,36,2850412,1.46,12,923613190,9.53,3.15,0,-1,0,2022:2:3:6:56:13:300,2022-02-03 06:56:13.300,2310.345,0.03652396473549935
4207287946,370591400,2022:2:3:6:56:13,3,11.3832222,47.3120893,2310361,45,-8,-8,46,2850412,1.46,12,923613190,9.53,3.15,1,-1,0,2022:2:3:6:56:13:400,2022-02-03 06:56:13.400,2310.361,0.04640043103248072
4207390622,370591500,2022:2:3:6:56:13,3,11.3832224,47.3120894,2310331,66,59,8,88,2850412,1.46,12,923613190,9.53,3.15,1,-1,0,2022:2:3:6:56:13:500,2022-02-03 06:56:13.500,2310.331,0.08888756943465155
4207489584,370591600,2022:2:3:6:56:13,3,11.3832225,47.3120894,2310357,33,61,0,70,2850412,1.46,12,923613190,9.53,3.15,1,-1,0,2022:2:3:6:56:13:600,2022-02-03 06:56:13.600,2310.357,0.06935416353759881
4207588140,370591700,2022:2:3:6:56:13,3,11.3832224,47.3120893,2310349,-1,10,6,10,2850412,1.46,12,923613190,9.53,3.15,1,-1,0,2022:2:3:6:56:13:700,2022-02-03 06:56:13.700,2310.349,0.011704699910719625
4207688531,370591800,2022:2:3:6:56:13,3,11.3832224,47.3120895,2310318,20,-20,18,28,2850412,1.46,12,923613190,9.53,3.15,1,-1,0,2022:2:3:6:56:13:800,2022-02-03 06:56:13.800,2310.318,0.03352610922848042
4207787039,370591900,2022:2:3:6:56:13,3,11.3832225,47.3120894,2310343,32,37,13,49,2850412,1.46,12,923613190,9.51,3.37,1,-1,0,2022:2:3:6:56:13:900,2022-02-03 06:56:13.900,2310.343,0.05061620293937505
4207885602,370592000,2022:2:3:6:56:14,3,11.3832225,47.3120896,2310309,38,33,25,50,2850412,1.46,12,923678726,9.51,3.37,1,-1,0,2022:2:3:6:56:14:0,2022-02-03 06:56:14.000,2310.309,0.056196085272908466
4207985968,370592100,2022:2:3:6:56:14,3,11.3832227,47.3120897,2310329,100,64,17,119,2850412,1.46,12,923678726,9.51,3.37,1,-1,0,2022:2:3:6:56:14:100,2022-02-03 06:56:14.100,2310.329,0.1199374837154757
4208088559,370592200,2022:2:3:6:56:14,3,11.3832227,47.3120896,2310364,81,36,6,89,2850412,1.46,12,923678726,9.51,3.37,1,-1,0,2022:2:3:6:56:14:200,2022-02-03 06:56:14.200,2310.364,0.08884255736976508
4208189685,370592300,2022:2:3:6:56:14,3,11.3832228,47.3120895,2310386,34,90,2,96,2850412,1.46,12,923678726,9.51,3.37,1,-1,0,2022:2:3:6:56:14:300,2022-02-03 06:56:14.300,2310.386,0.09622889378975527
4208286398,370592400,2022:2:3:6:56:14,3,11.383223,47.3120896,2310379,81,113,7,139,2850412,1.46,12,923678726,9.51,3.37,1,-1,0,2022:2:3:6:56:14:400,2022-02-03 06:56:14.400,2310.379,0.13920847675339315
4208388668,370592500,2022:2:3:6:56:14,3,11.3832231,47.3120898,2310369,127,67,7,144,2850412,1.46,12,923678726,9.51,3.37,0,-1,0,2022:2:3:6:56:14:500,2022-02-03 06:56:14.500,2310.369,0.1437602170282168
4208488431,370592600,2022:2:3:6:56:14,3,11.3832232,47.3120898,2310377,72,82,4,109,2850412,1.46,12,923678726,9.55,3.15,0,-1,0,2022:2:3:6:56:14:600,2022-02-03 06:56:14.600,2310.377,0.10919706955774958
4208588808,370592700,2022:2:3:6:56:14,3,11.3832227,47.3120896,2310363,19,6,17,20,2850412,1.46,12,923678726,9.55,3.15,0,-1,0,2022:2:3:6:56:14:700,2022-02-03 06:56:14.700,2310.363,0.026191601707417588
4208687845,370592800,2022:2:3:6:56:14,3,11.3832232,47.31209,2310342,93,86,18,127,2850412,1.46,12,923678726,9.55,3.15,0,-1,0,2022:2:3:6:56:14:800,2022-02-03 06:56:14.800,2310.342,0.12794139283281233
4208790080,370592900,2022:2:3:6:56:14,3,11.3832233,47.31209,2310341,102,83,18,131,2850412,1.46,12,923678726,9.55,3.15,0,-1,0,2022:2:3:6:56:14:900,2022-02-03 06:56:14.900,2310.341,0.13272904731067725
4208886797,370593000,2022:2:3:6:56:15,3,11.3832234,47.3120901,2310339,70,79,16,105,2850412,1.46,12,923744262,9.55,3.15,0,-1,0,2022:2:3:6:56:15:0,2022-02-03 06:56:15.000,2310.339,0.10675673280875544
4208989009,370593100,2022:2:3:6:56:15,3,11.3832235,47.3120903,2310356,113,28,5,117,2850412,1.46,12,923744262,9.55,3.15,0,-1,0,2022:2:3:6:56:15:100,2022-02-03 06:56:15.100,2310.356,0.11652467549836816
4209087740,370593200,2022:2:3:6:56:15,3,11.3832233,47.3120898,2310379,7,67,9,67,2850412,1.46,12,923744262,9.55,3.15,0,-1,0,2022:2:3:6:56:15:200,2022-02-03 06:56:15.200,2310.379,0.0679632253501848
4209186284,370593300,2022:2:3:6:56:15,3,11.3832234,47.3120902,2310337,66,-1,17,66,2850412,1.46,12,923744262,9.55,3.15,0,-1,0,2022:2:3:6:56:15:300,2022-02-03 06:56:15.300,2310.337,0.0681615727518079
4209288286,370593400,2022:2:3:6:56:15,3,11.3832234,47.3120905,2310261,86,-1,43,86,2850412,1.46,12,923744262,9.53,3.33,0,-1,0,2022:2:3:6:56:15:400,2022-02-03 06:56:15.400,2310.261,0.09615612304996494
4209388692,370593500,2022:2:3:6:56:15,3,11.3832233,47.3120904,2310274,61,-28,40,67,2850412,1.54,11,923744262,9.53,3.33,1,-1,0,2022:2:3:6:56:15:500,2022-02-03 06:56:15.500,2310.274,0.07813449942247022
4209487591,370593600,2022:2:3:6:56:15,3,11.383223,47.3120899,2310358,-11,-60,13,61,2850412,1.46,12,923744262,9.53,3.33,1,-1,0,2022:2:3:6:56:15:600,2022-02-03 06:56:15.600,2310.358,0.062369864518050704
4209589823,370593700,2022:2:3:6:56:15,3,11.3832231,47.3120897,2310358,-44,64,18,77,2850412,1.46,12,923744262,9.53,3.33,1,-1,0,2022:2:3:6:56:15:700,2022-02-03 06:56:15.700,2310.358,0.079724525711979
4209688393,370593800,2022:2:3:6:56:15,3,11.3832231,47.3120897,2310371,19,36,13,41,2850412,1.46,12,923744262,9.53,3.33,1,-1,0,2022:2:3:6:56:15:800,2022-02-03 06:56:15.800,2310.371,0.042731721238442995
4209788760,370593900,2022:2:3:6:56:15,3,11.3832233,47.3120899,2310350,28,29,15,40,2850412,1.46,12,923744262,9.53,3.33,1,-1,0,2022:2:3:6:56:15:900,2022-02-03 06:56:15.900,2310.35,0.04301162633521313
4209886244,370594000,2022:2:3:6:56:16,3,11.3832232,47.3120897,2310355,-23,16,16,28,2850412,1.46,12,923809798,9.53,3.33,1,-1,0,2022:2:3:6:56:16:0,2022-02-03 06:56:16.000,2310.355,0.03226453160980335
4209989655,370594100,2022:2:3:6:56:16,3,11.3832234,47.3120899,2310318,22,35,27,41,2850412,1.46,12,923809798,9.29,2.89,1,-1,0,2022:2:3:6:56:16:100,2022-02-03 06:56:16.100,2310.318,0.04937610758251403
4210088212,370594200,2022:2:3:6:56:16,3,11.3832233,47.3120902,2310256,36,-64,43,73,2850412,1.46,12,923809798,9.29,2.89,1,-1,0,2022:2:3:6:56:16:200,2022-02-03 06:56:16.200,2310.256,0.08509406559801923
4210188632,370594300,2022:2:3:6:56:16,3,11.383223,47.3120896,2310293,-81,-37,39,89,2850412,1.46,12,923809798,9.29,2.89,1,-1,0,2022:2:3:6:56:16:300,2022-02-03 06:56:16.300,2310.293,0.09721625378505386
4210287707,370594400,2022:2:3:6:56:16,3,11.383223,47.3120895,2310311,-56,-64,30,85,2850412,1.46,12,923809798,9.29,2.89,1,-1,0,2022:2:3:6:56:16:400,2022-02-03 06:56:16.400,2310.311,0.09017760254076397
4210389953,370594500,2022:2:3:6:56:16,3,11.3832233,47.3120898,2310277,-34,-21,33,40,2850412,1.46,12,923809798,9.29,2.89,0,-1,0,2022:2:3:6:56:16:500,2022-02-03 06:56:16.500,2310.277,0.051826634079399754
4210485219,370594600,2022:2:3:6:56:16,3,11.3832233,47.3120897,2310294,-31,-10,26,33,2850412,1.46,12,923809798,9.29,2.89,0,-1,0,2022:2:3:6:56:16:600,2022-02-03 06:56:16.600,2310.294,0.04167733196834941
4210587434,370594700,2022:2:3:6:56:16,3,11.3832235,47.3120903,2310190,58,-14,55,60,2850412,1.46,12,923809798,9.29,2.89,0,-1,0,2022:2:3:6:56:16:700,2022-02-03 06:56:16.700,2310.19,0.0811480129146734
4210688388,370594800,2022:2:3:6:56:16,3,11.3832234,47.3120902,2310207,97,-28,52,101,2850412,1.46,12,923809798,9.29,2.89,0,-1,0,2022:2:3:6:56:16:800,2022-02-03 06:56:16.800,2310.207,0.1135649593844862
4210786326,370594900,2022:2:3:6:56:16,3,11.3832232,47.3120898,2310278,-3,-51,27,51,2850412,1.46,12,923809798,9.31,2.89,0,-1,0,2022:2:3:6:56:16:900,2022-02-03 06:56:16.900,2310.278,0.057784080852774665
4210886704,370595000,2022:2:3:6:56:17,3,11.3832231,47.3120897,2310257,-24,-32,37,40,2850412,1.46,12,923875334,9.31,2.89,0,-1,0,2022:2:3:6:56:17:0,2022-02-03 06:56:17.000,2310.257,0.0544885309033011
4210988947,370595100,2022:2:3:6:56:17,3,11.383223,47.3120894,2310276,-79,-13,34,80,2850412,1.46,12,923875334,9.31,2.89,0,-1,0,2022:2:3:6:56:17:100,2022-02-03 06:56:17.100,2310.276,0.08698275691193054
4211086690,370595200,2022:2:3:6:56:17,3,11.3832232,47.3120894,2310292,-18,19,27,26,2850412,1.46,12,923875334,9.31,2.89,0,-1,0,2022:2:3:6:56:17:200,2022-02-03 06:56:17.200,2310.292,0.03760319135392633
4211187086,370595300,2022:2:3:6:56:17,3,11.3832232,47.312089,2310382,-42,34,-1,54,2850412,1.46,12,923875334,9.31,2.89,0,-1,0,2022:2:3:6:56:17:300,2022-02-03 06:56:17.300,2310.382,0.054046276467486644
4211287480,370595400,2022:2:3:6:56:17,3,11.3832229,47.3120885,2310425,-47,45,-5,65,2850412,1.46,12,923875334,9.31,2.89,0,-1,0,2022:2:3:6:56:17:400,2022-02-03 06:56:17.400,2310.425,0.06526101439603893
4211387913,370595500,2022:2:3:6:56:17,3,11.3832225,47.3120883,2310449,-14,-33,-6,36,2850412,1.46,12,923875334,9.31,2.89,1,-1,0,2022:2:3:6:56:17:500,2022-02-03 06:56:17.500,2310.449,0.0363455636907725
4211486788,370595600,2022:2:3:6:56:17,3,11.3832225,47.3120879,2310496,-90,14,-16,91,2850412,1.46,12,923875334,9.55,3.23,1,-1,0,2022:2:3:6:56:17:600,2022-02-03 06:56:17.600,2310.496,0.09247702417357513
4211587175,370595700,2022:2:3:6:56:17,3,11.3832226,47.3120878,2310524,-14,37,-23,39,2850412,1.46,12,923875334,9.55,3.23,1,-1,0,2022:2:3:6:56:17:700,2022-02-03 06:56:17.700,2310.524,0.045760244754590194
4211686092,370595800,2022:2:3:6:56:17,3,11.3832226,47.312088,2310494,11,-19,-15,22,2850412,1.46,12,923875334,9.55,3.23,1,-1,0,2022:2:3:6:56:17:800,2022-02-03 06:56:17.800,2310.494,0.02658947160061666
4211786489,370595900,2022:2:3:6:56:17,3,11.3832223,47.3120875,2310526,-82,-41,-16,92,2850412,1.46,12,923875334,9.55,3.23,1,-1,0,2022:2:3:6:56:17:900,2022-02-03 06:56:17.900,2310.526,0.09306449376641986
4211888728,370596000,2022:2:3:6:56:18,3,11.3832224,47.3120876,2310544,-30,-40,-22,50,2850412,1.46,12,923940870,9.55,3.23,1,-1,0,2022:2:3:6:56:18:0,2022-02-03 06:56:18.000,2310.544,0.05462600113499065
4211987412,370596100,2022:2:3:6:56:18,3,11.3832222,47.3120874,2310585,-36,-33,-26,49,2850412,1.46,12,923940870,9.55,3.23,1,-1,0,2022:2:3:6:56:18:100,2022-02-03 06:56:18.100,2310.585,0.05532630477449221
4212087825,370596200,2022:2:3:6:56:18,3,11.3832219,47.3120873,2310612,49,-57,-27,76,2850412,1.46,12,923940870,9.55,3.23,1,-1,0,2022:2:3:6:56:18:200,2022-02-03 06:56:18.200,2310.612,0.07986864215698174
4212186380,370596300,2022:2:3:6:56:18,3,11.3832224,47.3120877,2310543,7,8,-14,10,2850412,1.46,12,923940870,9.55,3.23,1,-1,0,2022:2:3:6:56:18:300,2022-02-03 06:56:18.300,2310.543,0.017578395831246946
4212286505,370596400,2022:2:3:6:56:18,3,11.3832224,47.3120878,2310533,-18,-22,-14,29,2850412,2.32,9,923940870,9.49,2.73,1,-1,0,2022:2:3:6:56:18:400,2022-02-03 06:56:18.400,2310.533,0.03168595903550972
4212388905,370596500,2022:2:3:6:56:18,3,11.3832224,47.3120877,2310530,-7,19,-5,21,2850412,1.46,12,923940870,9.49,2.73,0,-1,0,2022:2:3:6:56:18:500,2022-02-03 06:56:18.500,2310.53,0.02085665361461421
4212489277,370596600,2022:2:3:6:56:18,3,11.3832229,47.3120883,2310549,33,30,-10,45,2850412,1.46,12,923940870,9.49,2.73,0,-1,0,2022:2:3:6:56:18:600,2022-02-03 06:56:18.600,2310.549,0.04570557952810576
4212589678,370596700,2022:2:3:6:56:18,3,11.3832229,47.3120885,2310516,42,-12,-2,44,2850412,1.46,12,923940870,9.49,2.73,0,-1,0,2022:2:3:6:56:18:700,2022-02-03 06:56:18.700,2310.516,0.043726422218150894
4212690068,370596800,2022:2:3:6:56:18,3,11.3832229,47.3120886,2310479,40,-11,11,41,2850412,1.46,12,923940870,9.49,2.73,0,-1,0,2022:2:3:6:56:18:800,2022-02-03 06:56:18.800,2310.479,0.04291852746774987
4212787048,370596900,2022:2:3:6:56:18,3,11.3832234,47.3120893,2310402,50,21,31,54,2850412,1.46,12,923940870,9.49,2.73,0,-1,0,2022:2:3:6:56:18:900,2022-02-03 06:56:18.900,2310.402,0.06246599074696567
4212889684,370597000,2022:2:3:6:56:19,3,11.383223,47.3120892,2310438,72,-38,23,82,2850412,1.46,12,924006406,9.49,2.73,0,-1,0,2022:2:3:6:56:19:0,2022-02-03 06:56:19.000,2310.438,0.08459905436823748
4212989429,370597100,2022:2:3:6:56:19,3,11.3832228,47.3120888,2310504,-10,10,4,14,2850412,1.46,12,924006406,9.51,3.11,0,-1,0,2022:2:3:6:56:19:100,2022-02-03 06:56:19.100,2310.504,0.014696938456699069
4213088004,370597200,2022:2:3:6:56:19,3,11.3832226,47.3120885,2310511,-68,-7,5,68,2850412,1.46,12,924006406,9.51,3.11,0,-1,0,2022:2:3:6:56:19:200,2022-02-03 06:56:19.200,2310.511,0.06854195795277518
4213192405,370597300,2022:2:3:6:56:19,3,11.3832227,47.3120887,2310507,-38,4,-2,38,2850412,1.46,12,924006406,9.51,3.11,0,-1,0,2022:2:3:6:56:19:300,2022-02-03 06:56:19.300,2310.507,0.038262252939417984
4213289139,370597400,2022:2:3:6:56:19,3,11.3832228,47.3120891,2310446,28,-33,16,43,2850412,1.46,12,924006406,9.51,3.11,0,-1,0,2022:2:3:6:56:19:400,2022-02-03 06:56:19.400,2310.446,0.04614108798023731
4213391394,370597500,2022:2:3:6:56:19,3,11.3832228,47.3120892,2310448,8,-29,10,30,2850412,1.46,12,924006406,9.51,3.11,1,-1,0,2022:2:3:6:56:19:500,2022-02-03 06:56:19.500,2310.448,0.03170173496829472
4213490292,370597600,2022:2:3:6:56:19,3,11.3832228,47.3120893,2310430,7,-6,18,9,2850412,1.46,12,924006406,9.51,3.11,1,-1,0,2022:2:3:6:56:19:600,2022-02-03 06:56:19.600,2310.43,0.020223748416156685
4213592951,370597700,2022:2:3:6:56:19,3,11.383223,47.3120896,2310389,20,2,24,20,2850412,1.46,12,924006406,9.51,3.11,1,-1,0,2022:2:3:6:56:19:700,2022-02-03 06:56:19.700,2310.389,0.03130495168499706
4213693349,370597800,2022:2:3:6:56:19,3,11.3832228,47.3120895,2310412,12,-20,14,24,2850412,1.46,12,924006406,9.51,3.11,1,-1,0,2022:2:3:6:56:19:800,2022-02-03 06:56:19.800,2310.412,0.027202941017470887
4213789495,370597900,2022:2:3:6:56:19,3,11.3832231,47.31209,2310353,43,-39,20,58,2850412,1.46,12,924006406,9.45,2.85,1,-1,0,2022:2:3:6:56:19:900,2022-02-03 06:56:19.900,2310.353,0.06140032573203501
4213893548,370598000,2022:2:3:6:56:20,3,11.3832233,47.3120906,2310255,66,-9,46,67,2850412,1.46,12,924071942,9.45,2.85,1,-1,0,2022:2:3:6:56:20:0,2022-02-03 06:56:20.000,2310.255,0.08095060222135472
4213990843,370598100,2022:2:3:6:56:20,3,11.3832235,47.3120908,2310246,54,4,38,54,2850412,1.56,11,924071942,9.45,2.85,1,-1,0,2022:2:3:6:56:20:100,2022-02-03 06:56:20.100,2310.246,0.0661513416341649
4214091575,370598200,2022:2:3:6:56:20,3,11.3832237,47.312091,2310205,-19,40,40,44,2850412,1.56,11,924071942,9.45,2.85,1,-1,0,2022:2:3:6:56:20:200,2022-02-03 06:56:20.200,2310.205,0.05967411499134277
4214191977,370598300,2022:2:3:6:56:20,3,11.3832236,47.3120912,2310162,49,-15,49,51,2850412,1.56,11,924071942,9.45,2.85,1,-1,0,2022:2:3:6:56:20:300,2022-02-03 06:56:20.300,2310.162,0.0709013399027127
4214290543,370598400,2022:2:3:6:56:20,3,11.3832238,47.3120915,2310142,55,-3,44,56,2850412,1.56,11,924071942,9.45,2.85,1,-1,0,2022:2:3:6:56:20:400,2022-02-03 06:56:20.400,2310.142,0.07049822692805827
4214388082,370598500,2022:2:3:6:56:20,3,11.383224,47.3120918,2310095,63,11,46,64,2850412,1.46,12,924071942,9.45,2.85,0,-1,0,2022:2:3:6:56:20:500,2022-02-03 06:56:20.500,2310.095,0.07877816956492452
4214491500,370598600,2022:2:3:6:56:20,3,11.3832241,47.312092,2310057,0,-18,46,18,2850412,1.46,12,924071942,9.31,2.89,0,-1,0,2022:2:3:6:56:20:600,2022-02-03 06:56:20.600,2310.057,0.04939635614091387
4214590051,370598700,2022:2:3:6:56:20,3,11.3832242,47.3120922,2310023,40,28,56,49,2850412,1.46,12,924071942,9.31,2.89,0,-1,0,2022:2:3:6:56:20:700,2022-02-03 06:56:20.700,2310.023,0.07429670248402684
4214690852,370598800,2022:2:3:6:56:20,3,11.3832243,47.3120926,2309961,47,1,65,47,2850412,1.46,12,924071942,9.31,2.89,0,-1,0,2022:2:3:6:56:20:800,2022-02-03 06:56:20.800,2309.961,0.08021845174272563
4214789398,370598900,2022:2:3:6:56:20,3,11.3832243,47.3120924,2309996,52,46,52,70,2850412,1.46,12,924071942,9.31,2.89,0,-1,0,2022:2:3:6:56:20:900,2022-02-03 06:56:20.900,2309.996,0.08674099376880576
4214889930,370599000,2022:2:3:6:56:21,3,11.3832239,47.3120922,2310036,78,-16,39,80,2850412,1.46,12,924137478,9.31,2.89,0,-1,0,2022:2:3:6:56:21:0,2022-02-03 06:56:21.000,2310.036,0.08866228059327146
4214990337,370599100,2022:2:3:6:56:21,3,11.3832241,47.3120924,2309996,9,-3,45,9,2850412,1.46,12,924137478,9.31,2.89,0,-1,0,2022:2:3:6:56:21:100,2022-02-03 06:56:21.100,2309.996,0.04598912915026767
4215090721,370599200,2022:2:3:6:56:21,3,11.3832243,47.3120927,2309937,-11,-1,58,11,2850412,1.46,12,924137478,9.31,2.89,0,-1,0,2022:2:3:6:56:21:200,2022-02-03 06:56:21.200,2309.937,0.059042357676502046
4215189289,370599300,2022:2:3:6:56:21,3,11.3832248,47.3120934,2309864,44,33,71,55,2850412,1.56,11,924137478,9.31,2.89,0,-1,0,2022:2:3:6:56:21:300,2022-02-03 06:56:21.300,2309.864,0.08981091247727083
4215289646,370599400,2022:2:3:6:56:21,3,11.3832243,47.3120932,2309906,102,-76,58,127,2850412,1.46,12,924137478,9.49,2.99,0,-1,0,2022:2:3:6:56:21:400,2022-02-03 06:56:21.400,2309.906,0.13979985693841035
4215388221,370599500,2022:2:3:6:56:21,3,11.3832243,47.3120932,2309919,59,-23,48,64,2850412,1.46,12,924137478,9.49,2.99,1,-1,0,2022:2:3:6:56:21:500,2022-02-03 06:56:21.500,2309.919,0.07946068210127573
4215490457,370599600,2022:2:3:6:56:21,3,11.3832244,47.3120932,2309892,-50,-10,52,51,2850412,1.46,12,924137478,9.49,2.99,1,-1,0,2022:2:3:6:56:21:600,2022-02-03 06:56:21.600,2309.892,0.0728285658241325
4215589056,370599700,2022:2:3:6:56:21,3,11.3832248,47.3120938,2309821,45,36,65,58,2850412,1.46,12,924137478,9.49,2.99,1,-1,0,2022:2:3:6:56:21:700,2022-02-03 06:56:21.700,2309.821,0.086867715521936
4215686103,370599800,2022:2:3:6:56:21,3,11.3832251,47.3120943,2309751,54,44,78,70,2850412,1.46,12,924137478,9.49,2.99,1,-1,0,2022:2:3:6:56:21:800,2022-02-03 06:56:21.800,2309.751,0.10457533169921097
4215788759,370599900,2022:2:3:6:56:21,3,11.3832249,47.3120943,2309780,116,17,65,118,2850412,1.46,12,924137478,9.49,2.99,1,-1,0,2022:2:3:6:56:21:900,2022-02-03 06:56:21.900,2309.78,0.13405222862750174
