#Data contains: GPS time of week of the navigation epoch (ms),UTC [year:month:day:minute:second],fix Type[0-5],longitude[deg],latitude[deg],height[mm],rising edge sync signal,Temp[°C]#,height[m]
205345200,2021:03:16:09:02:07,3,11.3832016,47.3122421,2320694,0,6.0,2320.694
205345300,2021:03:16:09:02:07,3,11.3832015,47.3122422,2320695,0,6.0,2320.695
205345400,2021:03:16:09:02:07,3,11.3832015,47.3122422,2320696,0,6.0,2320.696
205345500,2021:03:16:09:02:07,3,11.3832014,47.3122422,2320712,0,6.0,2320.712
205345600,2021:03:16:09:02:07,3,11.3832014,47.3122423,2320721,1,6.0,2320.721
205345700,2021:03:16:09:02:07,3,11.3832013,47.3122423,2320716,1,6.0,2320.716
205345800,2021:03:16:09:02:07,3,11.3832012,47.3122423,2320725,1,6.0,2320.725
205345900,2021:03:16:09:02:07,3,11.3832012,47.3122424,2320734,1,6.0,2320.734
205346000,2021:03:16:09:02:08,3,11.3832007,47.3122426,2320724,1,6.0,2320.724
205346100,2021:03:16:09:02:08,3,11.3832003,47.312243,2320706,1,6.0,2320.706
205346200,2021:03:16:09:02:08,3,11.3832001,47.3122434,2320694,1,6.0,2320.694
205346300,2021:03:16:09:02:08,3,11.3831996,47.3122436,2320682,1,6.0,2320.682
205346400,2021:03:16:09:02:08,3,11.383199,47.3122433,2320647,1,6.0,2320.647
205346500,2021:03:16:09:02:08,3,11.3831988,47.3122434,2320635,1,6.0,2320.635
205346600,2021:03:16:09:02:08,3,11.3831986,47.3122433,2320627,0,6.0,2320.627
205346700,2021:03:16:09:02:08,3,11.3831985,47.3122431,2320584,0,6.0,2320.584
205346800,2021:03:16:09:02:08,3,11.383198,47.3122432,2320581,0,6.0,2320.581
205346900,2021:03:16:09:02:08,3,11.3831982,47.3122431,2320535,0,6.0,2320.535
205347000,2021:03:16:09:02:09,3,11.3831984,47.3122431,2320523,0,6.0,2320.523
205347100,2021:03:16:09:02:09,3,11.3831984,47.3122429,2320552,0,6.0,2320.552
205347200,2021:03:16:09:02:09,3,11.3831985,47.3122429,2320582,0,6.0,2320.582
205347300,2021:03:16:09:02:09,3,11.3831989,47.312243,2320575,0,6.0,2320.575
205347400,2021:03:16:09:02:09,3,11.3831991,47.3122429,2320594,0,6.0,2320.594
205347500,2021:03:16:09:02:09,3,11.3831994,47.3122429,2320613,0,6.0,2320.613
205347600,2021:03:16:09:02:09,3,11.3831996,47.3122429,2320646,1,6.0,2320.646
205347700,2021:03:16:09:02:09,3,11.3831995,47.3122427,2320662,1,6.0,2320.662
205347800,2021:03:16:09:02:09,3,11.3831995,47.3122428,2320647,1,6.0,2320.647
205347900,2021:03:16:09:02:09,3,11.3831994,47.3122431,2320658,1,6.0,2320.658
205348000,2021:03:16:09:02:10,3,11.3831993,47.312243,2320650,1,6.0,2320.65
205348100,2021:03:16:09:02:10,3,11.3831993,47.3122431,2320656,1,6.0,2320.656
205348200,2021:03:16:09:02:10,3,11.3831993,47.3122432,2320682,1,6.0,2320.682
205348300,2021:03:16:09:02:10,3,11.3831995,47.3122433,2320706,1,6.0,2320.706
205348400,2021:03:16:09:02:10,3,11.3831995,47.3122433,2320709,1,6.0,2320.709
205348500,2021:03:16:09:02:10,3,11.3831994,47.3122433,2320717,1,6.0,2320.717
205348600,2021:03:16:09:02:10,3,11.3831996,47.3122434,2320735,0,6.0,2320.735
205348700,2021:03:16:09:02:10,3,11.3831996,47.3122434,2320721,0,6.0,2320.721
205348800,2021:03:16:09:02:10,3,11.3831996,47.3122433,2320734,0,6.0,2320.734
205348900,2021:03:16:09:02:10,3,11.3831997,47.3122433,2320726,0,6.0,2320.726
205349000,2021:03:16:09:02:11,3,11.3831996,47.3122433,2320732,0,6.0,2320.732
205349100,2021:03:16:09:02:11,3,11.3831997,47.3122433,2320744,0,6.0,2320.744
205349200,2021:03:16:09:02:11,3,11.3831996,47.3122434,2320762,0,6.0,2320.762
205349300,2021:03:16:09:02:11,3,11.3831998,47.3122436,2320790,0,6.0,2320.79
205349400,2021:03:16:09:02:11,3,11.3831996,47.3122437,2320791,0,6.0,2320.791
205349500,2021:03:16:09:02:11,3,11.383199,47.3122443,2320807,0,6.0,2320.807
205349600,2021:03:16:09:02:11,3,11.3831985,47.3122443,2320700,1,6.0,2320.7
205349700,2021:03:16:09:02:11,3,11.3831977,47.3122444,2320627,1,6.0,2320.627
205349800,2021:03:16:09:02:11,3,11.3831976,47.3122447,2320695,1,6.0,2320.695
205349900,2021:03:16:09:02:11,3,11.3831973,47.3122448,2320690,1,6.06,2320.69
205350000,2021:03:16:09:02:12,3,11.3831975,47.312245,2320716,1,6.06,2320.716
205350100,2021:03:16:09:02:12,3,11.3831978,47.3122452,2320719,1,6.06,2320.719
205350200,2021:03:16:09:02:12,3,11.3831977,47.3122451,2320689,1,6.06,2320.689
205350300,2021:03:16:09:02:12,3,11.3831976,47.3122451,2320712,1,6.06,2320.712
205350400,2021:03:16:09:02:12,3,11.3831975,47.3122452,2320746,1,6.06,2320.746
205350500,2021:03:16:09:02:12,3,11.3831975,47.3122452,2320713,1,6.06,2320.713
205350600,2021:03:16:09:02:12,3,11.3831975,47.3122452,2320704,0,6.0,2320.704
205350700,2021:03:16:09:02:12,3,11.3831975,47.3122451,2320684,0,6.0,2320.684
205350800,2021:03:16:09:02:12,3,11.3831971,47.3122449,2320637,0,6.0,2320.637
205350900,2021:03:16:09:02:12,3,11.3831972,47.3122446,2320643,0,6.0,2320.643
205351000,2021:03:16:09:02:13,3,11.3831974,47.3122446,2320613,0,6.0,2320.613
205351100,2021:03:16:09:02:13,3,11.3831974,47.3122446,2320605,0,6.0,2320.605
205351200,2021:03:16:09:02:13,3,11.3831972,47.3122444,2320618,0,6.0,2320.618
205351300,2021:03:16:09:02:13,3,11.3831973,47.3122444,2320615,0,6.0,2320.615
205351400,2021:03:16:09:02:13,3,11.3831972,47.3122444,2320606,0,6.0,2320.606
205351500,2021:03:16:09:02:13,3,11.3831974,47.3122444,2320606,0,6.0,2320.606
205351600,2021:03:16:09:02:13,3,11.3831976,47.3122444,2320608,1,6.0,2320.608
205351700,2021:03:16:09:02:13,3,11.3831977,47.3122443,2320647,1,6.0,2320.647
205351800,2021:03:16:09:02:13,3,11.3831979,47.3122443,2320665,1,6.0,2320.665
205351900,2021:03:16:09:02:13,3,11.3831979,47.3122443,2320668,1,6.0,2320.668
205352000,2021:03:16:09:02:14,3,11.3831979,47.3122443,2320719,1,6.0,2320.719
205352100,2021:03:16:09:02:14,3,11.3831981,47.3122443,2320719,1,6.0,2320.719
205352200,2021:03:16:09:02:14,3,11.3831981,47.3122443,2320739,1,6.0,2320.739
205352300,2021:03:16:09:02:14,3,11.3831981,47.3122443,2320751,1,6.0,2320.751
205352400,2021:03:16:09:02:14,3,11.3831982,47.3122443,2320758,1,6.0,2320.758
205352500,2021:03:16:09:02:14,3,11.3831981,47.3122444,2320751,1,6.0,2320.751
205352600,2021:03:16:09:02:14,3,11.3831982,47.3122444,2320772,0,6.0,2320.772
205352700,2021:03:16:09:02:14,3,11.3831985,47.3122444,2320793,0,6.0,2320.793
205352800,2021:03:16:09:02:14,3,11.3831988,47.3122445,2320822,0,6.0,2320.822
205352900,2021:03:16:09:02:14,3,11.3831992,47.3122444,2320839,0,6.0,2320.839
205353000,2021:03:16:09:02:15,3,11.3831995,47.3122445,2320867,0,6.0,2320.867
205353100,2021:03:16:09:02:15,3,11.3831999,47.3122446,2320879,0,6.0,2320.879
205353200,2021:03:16:09:02:15,3,11.3832003,47.3122446,2320912,0,6.0,2320.912
205353300,2021:03:16:09:02:15,3,11.3832005,47.3122447,2320936,0,6.0,2320.936
205353400,2021:03:16:09:02:15,3,11.3832008,47.3122447,2320975,0,6.0,2320.975
205353500,2021:03:16:09:02:15,3,11.3832009,47.3122447,2320987,0,6.0,2320.987
205353600,2021:03:16:09:02:15,3,11.383201,47.3122447,2320975,1,6.0,2320.975
205353700,2021:03:16:09:02:15,3,11.3832012,47.3122447,2320983,1,6.0,2320.983
205353800,2021:03:16:09:02:15,3,11.3832013,47.3122447,2320997,1,6.0,2320.997
205353900,2021:03:16:09:02:15,3,11.3832015,47.3122447,2321004,1,6.0,2321.004
205354000,2021:03:16:09:02:16,3,11.3832016,47.3122447,2320990,1,6.0,2320.99
205354100,2021:03:16:09:02:16,3,11.3832017,47.3122448,2320989,1,6.0,2320.989
205354200,2021:03:16:09:02:16,3,11.3832018,47.3122447,2321004,1,6.0,2321.004
205354300,2021:03:16:09:02:16,3,11.3832019,47.3122447,2321013,1,6.0,2321.013
205354400,2021:03:16:09:02:16,3,11.3832019,47.3122447,2321016,1,5.94,2321.016
205354500,2021:03:16:09:02:16,3,11.3832018,47.3122447,2321024,1,5.94,2321.024
205354600,2021:03:16:09:02:16,3,11.3832019,47.3122446,2321024,0,5.94,2321.024
205354700,2021:03:16:09:02:16,3,11.383202,47.3122447,2321047,0,5.94,2321.047
205354800,2021:03:16:09:02:16,3,11.383202,47.3122446,2321054,0,5.94,2321.054
205354900,2021:03:16:09:02:16,3,11.3832021,47.3122446,2321068,0,5.94,2321.068
205355000,2021:03:16:09:02:17,3,11.3832022,47.3122445,2321067,0,5.94,2321.067
205355100,2021:03:16:09:02:17,3,11.3832023,47.3122445,2321055,0,5.94,2321.055
205355200,2021:03:16:09:02:17,3,11.3832022,47.3122444,2321071,0,5.94,2321.071
205355300,2021:03:16:09:02:17,3,11.3832024,47.3122444,2321076,0,5.94,2321.076
205355400,2021:03:16:09:02:17,3,11.3832024,47.3122443,2321074,0,5.94,2321.074
205355500,2021:03:16:09:02:17,3,11.3832023,47.3122442,2321077,0,5.94,2321.077
205355600,2021:03:16:09:02:17,3,11.3832024,47.3122442,2321062,1,5.94,2321.062
205355700,2021:03:16:09:02:17,3,11.3832024,47.3122441,2321054,1,5.94,2321.054
205355800,2021:03:16:09:02:17,3,11.3832024,47.3122441,2321069,1,5.94,2321.069
205355900,2021:03:16:09:02:17,3,11.3832026,47.312244,2321054,1,5.94,2321.054
205356000,2021:03:16:09:02:18,3,11.3832026,47.312244,2321078,1,5.94,2321.078
205356100,2021:03:16:09:02:18,3,11.3832026,47.312244,2321068,1,5.94,2321.068
205356200,2021:03:16:09:02:18,3,11.3832029,47.3122441,2321074,1,5.94,2321.074
205356300,2021:03:16:09:02:18,3,11.3832028,47.3122444,2321156,1,5.94,2321.156
205356400,2021:03:16:09:02:18,3,11.3832028,47.3122445,2321195,1,5.94,2321.195
205356500,2021:03:16:09:02:18,3,11.3832028,47.3122441,2321184,1,5.94,2321.184
205356600,2021:03:16:09:02:18,3,11.3832027,47.3122419,2321180,1,5.94,2321.18
205356700,2021:03:16:09:02:18,3,11.3832018,47.3122386,2321288,0,5.94,2321.288
205356800,2021:03:16:09:02:18,3,11.3832009,47.3122359,2321330,0,5.94,2321.33
205356900,2021:03:16:09:02:18,3,11.383199,47.3122341,2321064,0,5.94,2321.064
205357000,2021:03:16:09:02:19,3,11.3831973,47.3122317,2320736,0,5.94,2320.736
205357100,2021:03:16:09:02:19,3,11.3831961,47.3122293,2320241,0,5.94,2320.241
205357200,2021:03:16:09:02:19,3,11.3831952,47.3122259,2319496,0,5.94,2319.496
205357300,2021:03:16:09:02:19,3,11.3831953,47.3122231,2319001,0,5.94,2319.001
205357400,2021:03:16:09:02:19,3,11.3831948,47.3122197,2318537,0,5.87,2318.537
205357500,2021:03:16:09:02:19,3,11.3831918,47.3122142,2317753,0,5.87,2317.753
205357600,2021:03:16:09:02:19,3,11.3831901,47.3122097,2317066,0,5.87,2317.066
205357700,2021:03:16:09:02:19,3,11.3831886,47.3122051,2316107,1,5.87,2316.107
205357800,2021:03:16:09:02:19,3,11.3831875,47.3122006,2315128,1,5.87,2315.128
205357900,2021:03:16:09:02:19,3,11.3831871,47.3121969,2314259,1,5.87,2314.259
205358000,2021:03:16:09:02:20,3,11.3831864,47.3121928,2313395,1,5.87,2313.395
205358100,2021:03:16:09:02:20,3,11.3831851,47.3121893,2312575,1,5.87,2312.575
205358200,2021:03:16:09:02:20,3,11.3831853,47.3121862,2311754,1,5.87,2311.754
205358300,2021:03:16:09:02:20,3,11.3831864,47.3121828,2311088,1,5.87,2311.088
205358400,2021:03:16:09:02:20,3,11.3831869,47.3121794,2310659,1,5.87,2310.659
205358500,2021:03:16:09:02:20,3,11.3831859,47.3121755,2310383,1,5.87,2310.383
205358700,2021:03:16:09:02:20,3,11.3831842,47.3121672,2309790,0,5.87,2309.79
205358800,2021:03:16:09:02:20,3,11.3831847,47.3121624,2309537,0,5.87,2309.537
205358900,2021:03:16:09:02:20,3,11.3831858,47.3121579,2309225,0,5.87,2309.225
205359000,2021:03:16:09:02:21,3,11.3831859,47.3121534,2308909,0,5.87,2308.909
205359100,2021:03:16:09:02:21,3,11.3831864,47.3121485,2308606,0,5.87,2308.606
205359200,2021:03:16:09:02:21,3,11.3831867,47.3121436,2308258,0,5.87,2308.258
205359300,2021:03:16:09:02:21,3,11.3831874,47.3121386,2307985,0,5.87,2307.985
205359400,2021:03:16:09:02:21,3,11.3831876,47.3121339,2307574,0,5.87,2307.574
205359500,2021:03:16:09:02:21,3,11.3831881,47.3121288,2307215,0,5.87,2307.215
205359600,2021:03:16:09:02:21,3,11.3831889,47.3121241,2306838,1,5.81,2306.838
205359700,2021:03:16:09:02:21,3,11.3831895,47.3121192,2306401,1,5.81,2306.401
205359800,2021:03:16:09:02:21,3,11.3831899,47.3121141,2305849,1,5.81,2305.849
205359900,2021:03:16:09:02:21,3,11.3831908,47.3121086,2305434,1,5.81,2305.434
205360000,2021:03:16:09:02:22,3,11.3831912,47.3121031,2304991,1,5.81,2304.991
205360100,2021:03:16:09:02:22,3,11.3831921,47.3120977,2304494,1,5.81,2304.494
205360200,2021:03:16:09:02:22,3,11.3831927,47.3120922,2304024,1,5.81,2304.024
205360300,2021:03:16:09:02:22,3,11.3831932,47.3120868,2303450,1,5.81,2303.45
205360400,2021:03:16:09:02:22,3,11.3831942,47.3120816,2302768,1,5.75,2302.768
205360500,2021:03:16:09:02:22,3,11.3831942,47.3120761,2302112,1,5.75,2302.112
205360600,2021:03:16:09:02:22,3,11.383193,47.31207,2301452,1,5.75,2301.452
205360700,2021:03:16:09:02:22,3,11.383192,47.3120642,2300897,0,5.75,2300.897
205360800,2021:03:16:09:02:22,3,11.3831899,47.3120583,2300455,0,5.75,2300.455
205360900,2021:03:16:09:02:22,3,11.3831883,47.3120531,2299951,0,5.75,2299.951
205361000,2021:03:16:09:02:23,3,11.3831859,47.3120478,2299480,0,5.75,2299.48
205361100,2021:03:16:09:02:23,3,11.3831835,47.3120424,2298953,0,5.75,2298.953
205361200,2021:03:16:09:02:23,3,11.3831806,47.3120368,2298375,0,5.75,2298.375
205361300,2021:03:16:09:02:23,3,11.3831775,47.3120316,2297792,0,5.75,2297.792
205361400,2021:03:16:09:02:23,3,11.3831737,47.3120258,2297219,0,5.75,2297.219
205361500,2021:03:16:09:02:23,3,11.3831692,47.3120201,2296674,0,5.75,2296.674
205361600,2021:03:16:09:02:23,3,11.3831652,47.3120148,2296120,0,5.75,2296.12
205361700,2021:03:16:09:02:23,3,11.3831606,47.3120096,2295582,1,5.75,2295.582
205361800,2021:03:16:09:02:23,3,11.3831558,47.3120043,2294970,1,5.75,2294.97
205361900,2021:03:16:09:02:23,3,11.3831502,47.3119993,2294376,1,5.69,2294.376
205362000,2021:03:16:09:02:24,3,11.3831454,47.3119937,2293642,1,5.69,2293.642
205362100,2021:03:16:09:02:24,3,11.3831402,47.3119884,2292939,1,5.69,2292.939
205362200,2021:03:16:09:02:24,3,11.3831354,47.3119836,2292248,1,5.69,2292.248
205362300,2021:03:16:09:02:24,3,11.3831312,47.3119781,2291601,1,5.69,2291.601
205362400,2021:03:16:09:02:24,3,11.3831273,47.3119719,2290910,1,5.69,2290.91
205362500,2021:03:16:09:02:24,3,11.3831212,47.3119661,2290289,1,5.69,2290.289
205362600,2021:03:16:09:02:24,3,11.3831159,47.3119609,2289596,0,5.56,2289.596
205362700,2021:03:16:09:02:24,3,11.3831101,47.3119553,2288936,0,5.56,2288.936
205362800,2021:03:16:09:02:24,3,11.3831036,47.31195,2288293,0,5.56,2288.293
205362900,2021:03:16:09:02:24,3,11.3830974,47.311944,2287560,0,5.56,2287.56
205363000,2021:03:16:09:02:25,3,11.3830919,47.3119377,2286931,0,5.56,2286.931
205363100,2021:03:16:09:02:25,3,11.3830854,47.31193,2286345,0,5.56,2286.345
205363200,2021:03:16:09:02:25,3,11.3830802,47.311924,2285671,0,5.56,2285.671
205363300,2021:03:16:09:02:25,3,11.383074,47.311919,2285022,0,5.56,2285.022
205363400,2021:03:16:09:02:25,3,11.3830684,47.3119126,2284487,0,5.56,2284.487
205363500,2021:03:16:09:02:25,3,11.3830616,47.3119052,2283853,0,5.56,2283.853
205363600,2021:03:16:09:02:25,3,11.3830556,47.3118983,2283255,0,5.56,2283.255
205363700,2021:03:16:09:02:25,3,11.3830499,47.3118916,2282573,1,5.56,2282.573
205363800,2021:03:16:09:02:25,3,11.3830452,47.3118841,2281837,1,5.56,2281.837
205363900,2021:03:16:09:02:25,3,11.3830407,47.311877,2281117,1,5.56,2281.117
205364000,2021:03:16:09:02:26,3,11.3830381,47.3118695,2280382,1,5.56,2280.382
205364100,2021:03:16:09:02:26,3,11.3830351,47.3118628,2279692,1,5.5,2279.692
205364200,2021:03:16:09:02:26,3,11.3830315,47.3118563,2279006,1,5.5,2279.006
205364300,2021:03:16:09:02:26,3,11.3830282,47.3118495,2278300,1,5.5,2278.3
205364400,2021:03:16:09:02:26,3,11.3830255,47.3118419,2277570,1,5.5,2277.57
205364500,2021:03:16:09:02:26,3,11.3830223,47.3118347,2276880,1,5.5,2276.88
205364600,2021:03:16:09:02:26,3,11.3830178,47.3118274,2276230,1,5.5,2276.23
205364700,2021:03:16:09:02:26,3,11.3830149,47.3118193,2275640,0,5.5,2275.64
205364800,2021:03:16:09:02:26,3,11.3830124,47.3118116,2274916,0,5.5,2274.916
205364900,2021:03:16:09:02:26,3,11.3830102,47.3118013,2274206,0,5.37,2274.206
205365000,2021:03:16:09:02:27,3,11.383007,47.311792,2273578,0,5.37,2273.578
205365100,2021:03:16:09:02:27,3,11.3830036,47.3117832,2272955,0,5.37,2272.955
205365200,2021:03:16:09:02:27,3,11.3829998,47.3117748,2272234,0,5.37,2272.234
205365300,2021:03:16:09:02:27,3,11.3829966,47.311766,2271553,0,5.37,2271.553
205365400,2021:03:16:09:02:27,3,11.3829929,47.3117567,2270843,0,5.37,2270.843
205365500,2021:03:16:09:02:27,3,11.3829886,47.3117475,2270169,0,5.37,2270.169
205365600,2021:03:16:09:02:27,3,11.3829853,47.3117387,2269442,1,5.37,2269.442
205365700,2021:03:16:09:02:27,3,11.3829833,47.3117292,2268788,1,5.37,2268.788
205365800,2021:03:16:09:02:27,3,11.3829804,47.3117193,2268154,1,5.37,2268.154
205365900,2021:03:16:09:02:27,3,11.3829771,47.3117101,2267488,1,5.37,2267.488
205366000,2021:03:16:09:02:28,3,11.3829737,47.3117013,2266694,1,5.37,2266.694
205366100,2021:03:16:09:02:28,3,11.3829711,47.3116921,2265825,1,5.37,2265.825
205366200,2021:03:16:09:02:28,3,11.3829688,47.3116816,2265109,1,5.37,2265.109
205366300,2021:03:16:09:02:28,3,11.3829667,47.3116708,2264428,1,5.37,2264.428
205366400,2021:03:16:09:02:28,3,11.3829647,47.3116611,2263707,1,5.31,2263.707
205366500,2021:03:16:09:02:28,3,11.3829634,47.31165,2263091,1,5.31,2263.091
205366600,2021:03:16:09:02:28,3,11.3829631,47.3116395,2262358,1,5.31,2262.358
205366700,2021:03:16:09:02:28,3,11.382963,47.3116282,2261756,0,5.31,2261.756
205366800,2021:03:16:09:02:28,3,11.3829612,47.3116183,2261147,0,5.31,2261.147
205366900,2021:03:16:09:02:28,3,11.38296,47.3116078,2260416,0,5.31,2260.416
205367000,2021:03:16:09:02:29,3,11.3829593,47.3115971,2259666,0,5.31,2259.666
205367100,2021:03:16:09:02:29,3,11.3829587,47.3115862,2258908,0,5.25,2258.908
205367200,2021:03:16:09:02:29,3,11.3829575,47.3115754,2258222,0,5.25,2258.222
205367300,2021:03:16:09:02:29,3,11.3829565,47.311565,2257391,0,5.25,2257.391
205367400,2021:03:16:09:02:29,3,11.3829549,47.3115555,2256543,0,5.25,2256.543
205367500,2021:03:16:09:02:29,3,11.3829525,47.3115446,2255833,0,5.25,2255.833
205367600,2021:03:16:09:02:29,3,11.3829493,47.3115349,2255017,0,5.25,2255.017
205367700,2021:03:16:09:02:29,3,11.3829455,47.3115253,2254192,1,5.25,2254.192
205367800,2021:03:16:09:02:29,3,11.3829413,47.3115157,2253317,1,5.25,2253.317
205367900,2021:03:16:09:02:29,3,11.3829375,47.3115071,2252399,1,5.19,2252.399
205368000,2021:03:16:09:02:30,3,11.3829337,47.311497,2251666,1,5.19,2251.666
205368100,2021:03:16:09:02:30,3,11.3829293,47.3114863,2250984,1,5.19,2250.984
205368200,2021:03:16:09:02:30,3,11.3829242,47.3114757,2250239,1,5.19,2250.239
205368300,2021:03:16:09:02:30,3,11.3829196,47.311465,2249566,1,5.19,2249.566
205368400,2021:03:16:09:02:30,3,11.3829154,47.3114543,2248792,1,5.19,2248.792
205368500,2021:03:16:09:02:30,3,11.3829115,47.3114442,2247887,1,5.19,2247.887
205368600,2021:03:16:09:02:30,3,11.3829082,47.311434,2247116,0,5.12,2247.116
205368700,2021:03:16:09:02:30,3,11.3829049,47.3114234,2246421,0,5.12,2246.421
205368800,2021:03:16:09:02:30,3,11.3829015,47.3114132,2245727,0,5.12,2245.727
205368900,2021:03:16:09:02:30,3,11.3828984,47.3114023,2245116,0,5.12,2245.116
205369000,2021:03:16:09:02:31,3,11.3828956,47.311391,2244503,0,5.12,2244.503
205369100,2021:03:16:09:02:31,3,11.3828911,47.31138,2243731,0,5.12,2243.731
205369200,2021:03:16:09:02:31,3,11.3828879,47.3113685,2243139,0,5.12,2243.139
205369300,2021:03:16:09:02:31,3,11.3828839,47.3113572,2242439,0,5.12,2242.439
205369400,2021:03:16:09:02:31,3,11.38288,47.3113489,2241388,0,5.06,2241.388
205369500,2021:03:16:09:02:31,3,11.3828749,47.3113421,2240320,0,5.06,2240.32
205369600,2021:03:16:09:02:31,3,11.3828702,47.3113338,2239504,0,5.06,2239.504
205369700,2021:03:16:09:02:31,3,11.3828656,47.311323,2239070,1,5.06,2239.07
205369800,2021:03:16:09:02:31,3,11.3828602,47.311313,2238499,1,5.06,2238.499
205369900,2021:03:16:09:02:31,3,11.3828547,47.3113046,2237569,1,5.06,2237.569
205370000,2021:03:16:09:02:32,3,11.3828495,47.3112968,2236541,1,5.06,2236.541
205370100,2021:03:16:09:02:32,3,11.3828438,47.3112888,2235452,1,5.06,2235.452
205370200,2021:03:16:09:02:32,3,11.3828374,47.3112811,2234395,1,5.06,2234.395
205370300,2021:03:16:09:02:32,3,11.3828308,47.311273,2233134,1,5.06,2233.134
205370400,2021:03:16:09:02:32,3,11.3828246,47.3112649,2231931,1,5.06,2231.931
205370500,2021:03:16:09:02:32,3,11.3828183,47.3112578,2230732,1,5.06,2230.732
205370600,2021:03:16:09:02:32,3,11.3828117,47.3112513,2229222,1,5.06,2229.222
205370700,2021:03:16:09:02:32,3,11.3828053,47.3112436,2227989,0,5.06,2227.989
205370800,2021:03:16:09:02:32,3,11.3827987,47.3112353,2226713,0,5.06,2226.713
205370900,2021:03:16:09:02:32,3,11.3827925,47.3112275,2225384,0,5.0,2225.384
205371000,2021:03:16:09:02:33,3,11.3827861,47.3112203,2223934,0,5.0,2223.934
205371100,2021:03:16:09:02:33,3,11.3827799,47.3112115,2222822,0,5.0,2222.822
205371200,2021:03:16:09:02:33,3,11.3827733,47.3112018,2221865,0,5.0,2221.865
205371300,2021:03:16:09:02:33,3,11.3827668,47.3111929,2220767,0,5.0,2220.767
205371400,2021:03:16:09:02:33,3,11.3827595,47.3111836,2219785,0,5.0,2219.785
205371500,2021:03:16:09:02:33,3,11.3827528,47.3111742,2218740,0,5.0,2218.74
205371600,2021:03:16:09:02:33,3,11.3827457,47.3111635,2217948,0,5.0,2217.948
205371700,2021:03:16:09:02:33,3,11.3827391,47.3111534,2217146,1,4.87,2217.146
205371800,2021:03:16:09:02:33,3,11.3827325,47.311145,2216099,1,4.87,2216.099
205371900,2021:03:16:09:02:33,3,11.3827259,47.3111363,2215039,1,4.87,2215.039
205372000,2021:03:16:09:02:34,3,11.3827191,47.3111259,2214214,1,4.87,2214.214
205372100,2021:03:16:09:02:34,3,11.3827124,47.3111161,2213324,1,4.87,2213.324
205372200,2021:03:16:09:02:34,3,11.3827054,47.3111069,2212339,1,4.87,2212.339
205372300,2021:03:16:09:02:34,3,11.3826985,47.3110974,2211395,1,4.87,2211.395
205372400,2021:03:16:09:02:34,3,11.3826918,47.3110879,2210329,1,4.87,2210.329
205372500,2021:03:16:09:02:34,3,11.3826848,47.3110775,2209437,1,4.87,2209.437
205372600,2021:03:16:09:02:34,3,11.3826785,47.311068,2208449,1,4.87,2208.449
205372700,2021:03:16:09:02:34,3,11.3826712,47.3110564,2207682,0,4.87,2207.682
205372800,2021:03:16:09:02:34,3,11.3826645,47.3110462,2206774,0,4.87,2206.774
205372900,2021:03:16:09:02:34,3,11.3826578,47.3110367,2205842,0,4.87,2205.842
205373000,2021:03:16:09:02:35,3,11.3826509,47.3110258,2204993,0,4.87,2204.993
205373100,2021:03:16:09:02:35,3,11.3826438,47.3110144,2204206,0,4.87,2204.206
205373200,2021:03:16:09:02:35,3,11.3826365,47.3110031,2203445,0,4.81,2203.445
205373300,2021:03:16:09:02:35,3,11.3826299,47.3109932,2202509,0,4.81,2202.509
205373400,2021:03:16:09:02:35,3,11.3826226,47.310982,2201743,0,4.81,2201.743
205373500,2021:03:16:09:02:35,3,11.3826164,47.3109724,2200768,0,4.81,2200.768
205373600,2021:03:16:09:02:35,3,11.3826105,47.3109621,2199918,0,4.81,2199.918
205373700,2021:03:16:09:02:35,3,11.3826041,47.3109512,2199064,1,4.81,2199.064
205373800,2021:03:16:09:02:35,3,11.3825988,47.3109416,2198088,1,4.81,2198.088
205373900,2021:03:16:09:02:35,3,11.3825941,47.3109318,2197092,1,4.75,2197.092
205374000,2021:03:16:09:02:36,3,11.3825898,47.3109215,2196253,1,4.75,2196.253
205374100,2021:03:16:09:02:36,3,11.3825851,47.3109115,2195322,1,4.75,2195.322
205374200,2021:03:16:09:02:36,3,11.3825798,47.3109014,2194422,1,4.75,2194.422
205374300,2021:03:16:09:02:36,3,11.3825743,47.3108906,2193539,1,4.75,2193.539
205374400,2021:03:16:09:02:36,3,11.3825687,47.3108794,2192656,1,4.75,2192.656
205374500,2021:03:16:09:02:36,3,11.3825634,47.3108691,2191584,1,4.75,2191.584
205374600,2021:03:16:09:02:36,3,11.3825563,47.3108576,2190637,1,4.75,2190.637
205374700,2021:03:16:09:02:36,3,11.3825517,47.3108475,2189597,0,4.75,2189.597
205374800,2021:03:16:09:02:36,3,11.3825458,47.3108368,2188641,0,4.75,2188.641
205374900,2021:03:16:09:02:36,3,11.38254,47.3108259,2187756,0,4.75,2187.756
205375000,2021:03:16:09:02:37,3,11.3825349,47.3108154,2186826,0,4.75,2186.826
205375100,2021:03:16:09:02:37,3,11.3825293,47.3108046,2185994,0,4.75,2185.994
205375200,2021:03:16:09:02:37,3,11.3825239,47.3107936,2185155,0,4.75,2185.155
205375300,2021:03:16:09:02:37,3,11.3825185,47.3107827,2184313,0,4.75,2184.313
205375400,2021:03:16:09:02:37,3,11.3825128,47.3107721,2183470,0,4.69,2183.47
205375500,2021:03:16:09:02:37,3,11.3825064,47.3107611,2182549,0,4.69,2182.549
